GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,50920.1,7.75788e+08,0,0,0
0,0,3282.34,710341,0,0,0
0,0,17175,2.09213e+08,0,0,0
0,0,14596.3,1.30096e+09,0,0,0
0,0,61652.4,5.16203e+08,0,0,0
0,0,3282.34,1.68802e+08,0,0,0
0,0,16477.8,1.21935e+08,0,0,0
0,0,57921.5,2.94346e+08,0,0,0
0,0,18380.8,532686,0,0,0
0,0,45418.2,2.31079e+08,0,0,0
0,0,93397,5.45213e+07,0,0,0
0,0,52756.5,2.62198e+09,0,0,0
0,0,3185.69,3.91807e+06,0,0,0
0,0,13328,2.48914e+07,0,0,0
0,0,8507.63,309519,0,0,0
0,0,17335,0,0,0,0
0,2,9012.92,1.28843e+08,3.95966e+07,1.45917e+07,768172
0,2,64142.2,9.5619e+08,7.33957e+07,3.85525e+07,2.31544e+07
0,2,18248.7,1.00844e+08,1.06512e+07,1.04979e+07,1.02862e+06
0,2,41822.3,6.34603e+06,368438,54189.9,56341.9
0,2,33859.4,3.39232e+07,7.16262e+08,1.64931e+06,291439
0,2,4099.27,1.31471e+07,6.31395e+06,927455,71442.9
0,2,8308.21,6.56735e+06,1.11433e+08,325978,40715.1
0,2,18248.7,2.37637e+07,2.63437e+08,1.24144e+06,269309
0,2,9465.66,1.96439e+08,6.45334e+07,8.5564e+07,540522
0,2,4032.74,3.57696e+07,2.18724e+07,4.76731e+06,123902
0,3,6.24799,7.92949e+06,0,0,0
0,3,501,1.47265e+07,0,0,0
0,3,6.895,1.02184e+07,0,0,0
0,3,16.0864,9.39941e+06,0,0,0
0,4,188.302,0,3.70715e+06,421946,111233
0,5,92.3929,2.05785e+07,2.39067e+06,0,0
0,5,798.281,3.39759e+07,8.41731e+06,136774,26868.1
0,6,1133.2,1.25568e+06,0,0,0
0,6,4460.69,104344,0,0,0
0,6,384.099,3.99701e+06,0,0,0
0,6,3467.2,100142,0,0,0
0,6,956.768,14100.3,0,0,0
0,6,1157.67,8.54708e+07,0,0,0
0,6,133.309,6.56195e+06,0,0,0
0,6,4537.68,4.82785e+07,0,0,0
0,6,284.622,20562.9,0,0,0
0,6,19.5817,615980,0,0,0
0,6,1133.2,4.42047e+06,0,0,0
0,6,4508.46,2.83162e+07,0,0,0
0,6,1133.2,1.34003e+07,0,0,0
0,6,383.047,4.05353e+07,0,0,0
0,6,4568.81,2.37742e+06,0,0,0
0,6,384.099,8.37815e+06,0,0,0
0,6,1133.2,9.78351e+06,0,0,0
0,6,4722.87,1.47669e+06,0,0,0
0,6,395.234,9.5973e+06,0,0,0
0,6,4924.27,5.46887e+06,0,0,0
0,6,1284.95,1.13542e+07,0,0,0
0,6,133.309,1.05676e+06,0,0,0
0,6,384.099,2.39239e+07,0,0,0
0,6,4951.78,1.71125e+06,0,0,0
0,6,18.9356,1.74443e+07,0,0,0
0,6,1116.68,5.26417e+06,0,0,0
0,6,295.976,41929.2,0,0,0
0,6,133.309,1.26735e+07,0,0,0
0,6,3467.2,194784,0,0,0
0,6,5014.46,700557,0,0,0
0,6,390.127,7.01674e+06,0,0,0
0,6,19.9654,1.40639e+06,0,0,0
0,6,4477.92,0,0,0,0
0,7,240.773,0,1.03975e+07,9.70013e+06,66359.3
0,7,821.365,0,755845,934.551,166.519
0,7,4269.93,0,6.57998e+07,2.13088e+06,149668
0,7,2092.18,0,5.50283e+07,205404,39232.1
0,7,2167.36,0,1.56472e+06,6.35224e+06,28503
0,7,6028.96,0,5.36333e+07,8.21178e+06,250896
0,7,535.236,0,1.37268e+07,1.22501e+07,348005
0,7,20495.3,0,5.65018e+07,6.85495e+07,4.05184e+06
0,7,33203.8,0,2.13162e+06,1.73186e+06,159815
0,7,237.129,0,1.91072e+06,0,0
0,7,774.525,0,38917.2,47705,302.528
0,7,1579.46,0,0,0,0
0,8,831.42,2476.09,26673.6,96.9734,34.9415
0,8,1363.75,5.47881e+06,5.45055e+07,305865,74793.6
0,8,176.722,3.9045e+06,764935,4.35037e+06,10607.5
0,8,1230.65,3626.11,30427.8,287.137,50.8157
0,8,35.1648,1.68001e+06,538578,44901.6,19056.6
0,8,1366.27,9.92635e+06,3.04564e+06,9.52619e+06,51961.8
0,8,818.085,78478.3,95698,13576.2,386.622
0,8,6004.41,1.93011e+07,9.83188e+06,2.93513e+06,67471
0,8,108.685,8752.58,5591.51,7034.1,95.9426
0,8,176.722,252162,250096,105010,6950.47
0,8,34.9642,2.2455e+07,5.82368e+06,0,0
0,8,1363.75,8.26436e+06,2.93037e+06,373726,49325.6
0,8,317.483,8.71819e+06,2.85677e+06,16840.4,3626.31
0,8,174.322,1.42561e+07,2.96353e+06,2566.14,725.625
0,8,113.691,1.61434e+06,675234,290079,27186.2
0,8,811.594,1.43186e+07,1.12256e+07,5.96045e+06,422439
0,8,33017.4,1.84021e+07,1.65568e+07,1.85648e+06,130613
