Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
9012.92,2,100,H,Ecto,7.75073e+06
9012.92,2,1000,H,Ecto,1.22953e+07
9012.92,2,1000,H,Endo,1.48831e+08
9012.92,2,10000,H,Endo,668720
9012.92,2,100,O,Ecto,2.55622e+06
9012.92,2,1000,O,Ecto,5.74637e+06
9012.92,2,1000,O,Endo,1929.74
9012.92,2,10000,O,Endo,7.36915e+06
9012.92,2,100,C,Ecto,268392
9012.92,2,1000,C,Ecto,2.33188e+06
64142.2,2,100,H,Ecto,266.956
64142.2,2,1000,H,Ecto,2.94973e+06
64142.2,2,1000,H,Endo,1.52714e+08
64142.2,2,10000,H,Endo,7.33364e+07
64142.2,2,100,O,Ecto,748250
64142.2,2,1000,O,Ecto,1.68362e+07
64142.2,2,1000,O,Endo,1.84963e+06
64142.2,2,10000,O,Endo,10126.8
64142.2,2,100,C,Ecto,6322.68
64142.2,2,1000,C,Ecto,3.31806e+07
18248.7,2,100,H,Ecto,493151
18248.7,2,1000,H,Ecto,1.43573e+06
18248.7,2,1000,H,Endo,6.334e+07
18248.7,2,10000,H,Endo,2.74207e+06
18248.7,2,100,O,Ecto,430362
18248.7,2,1000,O,Ecto,3.62883e+06
18248.7,2,1000,O,Endo,16739.3
18248.7,2,10000,O,Endo,339290
18248.7,2,100,C,Ecto,927.421
18248.7,2,1000,C,Ecto,2.06238e+06
15242.3,2,100,H,Ecto,1.62489e+06
15242.3,2,1000,H,Ecto,3.55519e+06
15242.3,2,1000,H,Endo,3.79943e+07
15242.3,2,10000,H,Endo,394841
15242.3,2,100,O,Ecto,671065
15242.3,2,1000,O,Ecto,2.99967e+06
15242.3,2,1000,O,Endo,2976
15242.3,2,10000,O,Endo,1.05594e+06
15242.3,2,100,C,Ecto,22166
15242.3,2,1000,C,Ecto,1.03282e+06
41822.3,2,100,H,Ecto,5366.74
41822.3,2,1000,H,Ecto,23122.7
41822.3,2,1000,H,Endo,1.50839e+06
41822.3,2,10000,H,Endo,212799
41822.3,2,100,O,Ecto,7770.65
41822.3,2,1000,O,Ecto,115796
41822.3,2,1000,O,Endo,2448.2
41822.3,2,10000,O,Endo,3239.81
41822.3,2,100,C,Ecto,63.7841
41822.3,2,1000,C,Ecto,116628
49524.5,2,100,H,Ecto,16382
49524.5,2,1000,H,Ecto,40787
49524.5,2,1000,H,Endo,1.36389e+06
49524.5,2,10000,H,Endo,41623.5
49524.5,2,100,O,Ecto,9638.44
49524.5,2,1000,O,Ecto,71101.2
