GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,50920.1,1.04165e+09,0,0,0
0,0,3282.34,409307,0,0,0
0,0,17175,2.00154e+08,0,0,0
0,0,14596.3,8.01432e+08,0,0,0
0,0,3282.34,6.73282e+08,0,0,0
0,0,16477.8,1.56512e+08,0,0,0
0,0,57921.5,3.83812e+08,0,0,0
0,0,18380.8,686519,0,0,0
0,0,45418.2,2.35678e+08,0,0,0
0,0,52756.5,8.46724e+08,0,0,0
0,0,3185.69,2.8794e+06,0,0,0
0,0,13328,1.01386e+09,0,0,0
0,0,8507.63,236985,0,0,0
0,0,17335,1.482e+08,0,0,0
0,0,8694.81,0,0,0,0
0,0,55120,0,0,0,0
0,2,9012.92,1.00685e+08,4.79646e+07,2.48889e+06,273304
0,2,64142.2,9.88772e+08,2.09761e+08,4.25295e+07,8.64975e+06
0,2,18248.7,7.61932e+07,2.44658e+07,2.11197e+06,383542
0,2,41822.3,6.62576e+06,1.00589e+06,274957,57288.7
0,2,33859.4,2.60324e+08,1.31652e+08,1.83752e+07,4.64379e+06
0,2,4099.27,6.86918e+07,2.24751e+07,6.2063e+06,287837
0,2,18248.7,1.46799e+08,9.77646e+07,1.31602e+07,3.36381e+06
0,2,9465.66,1.77663e+08,1.09873e+08,7.74816e+07,143959
0,2,4032.74,4.15638e+07,1.1384e+07,1.65753e+07,66053.8
0,2,4099.27,0,0,0,0
0,3,501,3.13565e+07,0,0,0
0,3,6.895,8.60141e+06,0,0,0
0,3,16.0864,1.06587e+07,0,0,0
0,3,6.4714,0,0,0,0
0,4,188.302,0,5.3993e+06,660158,4.005e+06
0,5,92.3929,3.05021e+07,5.94736e+06,59635.9,215041
0,5,798.281,2.82257e+07,8.26524e+06,275313,3.22868e+06
0,6,1133.2,526296,0,0,0
0,6,4460.69,78197.4,0,0,0
0,6,384.099,6.93734e+07,0,0,0
0,6,956.768,3.64382e+07,0,0,0
0,6,1157.67,1.45665e+08,0,0,0
0,6,133.309,5.14184e+06,0,0,0
0,6,4537.68,7.14554e+07,0,0,0
0,6,284.622,178680,0,0,0
0,6,19.5817,2.91389e+07,0,0,0
0,6,4508.46,5.25761e+07,0,0,0
0,6,1133.2,3.01937e+07,0,0,0
0,6,4568.81,3.55807e+06,0,0,0
0,6,384.099,1.87602e+07,0,0,0
0,6,1133.2,1.68738e+07,0,0,0
0,6,4722.87,3.51249e+06,0,0,0
0,6,395.234,1.7319e+07,0,0,0
0,6,4924.27,1.02458e+07,0,0,0
0,6,1284.95,2.16311e+07,0,0,0
0,6,384.099,3.90832e+07,0,0,0
0,6,4951.78,4.36489e+06,0,0,0
0,6,1116.68,1.47825e+07,0,0,0
0,6,295.976,113768,0,0,0
0,6,133.309,2.69423e+07,0,0,0
0,6,3467.2,301995,0,0,0
0,6,5014.46,1.75474e+06,0,0,0
0,6,390.127,1.88769e+07,0,0,0
0,6,19.9654,4.02947e+06,0,0,0
0,6,4477.92,421385,0,0,0
0,6,956.768,6.2464e+07,0,0,0
0,6,134.948,1.32541e+07,0,0,0
0,6,280.65,329734,0,0,0
0,6,20.2688,4.70006e+07,0,0,0
0,6,389.408,7.31037e+06,0,0,0
0,6,1134.32,2.28053e+06,0,0,0
0,6,8774.07,82063.3,0,0,0
0,6,19.0366,0,0,0,0
0,7,240.773,0,8.6593e+06,1.6298e+07,22444.9
0,7,821.365,0,4.32446e+06,397837,29238.1
0,7,4269.93,0,4.64794e+07,1.22399e+07,3.26629e+06
0,7,2092.18,0,5.27597e+07,4.58297e+06,792248
0,7,2167.36,0,1.92715e+07,5.03506e+06,22853.5
0,7,6028.96,0,5.50811e+07,1.30478e+07,2.97205e+06
0,7,535.236,0,5.55303e+07,1.67991e+07,438550
0,7,20495.3,0,1.73248e+08,3.29022e+07,4.1136e+06
0,7,33203.8,0,5.97087e+06,876579,129334
0,7,237.129,0,3.47754e+06,1592.28,0
0,7,1579.46,0,2.70096e+06,198619,39258.5
0,7,1504.61,0,944690,2221.23,2203.59
0,7,821.365,0,5.35077e+06,2.20242e+06,23005.4
0,7,74881.1,0,90956.4,40550.1,0.0116128
0,7,9646.53,0,1.24122e+07,635604,1.45394e+06
0,8,831.42,154363,96470.5,4354.78,1180.43
0,8,1363.75,1.1152e+07,9.07365e+06,467121,82990.1
0,8,176.722,1.48758e+06,1.61275e+06,1.00901e+06,17917.3
0,8,1230.65,6818.59,5501.09,341.061,63.1474
0,8,35.1648,1.65356e+06,433724,15730.1,160366
0,8,1366.27,1.9409e+07,1.11223e+07,1.74677e+07,18725.5
0,8,6004.41,2.67396e+07,7.42394e+06,1.59665e+06,339474
0,8,108.685,3.02213e+06,1.32231e+06,740484,144097
0,8,1363.75,1.48237e+07,3.40023e+06,217223,2.12085e+06
0,8,317.483,2.20541e+07,4.93518e+06,179798,1.81182e+06
0,8,811.594,2.75085e+07,4.43138e+07,1.55361e+07,549491
0,8,831.42,141954,57445.7,1916.95,29123.9
0,8,1374.37,3.20069e+07,2.00672e+07,135713,401062
0,8,176.722,5.87968e+06,63825.8,7.69189,0
0,8,33.2678,2.76449e+06,607.344,0,0
0,8,831.42,5478.68,2047.77,22.5698,76.5792
0,8,108.101,19260.1,12374,42.02,31.0038
0,8,1340.54,0,0,0,0
1,0,3705.72,2.18839e+09,0,0,0
1,0,50197.9,6.68883e+07,0,0,0
1,0,50811.5,1.39744e+09,0,0,0
1,0,18231.8,4.36784e+09,0,0,0
1,0,23748.6,1.87811e+09,0,0,0
1,0,8507.63,1.5816e+06,0,0,0
1,0,50197.9,4.66406e+08,0,0,0
1,0,3746.68,4.37156e+06,0,0,0
1,0,19444.1,3.50227e+07,0,0,0
1,0,172901,795093,0,0,0
1,0,3408.39,64053.1,0,0,0
1,0,93397,7.82436e+07,0,0,0
1,0,51201.2,0,0,0,0
1,0,15752.3,1.06947e+07,0,0,0
1,2,8750.24,57691,6173.11,810.139,27.0837
1,2,17972.9,2.82195e+08,1.13554e+08,2.55908e+06,1.73578e+06
1,2,50287.8,125242,4192.17,3656.54,14.962
1,2,9011.22,1.02093e+06,30608.2,719182,49564.9
1,2,10775.9,2.82989e+07,3.67826e+06,518307,17990.2
1,2,62828.3,56916.3,41474.1,293.35,3444.29
1,6,2396.26,2.07125e+06,0,0,0
1,6,219.724,837445,0,0,0
