FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,5.04315e+08,2.11023e+08
0,10,100,9.18124e+08,1.14773e+09
0,100,1000,5.39764e+06,1.4741e+08
0,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,3.41163e+07,2.89133e+07
2,10,100,6.87884e+07,2.90756e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.55491e+09,804812
3,0.01,0.1,5.60739e+09,3.54194e+06
3,0.1,1,2.46651e+07,561304
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,2.99685e+07,309653
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.28643e+07,18971.7
5,0.01,0.1,1.16736e+09,2.5012e+06
5,0.1,1,1.38019e+08,2.15972e+06
5,1,10,106679,172428
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.90985e+09,1.84414e+07
6,0.1,1,4.5328e+09,4.65547e+07
6,1,10,1.49395e+09,8.13867e+07
6,10,100,9.36525e+06,4.80778e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,3.1571e+07,769304
7,0.1,1,1.51178e+08,9.74294e+06
7,1,10,3.59155e+08,5.20103e+07
7,10,100,1.35368e+08,8.82891e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.13541e+09,1.14163e+07
8,0.1,1,1.31216e+09,3.41797e+07
8,1,10,5.92538e+08,4.73305e+07
8,10,100,2.19624e+06,6.36024e+06
8,100,1000,0,0
8,1000,10000,0,0
