FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,3.63229e+08,1.9144e+08
0,10,100,5.20295e+08,1.06824e+09
0,100,1000,5.32659e+06,1.37246e+08
0,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,3.17574e+07,2.65868e+07
2,10,100,5.23717e+07,2.84437e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,6.16172e+09,704592
3,0.01,0.1,3.26148e+09,2.50802e+06
3,0.1,1,1.07448e+07,380758
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,861600,114794
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.88844e+07,11993
5,0.01,0.1,1.35886e+09,2.54286e+06
5,0.1,1,1.30406e+08,2.11847e+06
5,1,10,126987,113011
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.88635e+09,1.34419e+07
6,0.1,1,2.15306e+09,3.27249e+07
6,1,10,1.09923e+09,6.01397e+07
6,10,100,1.02354e+07,4.27457e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.75313e+07,446464
7,0.1,1,1.36528e+08,6.4121e+06
7,1,10,2.10716e+08,3.83771e+07
7,10,100,1.22489e+08,6.91285e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,9.18952e+08,7.28572e+06
8,0.1,1,9.86955e+08,2.54721e+07
8,1,10,5.37801e+08,3.75715e+07
8,10,100,1.51216e+06,5.37872e+06
8,100,1000,0,0
8,1000,10000,0,0
