GridcellIndex,IsMarine,GetRealm,GetLatitudeIndex,GetLongitudeIndex,GetCellArea,GetGridcellRealm,GetGridcellLandMask,AvailableWater,GetGridcellHanpp,TemperatureRange,Temp,GroundFrost,Precipitation,TerrestrialNPP,Get_Ecto_max,Get_Endo_C_max,Get_Endo_H_max,Get_Endo_O_max,TotalPrecip,Seasonality,BreedingSeason,AnnualTemperature,SDTemperature,ExpTDevWeight,AET,TotalAET,FractionMonthFrost,FractionYearFrost,FractionYearFire
0,0,2,0,0,2142.92,2,1,800,0.0807054,5.62951,5.53115,10.8541,75.9066,0.151575,50000,200000,1e+06,500000,761.292,0.011292,0,12.4374,5.1072,0.281284,37.9217,694.539,0.350132,0,0
1,0,2,0,1,2142.92,2,1,800,0.1,6.04262,4.9541,12.7293,71.9016,0.181102,50000,200000,1e+06,500000,753.425,0.0136418,0,11.9854,5.22224,0.283237,36.4958,682.235,0.410624,0,0
2,0,2,0,2,2142.92,2,1,800,0.1,6.2459,4.48197,14.1552,70.9066,0.181102,50000,200000,1e+06,500000,759.957,0.0132013,0,11.5708,5.32435,0.281064,35.3205,670.513,0.456621,0,0
3,0,2,0,3,2142.92,2,1,800,0.167455,6.36393,4.29016,14.7934,70.4344,0.299213,50000,200000,1e+06,500000,783.377,0.0155515,0,11.4958,5.40551,0.283875,34.8703,671.984,0.477208,0,0
4,0,2,0,4,2142.92,2,1,800,0.231106,6.38033,3.71311,16.2521,72.7902,0.535433,50000,200000,1e+06,500000,840.997,0.0164609,0,11.1,5.50304,0.290534,33.5522,666.455,0.524262,0.242827,0
5,0,2,0,5,2142.92,2,1,800,0.304619,6.4918,3.01803,18.1179,69.7967,0.417323,50000,200000,1e+06,500000,858.166,0.014139,0,10.5393,5.57393,0.294474,31.9625,650.91,0.584447,0.378812,0
6,0,2,0,6,2142.92,2,1,800,0.273668,6.59672,2.70656,18.9948,62.9541,0.417323,50000,200000,1e+06,500000,836.657,0.0136475,0,10.3012,5.64517,0.294464,31.2324,644.755,0.612734,0.388223,0
7,0,2,0,7,2142.92,2,1,800,0.317797,6.98197,2.6,19.7074,55.1869,0.240157,50000,200000,1e+06,500000,798.923,0.0104193,0,10.2758,5.68479,0.297185,31.0151,645.569,0.635722,0.392331,0
8,0,2,0,8,2142.92,2,1,800,0.213606,7.38361,2.88689,19.4885,49.6738,0.0925197,50000,200000,1e+06,500000,770.559,0.00618503,0,10.6234,5.69979,0.300419,31.6807,658.861,0.628662,0.388658,0
9,0,2,0,9,2142.92,2,1,800,0.277087,6.89016,2.36885,19.9975,53.3,0.269685,50000,200000,1e+06,500000,815.441,0.00940999,0,10.4411,5.84274,0.316613,30.748,655.743,0.645082,0.390474,0
10,0,2,0,10,2142.92,2,1,800,0.317873,6.1918,1.84754,20.353,60.3295,0.358268,50000,200000,1e+06,500000,867.32,0.0102947,0,10.2652,6.07166,0.325945,29.7185,653.169,0.656547,0.388658,0
11,0,2,0,11,2142.92,2,1,800,0.174061,5.68852,2.01475,19.421,62.7443,0.0334646,50000,200000,1e+06,500000,874.107,0.00253769,0,10.7149,6.25887,0.33138,30.0918,672.481,0.626483,0.372596,0
12,0,2,0,12,2142.92,2,1,800,0.193545,5.67049,2.11311,19.2466,61.0016,0.181102,50000,200000,1e+06,500000,866.697,0.00669871,0,10.9817,6.30738,0.340248,30.3944,682.128,0.620857,0.366225,0
13,0,2,0,13,2142.92,2,1,700,0.275043,5.47869,-0.147541,23.5146,80.0623,0.0629921,50000,200000,1e+06,500000,1086.35,0.00245324,0,8.4235,6.17405,0.329396,25.8627,583.321,0.758535,0.472165,0
14,0,2,1,0,2123.55,2,1,800,0.1,5.65902,4.81803,12.5774,76.8344,0.21063,50000,200000,1e+06,500000,764.73,0.0142212,0,11.6469,5.10546,0.276044,36.0726,668.317,0.405722,0,0
15,0,2,1,1,2123.55,2,1,800,0.0874116,5.85902,4.64918,13.2575,69.5836,0.21063,50000,200000,1e+06,500000,727.202,0.0158307,0,11.5788,5.21045,0.276563,35.5499,664.53,0.427663,0,0
16,0,2,1,2,2123.55,2,1,800,0.0548821,6.0541,4.37213,14.189,65.5164,0.122047,50000,200000,1e+06,500000,701.492,0.0103696,0,11.419,5.30824,0.277876,34.5949,658.2,0.45771,0,0
17,0,2,1,3,2123.55,2,1,800,0.1,6.06557,4.38689,14.1934,61.0443,0.122047,50000,200000,1e+06,500000,699.339,0.00867254,0,11.6552,5.41998,0.287061,34.3199,668.537,0.457853,0,0
18,0,2,1,4,2123.55,2,1,800,0.1,6.18361,4.20656,14.7798,60.9951,0.21063,50000,200000,1e+06,500000,714.864,0.0120781,0,11.5516,5.48897,0.286588,34.195,669.357,0.476769,0,0
19,0,2,1,5,2123.55,2,1,800,0.1,6.21639,3.82295,15.7902,59.882,0.122047,50000,200000,1e+06,500000,741.369,0.00919335,0,11.3175,5.56527,0.292134,33.7375,668.999,0.50936,0.237709,0
20,0,2,1,6,2123.55,2,1,800,0.1,6.31148,3.62131,16.4118,56.8902,0.181102,50000,200000,1e+06,500000,736.523,0.0120592,0,11.2955,5.64981,0.29984,33.3372,672.598,0.529413,0.242372,0
21,0,2,1,7,2123.55,2,1,800,0.134373,6.51475,3.32131,17.3736,53.1328,0.151575,50000,200000,1e+06,500000,733.841,0.0103578,0,11.1045,5.69824,0.30487,32.7496,669.108,0.560439,0.300362,0
22,0,2,1,8,2123.55,2,1,800,0.248488,6.72131,3.2918,17.6997,50.6689,0.240157,50000,200000,1e+06,500000,723.598,0.0110268,0,11.1601,5.7481,0.306073,32.582,672.092,0.570957,0.368393,0
23,0,2,1,9,2123.55,2,1,800,0.278554,6.52131,2.76557,18.6974,53.059,0.299213,50000,200000,1e+06,500000,756.367,0.0110674,0,10.8679,5.87207,0.316225,31.612,666.139,0.603141,0.375101,0
24,0,2,1,10,2123.55,2,1,800,0.315472,5.91148,1.83934,20.0939,63.041,0.32874,50000,200000,1e+06,500000,829.49,0.0126,0,10.2085,6.05313,0.323184,29.6753,648.01,0.648191,0.389569,0
25,0,2,1,11,2123.55,2,1,800,0.159874,5.59508,2.11475,19.1267,59.8246,0.0629921,50000,200000,1e+06,500000,803.161,0.00438416,0,10.8898,6.24702,0.337744,30.3857,673.439,0.616991,0.369016,0
26,0,2,1,12,2123.55,2,1,800,0.184554,5.57049,2.2082,18.9251,60.4787,0.122047,50000,200000,1e+06,500000,824.925,0.00634336,0,11.1559,6.33262,0.343267,30.6322,686.435,0.610486,0.362662,0
27,0,2,1,13,2123.55,2,1,800,0.2652,5.58033,0.834426,21.9407,78.1033,0.181102,50000,200000,1e+06,500000,1036.32,0.00688674,0,9.55874,6.20389,0.336347,27.7,628.859,0.707763,0.400413,0
28,0,2,2,0,2104.01,2,1,800,0.0295303,5.7541,4.81639,12.7211,66.7967,0.151575,50000,200000,1e+06,500000,684.669,0.0114686,0,11.6787,5.10968,0.279004,35.2003,657.914,0.41036,0,0
29,0,2,2,1,2104.01,2,1,800,0.0249216,5.85246,4.7377,13.0474,61.718,0.0925197,50000,200000,1e+06,500000,649.649,0.00686232,0,11.7358,5.21029,0.281775,33.7766,649.651,0.420883,0,0
30,0,2,2,2,2104.01,2,1,800,0.1,5.74262,4.55246,13.3644,61.8098,0.122047,50000,200000,1e+06,500000,656.769,0.0085825,0,11.6141,5.29833,0.280182,33.6688,654.701,0.431111,0,0
31,0,2,2,3,2104.01,2,1,800,0.1,5.64098,4.38033,13.6646,58.1443,0.0925197,50000,200000,1e+06,500000,655.975,0.00707938,0,11.6195,5.38492,0.286281,33.0813,655.976,0.440793,0,0
32,0,2,2,4,2104.01,2,1,800,0.1,5.87541,4.09344,14.6746,56.9115,0.122047,50000,200000,1e+06,500000,659.739,0.00834006,0,11.4908,5.46648,0.29214,32.834,658.586,0.473374,0,0
33,0,2,2,5,2104.01,2,1,800,0.1,5.91967,3.91148,15.1948,54.5426,0.122047,50000,200000,1e+06,500000,665.941,0.00895436,0,11.4874,5.57262,0.297797,32.5868,663.14,0.490153,0.22867,0
34,0,2,2,6,2104.01,2,1,800,0.160147,5.83607,3.71475,15.5592,54.9393,0.299213,50000,200000,1e+06,500000,697.464,0.0149547,0,11.4246,5.65117,0.301894,32.9243,669.896,0.501909,0.233165,0
35,0,2,2,7,2104.01,2,1,800,0.1,5.94426,3.40492,16.4466,54.3689,0.122047,50000,200000,1e+06,500000,710.39,0.00942392,0,11.2119,5.70419,0.304742,32.6757,668.002,0.530534,0.243319,0
36,0,2,2,8,2104.01,2,1,800,0.167327,6.05574,2.98852,17.6208,55.3377,0.269685,50000,200000,1e+06,500000,731.492,0.0122332,0,10.8428,5.7482,0.305114,31.9573,659.662,0.568414,0.367075,0
37,0,2,2,9,2104.01,2,1,800,0.2835,5.8459,2.4541,18.6326,58.1361,0.32874,50000,200000,1e+06,500000,756.762,0.0120673,0,10.5478,5.87718,0.313572,30.8622,652.082,0.601052,0.37706,0
38,0,2,2,10,2104.01,2,1,800,0.293895,5.53279,1.42295,20.5874,67.8098,0.21063,50000,200000,1e+06,500000,842.341,0.00793827,0,9.73443,5.99273,0.32282,28.807,628.537,0.664109,0.396864,0
39,0,2,2,11,2104.01,2,1,800,0.209353,5.4082,1.7,19.8654,63.7016,0.0629921,50000,200000,1e+06,500000,788.831,0.00361215,0,10.4225,6.18091,0.339577,29.5527,652.475,0.64082,0.379248,0
40,0,2,2,12,2104.01,2,1,800,0.1,5.38525,1.8918,19.4182,63.5426,0.0629921,50000,200000,1e+06,500000,807.518,0.0043573,0,10.8351,6.28619,0.347258,30.0171,670.617,0.626393,0.368976,0
41,0,2,2,13,2104.01,2,1,800,0.156032,5.58689,1.72623,20.0515,78.859,0.0629921,50000,200000,1e+06,500000,998.452,0.00385357,0,10.5071,6.20847,0.338014,29.53,667.79,0.646822,0.375513,0
42,0,2,3,0,2084.32,2,1,300,0.00524451,5.83771,4.8082,12.8566,62.8918,0.122047,50000,200000,1e+06,500000,660.092,0.00867254,0,11.4936,5.01005,0.272234,36.0045,606.99,0.414728,0,0
43,0,2,3,1,2084.32,2,1,800,0.1,5.83771,4.61639,13.3356,61.1492,0.122047,50000,200000,1e+06,500000,648.316,0.00870909,0,11.4801,5.14809,0.27579,33.7769,647.525,0.43018,0,0
44,0,2,3,2,2084.32,2,1,800,0.1,5.83771,4.24262,14.2515,62.2754,0.151575,50000,200000,1e+06,500000,671.956,0.00861876,0,11.2689,5.25913,0.279219,33.5874,647.557,0.459725,0,0
45,0,2,3,3,2084.32,2,1,800,0.0926935,5.43279,4.05902,14.1943,58.3197,0.122047,50000,200000,1e+06,500000,649.649,0.00874594,0,11.2149,5.33127,0.283746,32.7435,643.462,0.457879,0,0
46,0,2,3,4,2084.32,2,1,800,0.0745459,5.58197,3.87869,14.8328,55.1066,0.0629921,50000,200000,1e+06,500000,628.197,0.00539265,0,11.1973,5.41864,0.289244,31.4285,628.203,0.478477,0,0
47,0,2,3,5,2084.32,2,1,800,0.1,5.72459,3.70164,15.4626,52.7344,0.151575,50000,200000,1e+06,500000,622.951,0.00851864,0,11.2589,5.52808,0.299231,30.5691,622.961,0.498794,0.232464,0
48,0,2,3,6,2084.32,2,1,800,0.140104,5.65082,3.71148,15.3328,51.9492,0.151575,50000,200000,1e+06,500000,643.249,0.00976662,0,11.3689,5.61697,0.299248,31.2484,643.255,0.494606,0.232233,0
49,0,2,3,7,2084.32,2,1,800,0.1,5.56393,3.5918,15.5136,51.3607,0.122047,50000,200000,1e+06,500000,653.741,0.00869077,0,11.3995,5.67357,0.307555,31.5022,653.745,0.500439,0.231564,0
50,0,2,3,8,2084.32,2,1,800,0.1,5.66721,3.36066,16.2159,51.1787,0.151575,50000,200000,1e+06,500000,664.762,0.0103788,0,11.2299,5.72752,0.307146,31.7368,662.53,0.523094,0.239492,0
51,0,2,3,9,2084.32,2,1,800,0.1,5.6459,2.93279,17.2318,54.8508,0.0925197,50000,200000,1e+06,500000,683.59,0.00786085,0,10.9673,5.83731,0.310867,31.4263,657.85,0.555865,0.299112,0
52,0,2,3,10,2084.32,2,1,800,0.1,5.43115,2.00656,19.1551,63.6803,0.0925197,50000,200000,1e+06,500000,771.274,0.00683239,0,10.2616,5.94365,0.320769,29.9804,641.779,0.617906,0.380304,0
53,0,2,3,11,2084.32,2,1,800,0.12751,5.32295,1.49508,20.2061,68.6328,0.122047,50000,200000,1e+06,500000,817.289,0.00660699,0,10.0762,6.07304,0.337394,29.1151,639.514,0.651809,0.385174,0
54,0,2,3,12,2084.32,2,1,800,0.132655,5.20492,1.20328,20.6949,72.7082,0.0629921,50000,200000,1e+06,500000,893.88,0.00425419,0,9.84604,6.11576,0.338452,28.521,636.616,0.667578,0.392574,0
55,0,2,3,13,2084.32,2,1,800,0.210951,5.50328,1.60984,20.1708,74.8852,0.0629921,50000,200000,1e+06,500000,938.93,0.00343753,0,10.2626,6.1443,0.334607,29.2665,655.314,0.650672,0.382575,0
56,0,2,4,0,2064.45,2,1,800,0.1,5.71639,4.29508,13.9792,69.8082,0.122047,50000,200000,1e+06,500000,744.026,0.00749335,0,10.8224,4.88129,0.269886,34.7707,639.085,0.450941,0,0
57,0,2,4,1,2064.45,2,1,800,0.1,5.62787,3.9082,14.8333,69.6459,0.122047,50000,200000,1e+06,500000,753.661,0.00781939,0,10.5801,4.98184,0.27332,33.8576,633.702,0.478493,0,0
