GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,8.29989e+10
0,1,2.55184e+11
1,0,1.10301e+11
1,1,3.24868e+11
2,0,1.24611e+11
2,1,3.78929e+11
3,0,2.35192e+11
3,1,5.57805e+11
4,0,2.6929e+11
4,1,5.61469e+11
5,0,4.27741e+11
5,1,1.32316e+12
6,0,3.18905e+11
6,1,6.84404e+11
7,0,3.61757e+11
7,1,7.85599e+11
8,0,3.10397e+11
8,1,7.53265e+11
9,0,3.50011e+11
9,1,8.1707e+11
10,0,4.51985e+11
10,1,1.35656e+12
11,0,2.99095e+11
11,1,8.24598e+11
12,0,3.22005e+11
12,1,9.15628e+11
13,0,3.57537e+11
13,1,8.17723e+11
14,0,9.89963e+10
14,1,2.9358e+11
15,0,8.93025e+10
15,1,2.94042e+11
16,0,6.11288e+10
16,1,2.58143e+11
17,0,1.40895e+11
17,1,3.77619e+11
18,0,1.63835e+11
18,1,4.53699e+11
19,0,9.97892e+10
19,1,3.01546e+11
20,0,1.33033e+11
20,1,2.92791e+11
21,0,2.13213e+11
21,1,5.16121e+11
22,0,3.35974e+11
22,1,9.499e+11
23,0,3.18506e+11
23,1,6.9554e+11
24,0,3.91827e+11
24,1,9.42574e+11
25,0,2.8268e+11
25,1,8.2667e+11
26,0,2.58557e+11
26,1,5.72632e+11
27,0,3.26454e+11
27,1,6.94512e+11
28,0,3.0954e+10
28,1,1.7241e+11
29,0,2.62573e+10
29,1,1.60882e+11
30,0,1.38252e+11
30,1,4.03545e+11
31,0,1.02152e+11
31,1,3.4648e+11
32,0,9.83307e+10
32,1,3.43055e+11
33,0,1.53383e+11
33,1,4.09328e+11
34,0,2.42459e+11
34,1,7.13722e+11
35,0,1.13869e+11
35,1,2.97699e+11
36,0,2.6447e+11
36,1,7.89515e+11
37,0,3.34981e+11
37,1,7.69361e+11
38,0,3.51703e+11
38,1,7.68427e+11
39,0,3.21391e+11
39,1,9.08175e+11
40,0,1.03851e+11
40,1,2.73291e+11
41,0,2.77018e+11
41,1,7.16634e+11
42,0,5.4733e+09
42,1,3.81373e+10
43,0,9.96461e+10
43,1,3.8224e+11
44,0,1.24719e+11
44,1,3.88976e+11
45,0,9.02632e+10
45,1,3.10647e+11
46,0,7.39826e+10
46,1,2.2961e+11
47,0,1.48806e+11
47,1,4.66622e+11
48,0,2.05639e+11
48,1,5.05577e+11
49,0,9.36862e+10
49,1,2.73153e+11
50,0,9.88534e+10
50,1,3.3293e+11
51,0,1.00742e+11
51,1,3.15627e+11
52,0,1.78806e+11
52,1,4.7389e+11
53,0,2.09644e+11
53,1,4.98457e+11
54,0,2.29307e+11
54,1,5.50847e+11
55,0,3.24586e+11
55,1,8.47995e+11
56,0,1.6211e+11
56,1,4.54961e+11
57,0,1.71978e+11
57,1,5.06725e+11
58,0,9.49778e+10
58,1,2.63976e+11
59,0,1.02409e+11
59,1,3.79279e+11
60,0,9.12101e+09
60,1,6.18986e+10
61,0,4.48691e+10
61,1,2.21307e+11
62,0,4.83977e+10
62,1,1.98672e+11
63,0,9.10451e+10
63,1,2.59864e+11
64,0,2.24674e+10
64,1,1.2924e+11
65,0,9.25337e+10
65,1,2.61121e+11
66,0,9.43923e+10
66,1,2.711e+11
67,0,1.84063e+11
67,1,5.46875e+11
68,0,2.47567e+11
68,1,6.12226e+11
69,0,3.06884e+11
69,1,8.07113e+11
70,0,3.47626e+11
70,1,9.50824e+11
71,0,1.90737e+11
71,1,4.41856e+11
72,0,2.28509e+11
72,1,6.26089e+11
73,0,1.02596e+11
73,1,3.58376e+11
74,0,9.18404e+10
74,1,2.64994e+11
75,0,0.392063
75,1,3.91615e+08
76,0,2.04189e+10
76,1,1.24649e+11
77,0,9.43571e+10
77,1,3.37675e+11
78,0,8.48648e+10
78,1,3.01896e+11
79,0,8.58153e+10
79,1,2.41404e+11
80,0,8.45618e+10
80,1,2.4398e+11
81,0,9.77958e+10
81,1,2.49213e+11
82,0,1.47816e+11
82,1,3.99675e+11
83,0,1.67592e+11
83,1,4.55597e+11
