GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,2.68673e+10
0,1,2.16706e+11
1,0,3.37784e+10
1,1,1.78723e+11
2,0,3.79387e+10
2,1,2.71849e+11
3,0,8.48286e+10
3,1,5.58795e+11
4,0,9.68367e+10
4,1,3.66561e+11
5,0,1.18583e+11
5,1,8.19172e+11
6,0,9.2994e+10
6,1,3.23802e+11
7,0,9.94607e+10
7,1,3.46272e+11
8,0,8.08403e+10
8,1,3.53692e+11
9,0,1.0202e+11
9,1,4.26728e+11
10,0,1.27448e+11
10,1,9.23844e+11
11,0,6.61158e+10
11,1,4.43708e+11
12,0,8.14471e+10
12,1,5.03829e+11
13,0,6.40429e+10
13,1,2.37374e+11
14,0,2.93083e+10
14,1,1.78265e+11
15,0,2.85048e+10
15,1,1.99947e+11
16,0,1.77419e+10
16,1,1.97158e+11
17,0,4.23468e+10
17,1,2.30907e+11
18,0,4.91723e+10
18,1,2.73905e+11
19,0,2.90037e+10
19,1,1.88686e+11
20,0,4.71562e+10
20,1,2.52292e+11
21,0,6.30311e+10
21,1,2.73567e+11
22,0,1.03332e+11
22,1,5.67052e+11
23,0,1.01167e+11
23,1,3.53083e+11
24,0,1.29315e+11
24,1,6.97467e+11
25,0,6.71468e+10
25,1,2.96866e+11
26,0,7.32223e+10
26,1,2.58154e+11
27,0,8.46937e+10
27,1,2.86727e+11
28,0,1.03409e+10
28,1,1.52123e+11
29,0,7.59576e+09
29,1,1.29312e+11
30,0,4.19476e+10
30,1,3.07802e+11
31,0,2.74902e+10
31,1,1.78052e+11
32,0,2.91877e+10
32,1,2.38288e+11
33,0,4.43914e+10
33,1,2.18738e+11
34,0,7.92598e+10
34,1,5.09888e+11
35,0,3.57306e+10
35,1,1.97234e+11
36,0,7.65242e+10
36,1,4.11545e+11
37,0,1.08466e+11
37,1,4.90405e+11
38,0,1.14953e+11
38,1,4.81385e+11
39,0,8.37705e+10
39,1,4.07948e+11
40,0,3.07135e+10
40,1,1.92232e+11
41,0,6.85304e+10
41,1,3.3529e+11
42,0,1.68421e+09
42,1,3.15832e+10
43,0,2.91356e+10
43,1,2.85023e+11
44,0,3.47739e+10
44,1,1.97279e+11
45,0,2.86438e+10
45,1,2.76286e+11
46,0,2.24415e+10
46,1,1.37343e+11
47,0,4.52519e+10
47,1,3.62204e+11
48,0,6.16596e+10
48,1,2.94539e+11
49,0,2.59386e+10
49,1,1.58383e+11
50,0,2.69767e+10
50,1,1.62909e+11
51,0,2.85817e+10
51,1,2.14778e+11
52,0,5.26442e+10
52,1,2.8106e+11
53,0,5.52628e+10
53,1,2.20703e+11
54,0,6.46094e+10
54,1,3.20568e+11
55,0,7.79806e+10
55,1,3.28798e+11
56,0,4.61623e+10
56,1,2.45913e+11
57,0,4.33278e+10
57,1,1.86802e+11
58,0,2.89432e+10
58,1,1.9645e+11
59,0,3.01899e+10
59,1,2.78114e+11
60,0,2.83505e+09
60,1,5.02908e+10
61,0,1.14879e+10
61,1,1.57129e+11
62,0,1.29351e+10
62,1,1.3747e+11
63,0,2.73497e+10
63,1,1.61577e+11
64,0,6.4518e+09
64,1,1.08662e+11
65,0,2.89874e+10
65,1,1.65646e+11
66,0,2.8634e+10
66,1,2.05171e+11
67,0,5.18052e+10
67,1,3.82356e+11
68,0,7.44778e+10
68,1,4.39205e+11
69,0,7.39042e+10
69,1,2.89082e+11
70,0,8.84691e+10
70,1,3.49607e+11
71,0,5.49401e+10
71,1,2.52345e+11
72,0,6.21945e+10
72,1,3.39306e+11
73,0,2.90111e+10
73,1,2.79897e+11
74,0,2.79214e+10
74,1,1.87185e+11
75,0,0.412332
75,1,4.73497e+08
76,0,5.56319e+09
76,1,9.49242e+10
77,0,2.69115e+10
77,1,2.44176e+11
78,0,2.38313e+10
78,1,1.72853e+11
79,0,2.51078e+10
79,1,1.40198e+11
80,0,2.21994e+10
80,1,1.19479e+11
81,0,2.73661e+10
81,1,1.32631e+11
82,0,4.21324e+10
82,1,2.44507e+11
83,0,4.62651e+10
83,1,2.2019e+11
