0,0,139498000000
0,1,642679000000
1,0,210036000000
1,1,1006830000000
2,0,204921000000
2,1,1135640000000
3,0,333726000000
3,1,1982270000000
4,0,403965000000
4,1,2782870000000
5,0,230109000000
5,1,765998000000
6,0,443224000000
6,1,3364480000000
7,0,369971000000
7,1,2181760000000
8,0,252111000000
8,1,1232160000000
9,0,419715000000
9,1,2794870000000
10,0,455700000000
10,1,3254190000000
11,0,390943000000
11,1,2771590000000
12,0,295590000000
12,1,1551130000000
13,0,312892000000
13,1,1271370000000
14,0,285843000000
14,1,1967290000000
15,0,111803000000
15,1,653223000000
16,0,166913000000
16,1,983326000000
17,0,151938000000
17,1,734194000000
18,0,302463000000
18,1,2082000000000
19,0,240878000000
19,1,1321780000000
20,0,272977000000
20,1,1651380000000
21,0,328690000000
21,1,2118920000000
22,0,282890000000
22,1,1519260000000
23,0,339437000000
23,1,1740620000000
24,0,356898000000
24,1,1758800000000
25,0,279195000000
25,1,1488780000000
26,0,247554000000
26,1,882455000000
27,0,414326000000
27,1,2655290000000
28,0,94976300000
28,1,461911000000
29,0,63645600000
29,1,390118000000
30,0,256624000000
30,1,1564290000000
31,0,184871000000
31,1,981803000000
32,0,168553000000
32,1,926231000000
33,0,235155000000
33,1,1178740000000
34,0,329263000000
34,1,2112080000000
35,0,296204000000
35,1,1779950000000
36,0,273401000000
36,1,1370360000000
37,0,412553000000
37,1,2932730000000
38,0,379068000000
38,1,2143520000000
39,0,339934000000
39,1,1989090000000
40,0,234636000000
40,1,1305930000000
41,0,323966000000
41,1,2057670000000
42,0,112756000000
42,1,678670000000
43,0,164341000000
43,1,883744000000
44,0,230866000000
44,1,1193600000000
45,0,142554000000
45,1,865396000000
46,0,132146000000
46,1,748890000000
47,0,214056000000
47,1,1190360000000
48,0,312954000000
48,1,2068240000000
49,0,166349000000
49,1,861503000000
50,0,140775000000
50,1,708068000000
51,0,208328000000
51,1,1112810000000
52,0,159640000000
52,1,724720000000
53,0,323506000000
53,1,1935250000000
54,0,264424000000
54,1,1244430000000
55,0,365782000000
55,1,2182840000000
56,0,303417000000
56,1,1640920000000
57,0,322787000000
57,1,1833870000000
58,0,174663000000
58,1,898911000000
59,0,148800000000
59,1,745012000000
60,0,107798000000
60,1,679487000000
61,0,60874700000
61,1,315641000000
62,0,84901200000
62,1,363991000000
63,0,169751000000
63,1,1086510000000
64,0,90947800000
64,1,584556000000
65,0,146052000000
65,1,784208000000
66,0,236387000000
66,1,1531970000000
67,0,283963000000
67,1,1844020000000
68,0,317262000000
68,1,1586570000000
69,0,323587000000
69,1,1852470000000
70,0,366576000000
70,1,1732220000000
71,0,304274000000
71,1,1667230000000
72,0,283282000000
72,1,1486110000000
73,0,242242000000
73,1,1371480000000
74,0,98745900000
74,1,390310000000
75,0,43161200000
75,1,233371000000
76,0,57568600000
76,1,329202000000
77,0,151037000000
77,1,818217000000
78,0,106459000000
78,1,549856000000
79,0,132608000000
79,1,854669000000
80,0,138300000000
80,1,784795000000
81,0,201905000000
81,1,1081680000000
82,0,313024000000
82,1,1763010000000
83,0,304521000000
83,1,1844610000000
