Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
11551.2,1,1000,H,Endo,1.519e+08
11551.2,1,10000,H,Endo,5.6144e+08
11551.2,1,1000,O,Ecto,128962
11551.2,1,10000,O,Ecto,18034.2
11551.2,1,1000,O,Endo,396795
11551.2,1,10000,O,Endo,6.98603e+06
11551.2,1,1000,C,Ecto,2.03302e+06
11551.2,1,10000,C,Ecto,1.07054e+07
11551.2,1,10000,C,Endo,1.50009e+09
30291.5,1,100,H,Ecto,5444.66
30291.5,1,100,H,Endo,13640.1
30291.5,1,1000,H,Endo,4.0332e+06
30291.5,1,10000,H,Endo,2.87515e+06
30291.5,1,100,O,Ecto,252.425
30291.5,1,1000,O,Ecto,39856.2
30291.5,1,10000,O,Ecto,2058.29
30291.5,1,1000,O,Endo,6.22541e+06
30291.5,1,10000,O,Endo,541569
30291.5,1,100,C,Ecto,12.0528
30291.5,1,1000,C,Ecto,1.24211e+07
30291.5,1,10000,C,Ecto,2.38663e+06
30291.5,1,10000,C,Endo,3.91564e+08
12784.4,1,100,H,Endo,4676.36
12784.4,1,1000,H,Endo,7.92765e+07
12784.4,1,10000,H,Endo,2.95692e+08
12784.4,1,1000,O,Ecto,1.65267e+06
12784.4,1,10000,O,Ecto,3460.68
12784.4,1,1000,O,Endo,5.57516e+07
12784.4,1,10000,O,Endo,9.78867e+06
12784.4,1,1000,C,Ecto,5.87785e+08
12784.4,1,10000,C,Ecto,2.04594e+07
12784.4,1,10000,C,Endo,1.01195e+09
28863.4,1,100,H,Ecto,1.82093e+06
28863.4,1,100,H,Endo,2.68448e+07
28863.4,1,1000,H,Endo,7.57846e+06
28863.4,1,10000,H,Endo,86749.2
28863.4,1,100,O,Ecto,1.25118e+06
28863.4,1,1000,O,Ecto,68058.3
28863.4,1,10000,O,Ecto,39058.8
28863.4,1,100,O,Endo,35303
28863.4,1,1000,O,Endo,2.14721e+07
28863.4,1,10000,O,Endo,365750
28863.4,1,100,C,Ecto,8865.88
28863.4,1,1000,C,Ecto,5.69747e+06
28863.4,1,10000,C,Ecto,599179
28863.4,1,10000,C,Endo,3.05611e+08
12384,1,100,H,Ecto,8.60053e+07
12384,1,100,H,Endo,2.89401e+08
12384,1,1000,H,Endo,1.23378e+08
12384,1,10000,H,Endo,3.21572e+06
12384,1,100,O,Ecto,2.87666e+07
12384,1,1000,O,Ecto,2.59825e+07
12384,1,10000,O,Ecto,214195
12384,1,100,O,Endo,4.76114e+06
12384,1,1000,O,Endo,1.29562e+08
12384,1,10000,O,Endo,38148.5
12384,1,100,C,Ecto,8231.96
12384,1,1000,C,Ecto,1.59736e+08
12384,1,10000,C,Ecto,816340
12384,1,10000,C,Endo,4.97205e+09
11844.8,1,10,H,Ecto,5.07708e+06
11844.8,1,100,H,Ecto,2.19873e+08
11844.8,1,10,H,Endo,3.15027e+07
11844.8,1,100,H,Endo,1.23292e+09
11844.8,1,1000,H,Endo,2.01189e+08
11844.8,1,10000,H,Endo,4.57973e+06
11844.8,1,10,O,Ecto,8.05269e+06
11844.8,1,100,O,Ecto,4.57322e+07
11844.8,1,1000,O,Ecto,8.66114e+06
11844.8,1,10000,O,Ecto,239.472
11844.8,1,100,O,Endo,6.58601e+09
11844.8,1,1000,O,Endo,4.15975e+06
11844.8,1,100,C,Ecto,812240
11844.8,1,1000,C,Ecto,9.66171e+07
11844.8,1,10000,C,Endo,5.81994e+06
29466.1,1,10,H,Ecto,116516
29466.1,1,100,H,Ecto,1.65547e+07
29466.1,1,10,H,Endo,2.65058e+06
29466.1,1,100,H,Endo,1.12202e+08
29466.1,1,1000,H,Endo,1.59191e+07
