Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
12563.6,1,1000,H,Endo,117.102
12563.6,1,10000,H,Endo,19805.9
12563.6,1,1000,O,Ecto,108.809
12563.6,1,10000,O,Ecto,11.4035
12563.6,1,1000,O,Endo,1624.4
12563.6,1,10000,O,Endo,4039.6
12563.6,1,1000,C,Ecto,1869.79
12563.6,1,10000,C,Ecto,178.338
12563.6,1,10000,C,Endo,5.09508e+06
11551.2,1,1000,H,Endo,1.42237e+08
11551.2,1,10000,H,Endo,2.86719e+09
11551.2,1,1000,O,Ecto,2.81757e+07
11551.2,1,10000,O,Ecto,4.06654e+06
11551.2,1,1000,O,Endo,6.83016e+08
11551.2,1,10000,O,Endo,7.82176e+08
11551.2,1,1000,C,Ecto,4.32876e+08
11551.2,1,10000,C,Ecto,3.81108e+07
11551.2,1,10000,C,Endo,7.79861e+09
12563.6,1,1000,H,Endo,6825.77
12563.6,1,10000,H,Endo,318616
12563.6,1,1000,O,Ecto,2526.17
12563.6,1,10000,O,Ecto,306.25
12563.6,1,1000,O,Endo,91404.8
12563.6,1,10000,O,Endo,88774.4
12563.6,1,1000,C,Ecto,26908.9
12563.6,1,10000,C,Ecto,3465.13
12563.6,1,10000,C,Endo,9.65743e+07
30291.5,1,100,H,Ecto,43.7983
30291.5,1,100,H,Endo,7.40982e+08
30291.5,1,1000,H,Endo,3.24917e+08
30291.5,1,10000,H,Endo,3.03609e+08
30291.5,1,100,O,Ecto,107028
30291.5,1,1000,O,Ecto,2.41921e+07
30291.5,1,10000,O,Ecto,2640.73
30291.5,1,1000,O,Endo,6.60635e+08
30291.5,1,10000,O,Endo,1.47075e+09
30291.5,1,100,C,Ecto,210.675
30291.5,1,1000,C,Ecto,2.13725e+08
30291.5,1,10000,C,Ecto,632291
30291.5,1,10000,C,Endo,3.93241e+09
13270.7,1,1000,H,Endo,56537.8
13270.7,1,10000,H,Endo,4.04270e+06
13270.7,1,1000,O,Ecto,20439.1
13270.7,1,10000,O,Ecto,3289.07
13270.7,1,1000,O,Endo,843979
13270.7,1,10000,O,Endo,1.05337e+06
13270.7,1,1000,C,Ecto,224898
13270.7,1,10000,C,Ecto,41866.1
13270.7,1,10000,C,Endo,1.07703e+09
40496.1,1,1000,H,Ecto,4268.15
40496.1,1,1000,H,Endo,4.12566e+07
40496.1,1,10000,H,Endo,1.04729e+06
40496.1,1,100000,H,Endo,8383.1
40496.1,1,100,O,Ecto,2081.25
40496.1,1,1000,O,Endo,1.14171e+07
40496.1,1,10000,O,Endo,2586.37
40496.1,1,1000,C,Ecto,2.42277e+06
40496.1,1,10000,C,Ecto,51757.3
40496.1,1,10000,C,Endo,43708.9
2008.3,2,10,H,Ecto,17.2956
2008.3,2,100,H,Ecto,11813.1
2008.3,2,1000,H,Ecto,112.369
2008.3,2,10,H,Endo,41.6396
2008.3,2,100,H,Endo,381.733
2008.3,2,1000,H,Endo,0.221166
2008.3,2,10,O,Ecto,10.5911
2008.3,2,100,O,Ecto,1560.7
2008.3,2,1000,O,Ecto,5966.14
2008.3,2,100,O,Endo,324862
2008.3,2,1000,O,Endo,3070.74
2008.3,2,100,C,Ecto,660.843
2008.3,2,1000,C,Ecto,8305.17
2008.3,2,10000,C,Ecto,0.00622696
247.122,2,10,H,Ecto,2.89174
247.122,2,100,H,Ecto,25.3636
247.122,2,10,H,Endo,0.0286706
247.122,2,100,H,Endo,0.047983
247.122,2,10,O,Ecto,3.10408
247.122,2,100,O,Ecto,73.8585
247.122,2,1000,O,Ecto,1.33615
247.122,2,100,O,Endo,0.00231122
247.122,2,1000,O,Endo,0.0150165
247.122,2,100,C,Ecto,45.012
247.122,2,1000,C,Ecto,56.7541
31800,2,100,H,Ecto,0.0246517
31800,2,100,H,Endo,423089
31800,2,1000,H,Endo,141249
31800,2,10000,H,Endo,106950
31800,2,100,O,Ecto,60.1979
31800,2,1000,O,Ecto,7561.34
31800,2,10000,O,Ecto,0.482936
31800,2,1000,O,Endo,345524
31800,2,10000,O,Endo,891666
31800,2,100,C,Ecto,0.238057
31800,2,1000,C,Ecto,67430.4
31800,2,10000,C,Ecto,578.353
31800,2,10000,C,Endo,801700
9788.87,2,100,H,Ecto,698.751
9788.87,2,1000,H,Ecto,2611.13
9788.87,2,100,H,Endo,424502
9788.87,2,1000,H,Endo,9177.91
9788.87,2,10000,H,Endo,102.342
9788.87,2,100,O,Ecto,139.225
9788.87,2,1000,O,Ecto,3494.89
9788.87,2,100,O,Endo,204109
9788.87,2,1000,O,Endo,120895
9788.87,2,10000,O,Endo,38167.7
9788.87,2,100,C,Ecto,8.98752
9788.87,2,1000,C,Ecto,861.814
9788.87,2,10000,C,Ecto,225.463
16839.5,2,100,H,Ecto,68.9455
16839.5,2,1000,H,Ecto,572.748
16839.5,2,100,H,Endo,286525
16839.5,2,1000,H,Endo,18197.4
16839.5,2,10000,H,Endo,1971.97
16839.5,2,100,O,Ecto,106.616
16839.5,2,1000,O,Ecto,124.988
16839.5,2,1000,O,Endo,239652
16839.5,2,10000,O,Endo,136473
16839.5,2,100,C,Ecto,0.455362
16839.5,2,1000,C,Ecto,1824.06
16839.5,2,10000,C,Ecto,69.7271
16839.5,2,10000,C,Endo,831.794
3924.46,2,10,H,Ecto,6.04911
3924.46,2,100,H,Ecto,28734.7
3924.46,2,1000,H,Ecto,4767.56
3924.46,2,10,H,Endo,11.5643
3924.46,2,100,H,Endo,30522.9
3924.46,2,1000,H,Endo,106.689
3924.46,2,10,O,Ecto,5.72008
3924.46,2,100,O,Ecto,1065.17
3924.46,2,1000,O,Ecto,59806.5
3924.46,2,100,O,Endo,4.26134e+06
3924.46,2,1000,O,Endo,448848
3924.46,2,10000,O,Endo,32.2082
3924.46,2,100,C,Ecto,1319.39
3924.46,2,1000,C,Ecto,9494.33
3924.46,2,10000,C,Ecto,8.19175
255.861,2,10,H,Ecto,2.10445e+06
255.861,2,100,H,Ecto,3.83362e+07
255.861,2,10,H,Endo,24303.7
255.861,2,100,H,Endo,72300.7
255.861,2,10,O,Ecto,2.13099e+06
255.861,2,100,O,Ecto,8.49948e+07
255.861,2,1000,O,Ecto,1.75287e+06
255.861,2,100,O,Endo,286.8
255.861,2,100,C,Ecto,4.56234e+07
255.861,2,1000,C,Ecto,5.98705e+07
12969.4,2,100,H,Ecto,3376.33
12969.4,2,1000,H,Ecto,14590.4
12969.4,2,100,H,Endo,2.81761e+06
12969.4,2,1000,H,Endo,89598
12969.4,2,10000,H,Endo,1890.71
12969.4,2,100,O,Ecto,2074.23
12969.4,2,1000,O,Ecto,17057.7
12969.4,2,100,O,Endo,998599
12969.4,2,1000,O,Endo,1.44873e+06
12969.4,2,10000,O,Endo,870575
12969.4,2,100,C,Ecto,55.3542
12969.4,2,1000,C,Ecto,6368.67
12969.4,2,10000,C,Ecto,455.232
247.642,2,10,H,Ecto,644842
247.642,2,100,H,Ecto,7.1012e+06
247.642,2,10,H,Endo,5351.04
247.642,2,100,H,Endo,15391.1
247.642,2,10,O,Ecto,903952
247.642,2,100,O,Ecto,2.16815e+07
247.642,2,1000,O,Ecto,380931
247.642,2,100,O,Endo,57.619
247.642,2,100,C,Ecto,1.24982e+07
247.642,2,1000,C,Ecto,1.38041e+07
2040.29,2,10,H,Ecto,105248
2040.29,2,100,H,Ecto,1.58647e+06
2040.29,2,10,H,Endo,602.156
2040.29,2,100,H,Endo,1340.44
2040.29,2,10,O,Ecto,196865
2040.29,2,100,O,Ecto,4.01867e+06
2040.29,2,1000,O,Ecto,40144.8
2040.29,2,100,C,Ecto,3.41092e+06
