Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
11551.2,1,1000,H,Endo,7.5821e+06
11551.2,1,10000,H,Endo,1.00272e+08
11551.2,1,1000,O,Ecto,29155.2
11551.2,1,10000,O,Ecto,5992.65
11551.2,1,1000,O,Endo,263334
11551.2,1,10000,O,Endo,1.25308e+06
11551.2,1,1000,C,Ecto,1.26219e+07
11551.2,1,10000,C,Ecto,1.15053e+07
11551.2,1,10000,C,Endo,1.49853e+09
30291.5,1,100,H,Ecto,839.206
30291.5,1,100,H,Endo,79.983
30291.5,1,1000,H,Endo,1.04457e+07
30291.5,1,10000,H,Endo,397544
30291.5,1,100,O,Ecto,102.353
30291.5,1,1000,O,Ecto,32502.4
30291.5,1,10000,O,Ecto,7819.68
30291.5,1,1000,O,Endo,4.29091e+06
30291.5,1,10000,O,Endo,578337
30291.5,1,100,C,Ecto,0.557817
30291.5,1,1000,C,Ecto,1.25197e+07
30291.5,1,10000,C,Ecto,4.70227e+06
30291.5,1,10000,C,Endo,2.27019e+08
28863.4,1,100,H,Ecto,329244
28863.4,1,100,H,Endo,1.00112e+06
28863.4,1,1000,H,Endo,9.4968e+06
28863.4,1,10000,H,Endo,93030.2
28863.4,1,100,O,Ecto,43981.7
28863.4,1,1000,O,Ecto,170784
28863.4,1,10000,O,Ecto,15627.9
28863.4,1,1000,O,Endo,1.01888e+07
28863.4,1,10000,O,Endo,310071
28863.4,1,100,C,Ecto,119.285
28863.4,1,1000,C,Ecto,2.10823e+07
28863.4,1,10000,C,Ecto,2.17315e+06
28863.4,1,10000,C,Endo,5.40761e+08
12384,1,100,H,Ecto,5.02866e+07
12384,1,100,H,Endo,8.02655e+08
12384,1,1000,H,Endo,1.0173e+09
12384,1,10000,H,Endo,3.56717e+07
12384,1,100,O,Ecto,1.03708e+07
12384,1,1000,O,Ecto,2.82472e+07
12384,1,10000,O,Ecto,1.08375e+06
12384,1,100,O,Endo,1.04921e+07
12384,1,1000,O,Endo,2.77793e+08
12384,1,10000,O,Endo,1.99874e+06
12384,1,100,C,Ecto,606.396
12384,1,1000,C,Ecto,8.56244e+08
12384,1,10000,C,Ecto,3.93184e+07
12384,1,10000,C,Endo,2.45469e+09
11844.8,1,100,H,Ecto,1.57778e+08
11844.8,1,100,H,Endo,6.29974e+08
11844.8,1,1000,H,Endo,8.00606e+08
11844.8,1,10000,H,Endo,137618
11844.8,1,100,O,Ecto,5.5836e+07
11844.8,1,1000,O,Ecto,7.34414e+07
11844.8,1,10000,O,Ecto,318646
11844.8,1,100,O,Endo,1.3449e+08
11844.8,1,1000,O,Endo,1.61637e+08
11844.8,1,10000,O,Endo,54899.7
11844.8,1,100,C,Ecto,12919.3
11844.8,1,1000,C,Ecto,8.4541e+08
11844.8,1,10000,C,Ecto,627212
11844.8,1,10000,C,Endo,1.02678e+09
29466.1,1,100,H,Ecto,1.65837e+07
29466.1,1,10,H,Endo,227.926
29466.1,1,100,H,Endo,3.13573e+07
29466.1,1,1000,H,Endo,2.26746e+07
29466.1,1,10000,H,Endo,56632.7
29466.1,1,100,O,Ecto,2.70782e+06
29466.1,1,1000,O,Ecto,1.97332e+06
29466.1,1,10000,O,Ecto,2959.95
29466.1,1,100,O,Endo,2.38148e+07
