FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,1.29598e+08,1.62551e+08
0,10,100,5.77386e+08,1.61739e+09
0,100,1000,2.34589e+07,3.07085e+08
0,1000,10000,42152.9,1.12032e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,4.98673e+06,6.39105e+06
2,10,100,6.32238e+07,2.29169e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,2.13453e+09,2.05078e+06
3,0.01,0.1,4.05117e+09,6.62689e+06
3,0.1,1,4.52623e+07,3.23363e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.55167e+06,168119
4,0.1,1,2.03313e+07,1.48704e+06
4,1,10,585584,1.16214e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.46359e+08,247957
5,0.01,0.1,4.91358e+09,4.72996e+06
5,0.1,1,5.70678e+07,3.83095e+06
5,1,10,1.57032e+06,1.4256e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.27863e+09,3.08897e+07
6,0.1,1,6.13449e+09,2.11668e+08
6,1,10,1.79811e+09,3.30764e+08
6,10,100,5.50003e+07,6.32495e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.30997e+07,570602
7,0.1,1,2.90064e+08,2.93495e+07
7,1,10,6.68697e+08,1.98292e+08
7,10,100,1.14662e+08,1.64605e+08
7,100,1000,2.57857e+06,1.23394e+07
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.26891e+09,2.10992e+07
8,0.1,1,2.77323e+09,1.49108e+08
8,1,10,9.51213e+08,2.29232e+08
8,10,100,9.19179e+06,1.09243e+07
8,100,1000,0,0
8,1000,10000,0,0
