FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,1.25751e+08,1.79255e+08
0,10,100,5.61353e+08,1.70151e+09
0,100,1000,2.25811e+07,3.21609e+08
0,1000,10000,40865.1,1.17487e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,4.43931e+06,7.67907e+06
2,10,100,6.15998e+07,2.42904e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,2.00529e+09,1.82313e+06
3,0.01,0.1,3.83213e+09,6.10583e+06
3,0.1,1,3.95172e+07,2.87824e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.28912e+06,145381
4,0.1,1,1.91597e+07,1.38779e+06
4,1,10,505389,1.00028e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.33397e+08,225504
5,0.01,0.1,4.6313e+09,4.31642e+06
5,0.1,1,5.06108e+07,3.64026e+06
5,1,10,1.34177e+06,1.21587e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.05502e+09,2.74049e+07
6,0.1,1,5.66459e+09,1.88653e+08
6,1,10,1.66289e+09,2.99069e+08
6,10,100,5.36901e+07,5.85635e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.18324e+07,519607
7,0.1,1,2.73196e+08,2.67657e+07
7,1,10,6.16693e+08,1.80409e+08
7,10,100,1.02508e+08,1.51116e+08
7,100,1000,2.44616e+06,1.16478e+07
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.11639e+09,1.82751e+07
8,0.1,1,2.60583e+09,1.35143e+08
8,1,10,8.58099e+08,2.09515e+08
8,10,100,8.67971e+06,1.01369e+07
8,100,1000,0,0
8,1000,10000,0,0
