GridcellIndex,FunctionalGroupIndex,JuvenileMass,AdultMass,IndividualBodyMass,CohortAbundance,LogOptimalPreyBodySizeRatio,BirthTimeStep,ProportionTimeActive,TrophicIndex,IndividualReproductivePotentialMass,MaturityTimeStep,IsAdult,AgeMonths,TimeStepsJuviline,TimeStepsAdult
0,0,746.855,37743.9,37743.9,100.347,-2.50065,51,0.5,2,26497.9,83,1,59,32,27
0,0,7083.12,83660.1,83660.1,230.897,-2.46243,67,0.5,2,55937.9,92,1,43,25,18
0,0,916.581,19926.1,19926.1,48104.8,-2.20265,87,0.5,2,2221.06,108,1,23,21,2
0,0,2068.44,118782,93703.7,202672,-2.18799,75,0.5,2,3.07106,4294967295,0,35,35,0
0,0,230.396,13652.5,13652.5,24425.1,-2.24328,69,0.5,2,9581.97,92,1,41,23,18
0,0,516.683,9016.11,9016.11,93.6837,-2.30151,88,0.5,2,1168.03,107,1,22,19,3
0,0,525.129,7991.54,2077.21,3112.34,-2.30151,99,0.5,2,0,4294967295,0,11,11,0
0,0,2348.1,114892,11711.4,370.438,-2.18799,99,0.5,2,0,4294967295,0,11,11,0
0,0,4143.31,71665.9,71665.9,50664.7,-2.46243,79,0.5,2,42743.6,103,1,31,24,7
0,0,750.903,37078.3,1172.76,2076.78,-2.50065,103,0.5,2,0,4294967295,0,7,7,0
0,0,257.207,32921.8,6891.35,1138.58,-2.34468,91,0.5,2,0,4294967295,0,19,19,0
0,0,193.01,110006,560.339,676717,-2.34468,101,0.5,2,0,4294967295,0,9,9,0
0,2,412.777,40469.5,11174.5,1024.39,-2.34468,99,0.5,2.80717,0,4294967295,0,11,11,0
0,2,517.23,12554.2,8823.82,17157.7,-2.30426,100,0.5,2.54522,10.022,4294967295,0,10,10,0
0,2,408.914,40737,4948.82,27910.6,-2.34468,103,0.5,2.82921,0,4294967295,0,7,7,0
0,2,380.051,13785,9683.95,360560,-2.30426,80,0.5,2.46227,0,4294967295,0,30,30,0
0,3,4.45009,430.716,174.512,2.392e+06,-2.34468,90,0,2,0,4294967295,0,20,20,0
0,3,0.974905,56.6736,22.4503,2.3657e+06,-2.71651,99,0,2,0,4294967295,0,11,11,0
0,3,0.17154,4.58214,4.32886,2.19872e+06,-2.35147,99,0,2,1.01461,105,1,11,6,5
0,5,1.02899,100.554,85.9371,1.35968e+06,-2.35147,87,0,2,0,4294967295,0,23,23,0
0,5,10.0001,720.111,70.7244,2.64388e+06,-2.24328,100,0,2,0,4294967295,0,10,10,0
0,6,8.38823,1343.66,1330.73,94731.7,-2.34468,65,0,2,976.434,100,1,45,35,10
0,6,1,164.609,161.579,210285,-2.34468,75,0,2,126.537,100,1,35,25,10
0,6,13.2697,921.832,911.866,171227,-2.34468,78,0,2,546.126,103,1,32,25,7
0,6,182.202,20415.4,5412.25,5055.38,-2.24328,78,0,2,0,4294967295,0,32,32,0
0,6,4.86481,104.887,102.669,156055,-2.20756,78,0,2,87.7904,92,1,32,14,18
0,6,1.9143,369.117,363.823,796443,-2.34468,79,0,2,77.4122,104,1,31,25,6
0,6,282.17,8718.16,8671.13,87.3763,-2.30151,44,0,2,3988.93,80,1,66,36,30
0,6,1.93277,438.694,141.753,1.44781e+06,-2.34468,89,0,2,0,4294967295,0,21,21,0
0,6,11.5914,255.117,251.015,210467,-2.18799,89,0,2,166.871,104,1,21,15,6
0,6,85.6024,841.207,831.852,32869.3,-2.46243,89,0,2,546.808,103,1,21,14,7
0,6,1.04964,40.3843,39.2386,752396,-2.34468,90,0,2,26.3839,104,1,20,14,6
0,6,1,186.008,44.5852,1.1807e+06,-2.34468,91,0,2,0,4294967295,0,19,19,0
0,6,69.5212,10893.6,802.946,22805,-2.34468,91,0,2,0,4294967295,0,19,19,0
0,6,1.88976,421.006,37.4871,1.60815e+06,-2.34468,99,0,2,0,4294967295,0,11,11,0
0,6,13.5882,951.298,119.339,3.67343e+06,-2.34468,100,0,2,0,4294967295,0,10,10,0
0,6,13.8597,286.789,74.909,1.1988e+06,-2.18799,101,0,2,0,4294967295,0,9,9,0
0,6,1.01618,178.171,7.95653,3.61725e+06,-2.34468,101,0,2,0,4294967295,0,9,9,0
0,6,70.6602,11299.7,270.635,6260.69,-2.34468,101,0,2,0,4294967295,0,9,9,0
0,6,82.3023,903.267,305.233,590219,-2.46243,101,0,2,0,4294967295,0,9,9,0
0,6,14.3052,1844.71,76.6928,117720,-2.34468,101,0,2,0,4294967295,0,9,9,0
0,6,282.17,8718.16,641.208,7140.72,-2.30151,102,0,2,0,4294967295,0,8,8,0
0,6,7.55272,1347.27,29.6176,3.60964e+06,-2.34468,102,0,2,0,4294967295,0,8,8,0
0,6,1,35.052,2.52549,1.10818e+07,-2.34468,103,0,2,0,4294967295,0,7,7,0
0,6,1,162.256,2.57879,1.15033e+07,-2.34468,103,0,2,0,4294967295,0,7,7,0
0,6,1.93943,367.415,4.86576,6.94499e+06,-2.34468,103,0,2,0,4294967295,0,7,7,0
0,6,4.86481,104.887,11.3676,3.33818e+06,-2.20756,103,0,2,0,4294967295,0,7,7,0
0,6,13.6315,1944.62,133.484,396233,-2.34468,92,0,2,0,4294967295,0,18,18,0
0,6,1.96088,471.724,53.4279,371341,-2.34468,91,0,2,0,4294967295,0,19,19,0
0,6,16.5144,2366.45,1067.18,10884,-2.34468,79,0,2,0,4294967295,0,31,31,0
0,7,9.63822,1125.42,1113.98,20148.4,-2.18799,53,0,3,1418.4,90,1,57,37,20
0,7,125.262,1947.95,1931.24,7508.02,-2.71651,53,0,3,2144.91,89,1,57,36,21
0,7,412.553,4435.61,4406.11,21522.5,-2.30151,63,0,3,3338.82,101,1,47,38,9
0,7,7.92512,93.1332,44.6261,386.337,-2.50065,79,0,3,0,4294967295,0,31,31,0
0,7,17.3832,458.529,103.943,492423,-2.24328,87,0,3,0,4294967295,0,23,23,0
0,7,67.5394,4155.31,2763.17,78026.1,-2.34468,90,0,3,0,4294967295,0,20,20,0
0,7,21.7733,687.802,47.3356,5156.67,-2.24328,99,0,3,0,4294967295,0,11,11,0
0,7,41.4861,321.955,95.6401,714086,-2.24328,99,0,3,0,4294967295,0,11,11,0
0,7,9.21274,1207.6,33.3076,3.33111e+06,-2.18799,101,0,3,0,4294967295,0,9,9,0
0,7,125.93,1812.66,381.512,939355,-2.71651,101,0,3,0,4294967295,0,9,9,0
0,7,22.3558,670.398,27.0686,292.651,-2.24328,103,0,3,0,4294967295,0,7,7,0
0,7,40.3107,301.134,56.8117,11.6185,-2.24328,103,0,3,0,4294967295,0,7,7,0
0,7,98.0444,3540.22,113.199,313.885,-2.71651,103,0,3,0,4294967295,0,7,7,0
0,7,9.20421,1186.73,13.7119,2.23349e+06,-2.18799,103,0,3,0,4294967295,0,7,7,0
0,7,412.553,4435.61,948.997,293006,-2.30151,103,0,3,0,4294967295,0,7,7,0
0,7,647.89,6455.7,1588.49,7119,-2.30426,103,0,3,0,4294967295,0,7,7,0
0,7,125.262,1947.95,160.537,208178,-2.71651,103,0,3,0,4294967295,0,7,7,0
0,7,360.651,22839.2,22747.7,76.6082,-2.50065,65,0,3,9523.44,92,1,45,27,18
0,7,3594.4,61626.6,26342.8,947.444,-2.30426,78,0,3,0,4294967295,0,32,32,0
0,7,634.264,33432.7,17949.1,200.223,-2.50065,76,0,3,0,4294967295,0,34,34,0
0,7,371.352,20945.4,11121.4,3299.76,-2.50065,89,0,3,0,4294967295,0,21,21,0
0,7,251.758,46700.1,12234.5,114465,-2.24328,77,0,3,0,4294967295,0,33,33,0
0,8,26.0579,5847.55,5811.85,1614.92,-2.34468,31,0,2,3936.06,78,1,79,47,32
0,8,6.01813,1829.43,1813.43,116114,-2.34468,67,0,2,984.255,104,1,43,37,6
0,8,1.55492,129.752,127.182,75.3956,-2.34468,42,0,2,75.7741,67,1,68,25,43
0,8,19.2814,2201.74,2183.56,104815,-2.24328,76,0,2,1058.04,104,1,34,28,6
