FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,3.53929e+07,1.00419e+08
0,10,100,1.30536e+08,1.22986e+09
0,100,1000,1.367e+07,2.73127e+08
0,1000,10000,35987.4,8.83692e+06
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,1.70963e+06,4.59127e+06
2,10,100,1.87636e+07,2.12806e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.32486e+09,955860
3,0.01,0.1,2.1195e+09,3.63423e+06
3,0.1,1,4.02645e+07,1.38459e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,4.20477e+06,76000.1
4,0.1,1,1.89014e+07,715633
4,1,10,896211,667778
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.1912e+08,100890
5,0.01,0.1,1.02782e+09,3.49932e+06
5,0.1,1,4.66516e+07,1.78266e+06
5,1,10,3.47604e+06,513556
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.82035e+09,1.55852e+07
6,0.1,1,4.748e+09,1.14039e+08
6,1,10,1.16428e+09,1.8739e+08
6,10,100,4.48774e+07,4.7465e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.02986e+07,321884
7,0.1,1,2.28674e+08,1.70221e+07
7,1,10,4.23173e+08,1.15037e+08
7,10,100,6.72664e+07,1.16603e+08
7,100,1000,2.01545e+06,6.37395e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.14365e+09,1.18412e+07
8,0.1,1,2.22228e+09,7.98951e+07
8,1,10,6.23769e+08,1.34099e+08
8,10,100,7.91165e+06,7.27107e+06
8,100,1000,0,0
8,1000,10000,0,0
