FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,1.44065e+08,1.34464e+08
0,10,100,6.08071e+08,1.41564e+09
0,100,1000,2.59416e+07,2.84042e+08
0,1000,10000,44877.3,1.01722e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,2.10683e+06,4.86821e+06
2,10,100,5.15608e+07,2.07364e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,3.08517e+09,1.51683e+06
3,0.01,0.1,4.1419e+09,5.17025e+06
3,0.1,1,1.15292e+08,2.14525e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.11676e+06,125385
4,0.1,1,2.80089e+07,779217
4,1,10,703157,805989
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.9307e+08,181179
5,0.01,0.1,3.4715e+09,4.34272e+06
5,0.1,1,1.26207e+08,2.35794e+06
5,1,10,2.58559e+06,1.01863e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.83601e+09,2.37526e+07
6,0.1,1,6.53231e+09,1.63631e+08
6,1,10,1.97308e+09,2.50227e+08
6,10,100,5.90776e+07,5.32981e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.42237e+07,370917
7,0.1,1,3.30123e+08,2.24978e+07
7,1,10,4.18327e+08,1.45788e+08
7,10,100,7.36291e+07,1.29442e+08
7,100,1000,3.34182e+06,8.58526e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.00285e+09,1.55074e+07
8,0.1,1,2.79692e+09,1.11041e+08
8,1,10,1.01353e+09,1.79901e+08
8,10,100,1.27488e+07,8.01677e+06
8,100,1000,0,0
8,1000,10000,0,0
