FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,7.58393e+07,1.34165e+08
0,10,100,2.19718e+08,1.55222e+09
0,100,1000,2.1427e+07,3.1976e+08
0,1000,10000,38558.2,9.18367e+06
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,2.62534e+06,5.63504e+06
2,10,100,3.03501e+07,2.46488e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,2.69815e+09,1.34776e+06
3,0.01,0.1,2.86393e+09,4.4304e+06
3,0.1,1,4.57249e+07,1.69565e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,4.66957e+06,85220.6
4,0.1,1,2.17222e+07,912045
4,1,10,1.1096e+06,832123
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.63273e+08,126195
5,0.01,0.1,1.60788e+09,4.31616e+06
5,0.1,1,5.23942e+07,2.20076e+06
5,1,10,4.02248e+06,624556
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.28923e+09,1.89713e+07
6,0.1,1,5.41826e+09,1.38759e+08
6,1,10,1.31023e+09,2.30262e+08
6,10,100,5.14669e+07,5.65163e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.27492e+07,374485
7,0.1,1,2.59963e+08,2.02428e+07
7,1,10,4.78673e+08,1.38106e+08
7,10,100,7.6573e+07,1.35859e+08
7,100,1000,2.20635e+06,7.45063e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.46331e+09,1.43091e+07
8,0.1,1,2.50328e+09,9.72578e+07
8,1,10,7.04295e+08,1.59355e+08
8,10,100,1.02291e+07,8.47307e+06
8,100,1000,0,0
8,1000,10000,0,0
