GridcellIndex,IsMarine,GetRealm,GetLatitudeIndex,GetLongitudeIndex,GetCellArea,GetGridcellRealm,GetGridcellLandMask,AvailableWater,GetGridcellHanpp,TemperatureRange,Temp,GroundFrost,Precipitation,TerrestrialNPP,Get_Ecto_max,Get_Endo_C_max,Get_Endo_H_max,Get_Endo_O_max,TotalPrecip,Seasonality,BreedingSeason,AnnualTemperature,SDTemperature,ExpTDevWeight,AET,TotalAET,FractionMonthFrost,FractionYearFrost,FractionYearFire
44,0,2,3,2,2084.32,2,1,800,0.1,10.5426,13.5984,0.895738,57.6049,2.75,50000,200000,1e+06,500000,671.956,0.156369,1,11.2689,5.25913,0.0123471,63.1392,647.557,0.0288948,0,0
45,0,2,3,3,2084.32,2,1,800,0.0926935,10.2393,13.6557,0.758852,56.5607,2.57283,50000,200000,1e+06,500000,649.649,0.18437,1,11.2149,5.33127,0.0115788,63.0315,643.462,0.0244791,0,0
46,0,2,3,4,2084.32,2,1,800,0.0745459,10.5426,13.7148,0.837377,58.2918,2.51378,50000,200000,1e+06,500000,628.197,0.215201,1,11.1973,5.41864,0.010898,61.6639,628.203,0.0270122,0,0
47,0,2,3,5,2084.32,2,1,800,0.1,10.6574,13.959,0.72459,61.4361,3.10433,50000,200000,1e+06,500000,622.951,0.174466,1,11.2589,5.52808,0.00979713,61.2917,622.961,0.0233739,0.232464,0
48,0,2,3,6,2084.32,2,1,800,0.1,10.382,14.077,0.576066,64.677,2.51378,50000,200000,1e+06,500000,643.249,0.161974,1,11.3689,5.61697,0.00945064,63.1564,643.255,0.0185828,0.232233,0
49,0,2,3,7,2084.32,2,1,800,0.1,10.3918,14.2426,0.487541,67.4475,2.33661,50000,200000,1e+06,500000,653.741,0.166386,1,11.3995,5.67357,0.008832,64.35,653.745,0.0157271,0.231564,0
50,0,2,3,8,2084.32,2,1,800,0.1,10.5984,14.1131,0.608361,70.4967,2.30709,50000,200000,1e+06,500000,664.762,0.157973,1,11.2299,5.72752,0.00852642,65.1253,662.53,0.0196245,0.239492,0
51,0,2,3,9,2084.32,2,1,800,0.1,10.6705,13.9689,0.707541,72.5656,1.98228,50000,200000,1e+06,500000,683.59,0.168423,1,10.9673,5.83731,0.00785128,64.5039,657.85,0.0228239,0.299112,0
52,0,2,3,10,2084.32,2,1,800,0.1,10.5475,13.3197,1.14098,77.6885,2.36614,50000,200000,1e+06,500000,771.274,0.174735,1,10.2616,5.94365,0.00738672,62.008,641.779,0.0368059,0.380304,0
53,0,2,3,11,2084.32,2,1,800,0.1,10.4016,13.2934,1.0959,81.0098,2.89764,50000,200000,1e+06,500000,817.289,0.156863,1,10.0762,6.07304,0.00660922,61.804,639.514,0.0353517,0.385174,0
54,0,2,3,12,2084.32,2,1,800,0.1,10.2754,13.0984,1.21426,86.677,2.33661,50000,200000,1e+06,500000,893.88,0.157804,1,9.84604,6.11576,0.00641959,61.1102,636.616,0.0391697,0.392574,0
55,0,2,3,13,2084.32,2,1,800,0.110951,10.4557,13.6377,0.870656,89.4082,2.86811,50000,200000,1e+06,500000,938.93,0.156515,1,10.2626,6.1443,0.00607188,63.07,655.314,0.0280857,0.382575,0
56,0,2,4,0,2064.45,2,1,800,0.1,9.62459,12.8361,1.10098,59.1787,2.54331,50000,200000,1e+06,500000,744.026,0.156152,1,10.8224,4.88129,0.0156583,60.0913,639.085,0.0355156,0,0
57,0,2,4,1,2064.45,2,1,800,0.1,9.84098,12.6557,1.39295,59.9377,2.57283,50000,200000,1e+06,500000,753.661,0.164838,1,10.5801,4.98184,0.0148025,59.5235,633.702,0.0449339,0,0
58,0,2,4,2,2064.45,2,1,800,0.1,10.0492,13.2951,0.952459,55.4016,2.2185,50000,200000,1e+06,500000,685.802,0.169372,1,10.9755,5.11341,0.0130151,61.5958,639.962,0.0307245,0,0
59,0,2,4,3,2064.45,2,1,800,0.1,10.0607,12.9311,1.2823,56.4951,2.30709,50000,200000,1e+06,500000,690.592,0.163596,1,10.5474,5.21079,0.012256,60.2402,628.92,0.0413644,0.23523,0
60,0,2,4,4,2064.45,2,1,800,0.00863634,10.1721,13.0689,1.21016,55.2115,2.51378,50000,200000,1e+06,500000,628.805,0.199096,1,10.623,5.33546,0.0114215,60.7282,624.39,0.0390375,0.237119,0
61,0,2,4,5,2064.45,2,1,700,0.0431414,10.2803,13.6131,0.828361,55.9672,2.2185,50000,200000,1e+06,500000,592.031,0.194848,1,10.9847,5.45942,0.0102419,58.264,592.037,0.0267213,0.231508,0
62,0,2,4,6,2064.45,2,1,700,0.0470615,9.90492,14.1246,0.431148,60.6443,2.33661,50000,200000,1e+06,500000,619.402,0.202594,1,11.3786,5.55776,0.00953133,61.2782,619.405,0.013908,0,0
63,0,2,4,7,2064.45,2,1,700,0.1,10.0131,14.5016,0.298197,60.6475,2.60236,50000,200000,1e+06,500000,610.343,0.177473,1,11.6687,5.64957,0.00892354,60.5595,610.347,0.00961925,0,0
64,0,2,4,8,2064.45,2,1,800,0.0217527,10.3902,14.2508,0.474426,62.7492,2.30709,50000,200000,1e+06,500000,629.731,0.185326,1,11.3664,5.70753,0.00857615,62.1874,629.742,0.0153041,0.231721,0
65,0,2,4,9,2064.45,2,1,800,0.1,10.6541,14.0131,0.675246,65.9754,2.27756,50000,200000,1e+06,500000,656.064,0.1671,1,11.0187,5.78317,0.00802351,64.4283,651.945,0.0217821,0.244798,0
66,0,2,4,10,2064.45,2,1,800,0.1,10.818,13.982,0.748852,67.8902,2.60236,50000,200000,1e+06,500000,698.798,0.167046,1,10.8811,5.87246,0.00743919,64.5599,654.31,0.0241565,0.362625,0
67,0,2,4,11,2064.45,2,1,800,0.1,10.7705,13.6525,0.955574,74.5344,2.27756,50000,200000,1e+06,500000,783.889,0.170047,1,10.5015,5.97013,0.00705785,63.3966,650.549,0.030825,0.375549,0
68,0,2,4,12,2064.45,2,1,800,0.1,10.6393,13.2705,1.2341,79.9164,2.66142,50000,200000,1e+06,500000,871.313,0.157962,1,10.0548,6.01586,0.00679868,61.7754,640.482,0.0398096,0.386511,0
69,0,2,4,13,2064.45,2,1,800,0.102938,10.5115,13.1148,1.32951,81.0229,3.48819,50000,200000,1e+06,500000,894.297,0.156551,1,9.84344,6.02797,0.00660841,61.0331,635.293,0.0428874,0.391046,0
70,0,2,5,0,2044.43,2,1,300,0.164018,8.98033,12.0443,1.55361,60.5443,3.75394,50000,200000,1e+06,500000,833.056,0.125551,1,10.2639,4.65919,0.0182418,56.9557,612.772,0.0501163,0,0
71,0,2,5,1,2044.43,2,1,800,0.1,9.20492,12.1689,1.56803,60.059,2.80906,50000,200000,1e+06,500000,790.415,0.155041,1,10.2246,4.75571,0.0166958,57.3598,624.554,0.0505817,0,0
72,0,2,5,2,2044.43,2,1,800,0.1,9.41639,12.4033,1.4659,58.5344,3.22244,50000,200000,1e+06,500000,757.559,0.152933,1,10.3325,4.89225,0.0152428,58.3082,626.678,0.0472871,0,0
73,0,2,5,3,2044.43,2,1,800,0.1,9.21803,12.4295,1.35443,56.6885,2.48425,50000,200000,1e+06,500000,730.259,0.179593,1,10.2686,5.03266,0.0140822,58.472,623.887,0.0436912,0,0
74,0,2,5,4,2044.43,2,1,800,0.1,9.43934,13.0557,0.930984,52.5197,2.4252,50000,200000,1e+06,500000,638.231,0.197689,1,10.7299,5.16592,0.0126515,60.441,628.145,0.0300317,0,0
75,0,2,5,5,2044.43,2,1,800,0,9.38689,13.677,0.537541,54.3098,3.2815,50000,200000,1e+06,500000,599.08,0.178499,1,11.1037,5.33137,0.0109456,58.3646,599.098,0.01734,0,0
76,0,2,5,6,2044.43,2,1,800,0.0204604,8.93279,14.5754,0.141639,56.5557,2.75,50000,200000,1e+06,500000,612.52,0.1824,1,11.7728,5.49338,0.00954495,60.4775,612.536,0.00456901,0,0
77,0,2,5,7,2044.43,2,1,700,0.1,9.51475,14.5557,0.20918,58.7705,2.77953,50000,200000,1e+06,500000,621.656,0.179097,1,11.7266,5.58545,0.00913092,61.7097,621.66,0.00674775,0,0
78,0,2,5,8,2044.43,2,1,800,0.0841467,10.0803,13.9033,0.57459,62.0967,2.2185,50000,200000,1e+06,500000,647.5,0.181716,1,11.0178,5.62742,0.00882129,63.7764,647.5,0.0185352,0.234749,0
79,0,2,5,9,2044.43,2,1,700,0.0940483,10.6426,13.6885,0.882787,62.8213,2.18898,50000,200000,1e+06,500000,661.957,0.172617,1,10.7053,5.68774,0.00831403,63.0212,638.366,0.028477,0.29693,0
80,0,2,5,10,2044.43,2,1,700,0.0868302,10.9,13.4475,1.18164,66.3328,2.07087,50000,200000,1e+06,500000,731.805,0.17128,1,10.4515,5.76604,0.00803861,62.4909,640.307,0.0381174,0.37179,0
81,0,2,5,11,2044.43,2,1,800,0.1,11.1541,13.6164,1.14639,68.8836,2.18898,50000,200000,1e+06,500000,808.026,0.162407,1,10.5149,5.85297,0.00751015,63.2079,650.233,0.0369804,0.372743,0
82,0,2,5,12,2044.43,2,1,800,0.1,10.7082,13.1574,1.37836,76.5475,2.30709,50000,200000,1e+06,500000,915.229,0.158657,1,9.89331,5.93768,0.00687834,61.1679,634.602,0.0444632,0.390113,0
83,0,2,5,13,2044.43,2,1,800,0.1,10.5803,13.0049,1.49246,75.1787,2.75,50000,200000,1e+06,500000,883.949,0.166726,1,9.70861,5.98352,0.00668349,60.5731,627.569,0.0481438,0.392091,0
