GridcellIndex,IsMarine,GetRealm,GetLatitudeIndex,GetLongitudeIndex,GetCellArea,GetGridcellRealm,GetGridcellLandMask,AvailableWater,GetGridcellHanpp,TemperatureRange,Temp,GroundFrost,Precipitation,TerrestrialNPP,Get_Ecto_max,Get_Endo_C_max,Get_Endo_H_max,Get_Endo_O_max,TotalPrecip,Seasonality,BreedingSeason,AnnualTemperature,SDTemperature,ExpTDevWeight,AET,TotalAET,FractionMonthFrost,FractionYearFrost,FractionYearFire
0,0,2,0,0,2142.92,2,1,800,0.0807054,9.30492,17.259,0,58.9262,1.0374,50000,200000,1e+06,500000,761.292,0.0772841,0,12.4374,5.1072,0.00564108,68.1803,694.539,0,0,0
1,0,2,0,1,2142.92,2,1,800,0.1,10.3311,16.8262,0.00622951,57.6148,0.948819,50000,200000,1e+06,500000,753.425,0.0714709,0,11.9854,5.22224,0.00541356,67.6164,682.235,0.00020765,0,0
2,0,2,0,2,2142.92,2,1,800,0.1,11.0295,16.4016,0.0373771,57.6115,1.12598,50000,200000,1e+06,500000,759.957,0.0820777,0,11.5708,5.32435,0.00528756,67.0781,670.513,0.0012459,0,0
3,0,2,0,3,2142.92,2,1,800,0.1,11.2066,16.3262,0.0491803,60.4295,1.83465,50000,200000,1e+06,500000,783.377,0.095355,1,11.4958,5.40551,0.00513722,67.662,671.984,0.00163934,0,0
4,0,2,0,4,2142.92,2,1,800,0.131106,11.2902,16.0475,0.0929508,67.4049,3.2815,50000,200000,1e+06,500000,840.997,0.100884,1,11.1,5.50304,0.00476,68.6893,666.455,0.00309836,0.242827,0
5,0,2,0,5,2142.92,2,1,800,0.204619,11.2246,15.4951,0.197049,71.1475,2.95669,50000,200000,1e+06,500000,858.166,0.100173,1,10.5393,5.57393,0.00460054,68.37,650.91,0.00656831,0.378812,0
6,0,2,0,6,2142.92,2,1,800,0.173668,11.3623,15.3492,0.247213,71.0393,2.80906,50000,200000,1e+06,500000,836.657,0.091863,1,10.3012,5.64517,0.00435337,68.481,644.755,0.00824044,0.388223,0
7,0,2,0,7,2142.92,2,1,800,0.217797,11.6508,15.3885,0.265574,71.9492,2.15945,50000,200000,1e+06,500000,798.923,0.0936886,1,10.2758,5.68479,0.00418503,69.0911,645.569,0.00885246,0.392331,0
8,0,2,0,8,2142.92,2,1,800,0.113606,12.1344,15.6984,0.259344,76.1361,1.12598,50000,200000,1e+06,500000,770.559,0.075273,0,10.6234,5.69979,0.00419832,69.9945,658.861,0.00864481,0.388658,0
9,0,2,0,9,2142.92,2,1,800,0.177087,11.741,15.4951,0.278033,80.541,2.77953,50000,200000,1e+06,500000,815.441,0.0969847,1,10.4411,5.84274,0.00398393,70.1089,655.743,0.00926776,0.390474,0
10,0,2,0,10,2142.92,2,1,800,0.217873,10.959,15.4803,0.18459,83.2803,3.04528,50000,200000,1e+06,500000,867.32,0.087505,1,10.2652,6.07166,0.00346415,70.5349,653.169,0.00615301,0.388658,0
11,0,2,0,11,2142.92,2,1,800,0.1,10.4525,15.9557,0.0678689,81.4131,1.24409,50000,200000,1e+06,500000,874.107,0.0943424,0,10.7149,6.25887,0.00317806,71.7812,672.481,0.0022623,0.372596,0
12,0,2,0,12,2142.92,2,1,800,0.1,10.6049,16.2541,0.0426229,79.4836,2.33661,50000,200000,1e+06,500000,866.697,0.0864278,0,10.9817,6.30738,0.00305266,72.3171,682.128,0.00142076,0.366225,0
13,0,2,0,13,2142.92,2,1,700,0.175043,9.88033,13.6967,0.644754,99.6115,2.98622,50000,200000,1e+06,500000,1086.35,0.116299,1,8.4235,6.17405,0.00326254,63.6375,583.321,0.0214918,0.472165,0
14,0,2,1,0,2123.55,2,1,800,0.1,9.75082,16.4016,0.00754098,58.177,1.06693,50000,200000,1e+06,500000,764.73,0.0720361,0,11.6469,5.10546,0.00580872,66.3674,668.317,0.000251366,0,0
15,0,2,1,1,2123.55,2,1,800,0.0874116,10.3754,16.3295,0.0237705,55.0803,0.889764,50000,200000,1e+06,500000,727.202,0.0668738,0,11.5788,5.21045,0.00563499,65.8571,664.53,0.00079235,0,0
16,0,2,1,2,2123.55,2,1,800,0.0548821,10.9803,16.1557,0.0559016,52.2754,0.801181,50000,200000,1e+06,500000,701.492,0.0680716,0,11.419,5.30824,0.00547015,65.383,658.2,0.00186339,0,0
17,0,2,1,3,2123.55,2,1,800,0.1,11.1475,16.4869,0.0327869,53.8016,1.21457,50000,200000,1e+06,500000,699.339,0.0863058,0,11.6552,5.41998,0.00508534,66.64,668.537,0.0010929,0,0
18,0,2,1,4,2123.55,2,1,800,0.1,11.241,16.4066,0.0467213,56.782,1.80512,50000,200000,1e+06,500000,714.864,0.103511,1,11.5516,5.48897,0.00491052,67.1759,669.357,0.00155738,0,0
19,0,2,1,5,2123.55,2,1,800,0.1,11.223,16.2393,0.0688525,61.1295,1.36221,50000,200000,1e+06,500000,741.369,0.10261,1,11.3175,5.56527,0.0046572,68.2102,668.999,0.00229508,0.237709,0
20,0,2,1,6,2123.55,2,1,800,0.1,11.2246,16.2836,0.0663934,62.9492,1.42126,50000,200000,1e+06,500000,736.523,0.0946389,1,11.2955,5.64981,0.00440387,69.2592,672.598,0.00221311,0.242372,0
