GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,9.73615e+11
0,1,4.81643e+12
1,0,7.29347e+11
1,1,2.07438e+12
2,0,8.56857e+11
2,1,2.95758e+12
3,0,9.0538e+11
3,1,3.65751e+12
4,0,8.29453e+11
4,1,2.89672e+12
5,0,9.37208e+11
5,1,3.47651e+12
6,0,9.80365e+11
6,1,3.78608e+12
7,0,1.02072e+12
7,1,4.53552e+12
8,0,7.81737e+11
8,1,1.98939e+12
9,0,9.72019e+11
9,1,3.38038e+12
10,0,9.84751e+11
10,1,3.39289e+12
11,0,9.02456e+11
11,1,2.61548e+12
12,0,9.12036e+11
12,1,2.74445e+12
13,0,7.9696e+11
13,1,2.11127e+12
14,0,9.14074e+11
14,1,3.93315e+12
15,0,8.37379e+11
15,1,2.96159e+12
16,0,8.98922e+11
16,1,4.12578e+12
17,0,8.49544e+11
17,1,2.93967e+12
18,0,9.4385e+11
18,1,4.65933e+12
19,0,9.17713e+11
19,1,3.64133e+12
20,0,9.30372e+11
20,1,4.09123e+12
21,0,9.06037e+11
21,1,3.24649e+12
22,0,8.1684e+11
22,1,2.40745e+12
23,0,8.90135e+11
23,1,2.89268e+12
24,0,9.22941e+11
24,1,3.15993e+12
25,0,9.66144e+11
25,1,3.2617e+12
26,0,8.60094e+11
26,1,2.32827e+12
27,0,1.0782e+12
27,1,4.40696e+12
28,0,8.50187e+11
28,1,3.36492e+12
29,0,7.89427e+11
29,1,2.65633e+12
30,0,8.43118e+11
30,1,3.54316e+12
31,0,9.20527e+11
31,1,5.67185e+12
32,0,7.83347e+11
32,1,2.43027e+12
33,0,8.39512e+11
33,1,2.89833e+12
34,0,8.23235e+11
34,1,2.7577e+12
35,0,8.76102e+11
35,1,2.88155e+12
36,0,7.50238e+11
36,1,2.07328e+12
37,0,1.00142e+12
37,1,5.07494e+12
38,0,9.08896e+11
38,1,3.05658e+12
39,0,1.00589e+12
39,1,4.03215e+12
40,0,7.94507e+11
40,1,2.08211e+12
41,0,6.98189e+11
41,1,1.61478e+12
42,0,7.959e+11
42,1,2.79233e+12
43,0,8.27073e+11
43,1,3.01132e+12
44,0,8.31981e+11
44,1,2.96803e+12
45,0,8.38353e+11
45,1,3.28711e+12
46,0,6.72239e+11
46,1,1.72648e+12
47,0,8.64903e+11
47,1,3.81113e+12
48,0,8.87138e+11
48,1,3.60542e+12
49,0,8.37465e+11
49,1,2.75701e+12
50,0,6.45944e+11
50,1,1.61312e+12
51,0,9.34597e+11
51,1,4.06241e+12
52,0,8.46639e+11
52,1,2.53586e+12
53,0,7.8265e+11
53,1,2.00008e+12
54,0,9.48947e+11
54,1,3.31943e+12
55,0,1.07841e+12
55,1,4.83543e+12
56,0,8.05527e+11
56,1,2.60176e+12
57,0,9.10481e+11
57,1,4.11259e+12
58,0,8.913e+11
58,1,3.925e+12
59,0,8.14899e+11
59,1,2.63452e+12
60,0,7.62693e+11
60,1,2.66879e+12
61,0,7.99836e+11
61,1,2.79954e+12
62,0,8.6106e+11
62,1,3.52105e+12
63,0,7.63812e+11
63,1,2.34346e+12
64,0,8.27628e+11
64,1,2.90461e+12
65,0,7.81079e+11
65,1,2.29117e+12
66,0,8.70491e+11
66,1,3.02291e+12
67,0,9.56028e+11
67,1,3.68628e+12
68,0,1.01388e+12
68,1,4.61888e+12
69,0,9.10382e+11
69,1,2.79438e+12
70,0,8.3713e+11
70,1,2.81718e+12
71,0,7.24259e+11
71,1,1.93649e+12
72,0,8.8862e+11
72,1,3.60503e+12
73,0,7.01799e+11
73,1,1.80967e+12
74,0,8.40655e+11
74,1,3.39425e+12
75,0,7.7551e+11
75,1,2.80643e+12
76,0,8.52239e+11
76,1,3.46938e+12
77,0,7.9404e+11
77,1,2.60039e+12
78,0,7.63781e+11
78,1,2.34867e+12
79,0,9.24437e+11
79,1,4.46652e+12
80,0,9.05572e+11
80,1,3.38963e+12
81,0,8.81471e+11
81,1,2.70509e+12
82,0,9.88076e+11
82,1,3.64636e+12
83,0,9.85427e+11
83,1,3.8807e+12
