GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,1.21324e+12
0,1,5.21917e+12
1,0,9.79145e+11
1,1,2.65798e+12
2,0,1.11784e+12
2,1,3.38791e+12
3,0,1.11964e+12
3,1,3.71588e+12
4,0,1.09646e+12
4,1,3.62353e+12
5,0,1.2188e+12
5,1,4.37188e+12
6,0,1.18407e+12
6,1,3.79664e+12
7,0,1.22525e+12
7,1,4.68403e+12
8,0,1.04036e+12
8,1,2.45983e+12
9,0,1.17497e+12
9,1,3.603e+12
10,0,1.22523e+12
10,1,3.87298e+12
11,0,1.12221e+12
11,1,2.82171e+12
12,0,1.22117e+12
12,1,4.02513e+12
13,0,1.17168e+12
13,1,3.43619e+12
14,0,1.15552e+12
14,1,4.50604e+12
15,0,1.05762e+12
15,1,3.16059e+12
16,0,1.18037e+12
16,1,4.58273e+12
17,0,1.07999e+12
17,1,3.0622e+12
18,0,1.16093e+12
18,1,4.85027e+12
19,0,1.14974e+12
19,1,4.13857e+12
20,0,1.15789e+12
20,1,4.80445e+12
21,0,1.13396e+12
21,1,3.80881e+12
22,0,1.00918e+12
22,1,2.5972e+12
23,0,1.10292e+12
23,1,3.2648e+12
24,0,1.13146e+12
24,1,3.39226e+12
25,0,1.18415e+12
25,1,3.54585e+12
26,0,1.04703e+12
26,1,2.42059e+12
27,0,1.2976e+12
27,1,4.9822e+12
28,0,1.06231e+12
28,1,3.47583e+12
29,0,1.0413e+12
29,1,3.21676e+12
30,0,1.08445e+12
30,1,4.09995e+12
31,0,1.1607e+12
31,1,6.01539e+12
32,0,9.82946e+11
32,1,2.52335e+12
33,0,1.0537e+12
33,1,3.12257e+12
34,0,1.02626e+12
34,1,3.12624e+12
35,0,1.08012e+12
35,1,3.01237e+12
36,0,9.68443e+11
36,1,2.50897e+12
37,0,1.20134e+12
37,1,5.31944e+12
38,0,1.16693e+12
38,1,3.78887e+12
39,0,1.21295e+12
39,1,4.28191e+12
40,0,1.05693e+12
40,1,2.60674e+12
41,0,1.02938e+12
41,1,2.46308e+12
42,0,1.04249e+12
42,1,3.3248e+12
43,0,1.05145e+12
43,1,3.19869e+12
44,0,1.06476e+12
44,1,3.25805e+12
45,0,1.08176e+12
45,1,3.75248e+12
46,0,9.42393e+11
46,1,2.26618e+12
47,0,1.06951e+12
47,1,4.27462e+12
48,0,1.07638e+12
48,1,3.67376e+12
49,0,1.02056e+12
49,1,2.75944e+12
50,0,8.69285e+11
50,1,2.05618e+12
51,0,1.14131e+12
51,1,4.29968e+12
52,0,1.06032e+12
52,1,2.76741e+12
53,0,1.02039e+12
53,1,2.48996e+12
54,0,1.16357e+12
54,1,3.60485e+12
55,0,1.2931e+12
55,1,5.23005e+12
56,0,1.03087e+12
56,1,2.96069e+12
57,0,1.14633e+12
57,1,4.41658e+12
58,0,1.13295e+12
58,1,4.13466e+12
59,0,1.04116e+12
59,1,2.85956e+12
60,0,1.03083e+12
60,1,3.54311e+12
61,0,1.02961e+12
61,1,3.14996e+12
62,0,1.10079e+12
62,1,4.13585e+12
63,0,9.72798e+11
63,1,2.70755e+12
64,0,1.04747e+12
64,1,3.44976e+12
65,0,9.77061e+11
65,1,2.50051e+12
66,0,1.0913e+12
66,1,3.50644e+12
67,0,1.17038e+12
67,1,3.95721e+12
68,0,1.22645e+12
68,1,5.0999e+12
69,0,1.13086e+12
69,1,3.15281e+12
70,0,1.10383e+12
70,1,3.54802e+12
71,0,9.99008e+11
71,1,2.53697e+12
72,0,1.11928e+12
72,1,3.93131e+12
73,0,9.66263e+11
73,1,2.33806e+12
74,0,1.05596e+12
74,1,3.62308e+12
75,0,1.01457e+12
75,1,3.67578e+12
76,0,1.04845e+12
76,1,3.62827e+12
77,0,9.84967e+11
77,1,2.82425e+12
78,0,9.81217e+11
78,1,2.73985e+12
79,0,1.11013e+12
79,1,4.62476e+12
80,0,1.10116e+12
80,1,3.54968e+12
81,0,1.09733e+12
81,1,2.88033e+12
82,0,1.21226e+12
82,1,4.01896e+12
83,0,1.20069e+12
83,1,4.40679e+12
