GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,1.20874e+12
0,1,5.06737e+12
1,0,9.45522e+11
1,1,2.3806e+12
2,0,1.11008e+12
2,1,3.24001e+12
3,0,1.15536e+12
3,1,3.7905e+12
4,0,1.0746e+12
4,1,3.22639e+12
5,0,1.22484e+12
5,1,4.05308e+12
6,0,1.23244e+12
6,1,3.9233e+12
7,0,1.27324e+12
7,1,4.75813e+12
8,0,1.02276e+12
8,1,2.31726e+12
9,0,1.21885e+12
9,1,3.63821e+12
10,0,1.25138e+12
10,1,3.75862e+12
11,0,1.15024e+12
11,1,2.84791e+12
12,0,1.2168e+12
12,1,3.57497e+12
13,0,1.13137e+12
13,1,2.93867e+12
14,0,1.15002e+12
14,1,4.27239e+12
15,0,1.05801e+12
15,1,3.12166e+12
16,0,1.16138e+12
16,1,4.4044e+12
17,0,1.09094e+12
17,1,3.0857e+12
18,0,1.19443e+12
18,1,4.8672e+12
19,0,1.1749e+12
19,1,4.01898e+12
20,0,1.18786e+12
20,1,4.59369e+12
21,0,1.15516e+12
21,1,3.66213e+12
22,0,1.03067e+12
22,1,2.59307e+12
23,0,1.13173e+12
23,1,3.21396e+12
24,0,1.17494e+12
24,1,3.41406e+12
25,0,1.22401e+12
25,1,3.54808e+12
26,0,1.08613e+12
26,1,2.51114e+12
27,0,1.35243e+12
27,1,4.89942e+12
28,0,1.0627e+12
28,1,3.45034e+12
29,0,1.02428e+12
29,1,3.0199e+12
30,0,1.07645e+12
30,1,3.81407e+12
31,0,1.17126e+12
31,1,5.92368e+12
32,0,9.94346e+11
32,1,2.52793e+12
33,0,1.06841e+12
33,1,3.09063e+12
34,0,1.04195e+12
34,1,3.00792e+12
35,0,1.10124e+12
35,1,3.04939e+12
36,0,9.70732e+11
36,1,2.38249e+12
37,0,1.24836e+12
37,1,5.34651e+12
38,0,1.17956e+12
38,1,3.51988e+12
39,0,1.27032e+12
39,1,4.34691e+12
40,0,1.05486e+12
40,1,2.50058e+12
41,0,9.76245e+11
41,1,2.13661e+12
42,0,1.02679e+12
42,1,3.15097e+12
43,0,1.05307e+12
43,1,3.18828e+12
44,0,1.05902e+12
44,1,3.17366e+12
45,0,1.07706e+12
45,1,3.59896e+12
46,0,9.07122e+11
46,1,2.08775e+12
47,0,1.08778e+12
47,1,4.13857e+12
48,0,1.10652e+12
48,1,3.71717e+12
49,0,1.04686e+12
49,1,2.84499e+12
50,0,8.41838e+11
50,1,1.86178e+12
51,0,1.17232e+12
51,1,4.28682e+12
52,0,1.07416e+12
52,1,2.72671e+12
53,0,1.03415e+12
53,1,2.39786e+12
54,0,1.20419e+12
54,1,3.60614e+12
55,0,1.35309e+12
55,1,5.25587e+12
56,0,1.02015e+12
56,1,2.83865e+12
57,0,1.1427e+12
57,1,4.32677e+12
58,0,1.12376e+12
58,1,4.08692e+12
59,0,1.03439e+12
59,1,2.81653e+12
60,0,9.98939e+11
60,1,3.16336e+12
61,0,1.02157e+12
61,1,3.03776e+12
62,0,1.10122e+12
62,1,3.94919e+12
63,0,9.73216e+11
63,1,2.59528e+12
64,0,1.06291e+12
64,1,3.31381e+12
65,0,1.00005e+12
65,1,2.54213e+12
66,0,1.11228e+12
66,1,3.38822e+12
67,0,1.21237e+12
67,1,3.98284e+12
68,0,1.28153e+12
68,1,5.04395e+12
69,0,1.16521e+12
69,1,3.13893e+12
70,0,1.06606e+12
70,1,3.20885e+12
71,0,9.47572e+11
71,1,2.28336e+12
72,0,1.11583e+12
72,1,3.84696e+12
73,0,9.20921e+11
73,1,2.13188e+12
74,0,1.05301e+12
74,1,3.56365e+12
75,0,9.97998e+11
75,1,3.31289e+12
76,0,1.06606e+12
76,1,3.63732e+12
77,0,1.00229e+12
77,1,2.81194e+12
78,0,9.79952e+11
78,1,2.63597e+12
79,0,1.14971e+12
79,1,4.66599e+12
80,0,1.13974e+12
80,1,3.60512e+12
81,0,1.125e+12
81,1,2.94942e+12
82,0,1.25344e+12
82,1,4.01384e+12
83,0,1.24602e+12
83,1,4.27784e+12
