GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,3.38401e+11
0,1,3.65572e+12
1,0,3.5388e+11
1,1,4.43795e+12
2,0,3.20133e+11
2,1,2.59295e+12
3,0,3.33191e+11
3,1,3.56001e+12
4,0,3.5353e+11
4,1,4.63516e+12
5,0,3.1114e+11
5,1,3.13905e+12
6,0,3.0301e+11
6,1,2.58761e+12
7,0,2.96723e+11
7,1,3.3366e+12
8,0,2.89118e+11
8,1,2.07993e+12
9,0,3.13224e+11
9,1,2.69243e+12
10,0,3.1578e+11
10,1,2.88573e+12
11,0,2.57369e+11
11,1,2.34305e+12
12,0,3.03688e+11
12,1,3.67435e+12
13,0,2.19797e+11
13,1,2.82902e+12
14,0,3.30395e+11
14,1,3.48315e+12
15,0,3.33632e+11
15,1,2.63293e+12
16,0,3.18374e+11
16,1,3.16804e+12
17,0,2.92933e+11
17,1,1.71273e+12
18,0,3.09834e+11
18,1,3.39376e+12
19,0,3.08638e+11
19,1,3.55125e+12
20,0,3.26226e+11
20,1,4.49177e+12
21,0,3.16096e+11
21,1,3.00678e+12
22,0,2.98008e+11
22,1,1.59561e+12
23,0,3.27642e+11
23,1,2.92057e+12
24,0,3.428e+11
24,1,3.53839e+12
25,0,2.95427e+11
25,1,2.27668e+12
26,0,2.58509e+11
26,1,9.65826e+11
27,0,2.99091e+11
27,1,3.66159e+12
28,0,3.36411e+11
28,1,2.59574e+12
29,0,2.98815e+11
29,1,3.07849e+12
30,0,2.91881e+11
30,1,3.3986e+12
31,0,3.06213e+11
31,1,4.42829e+12
32,0,2.79998e+11
32,1,1.66775e+12
33,0,2.65571e+11
33,1,1.64367e+12
34,0,3.21714e+11
34,1,3.2032e+12
35,0,2.94611e+11
35,1,1.56062e+12
36,0,3.11918e+11
36,1,3.04328e+12
37,0,3.25537e+11
37,1,3.61071e+12
38,0,3.30957e+11
38,1,3.20728e+12
39,0,3.03069e+11
39,1,2.89101e+12
40,0,3.09606e+11
40,1,2.34658e+12
41,0,2.94986e+11
41,1,2.74294e+12
42,0,3.03803e+11
42,1,2.33337e+12
43,0,2.73294e+11
43,1,1.64143e+12
44,0,2.78567e+11
44,1,1.99043e+12
45,0,3.05237e+11
45,1,2.61936e+12
46,0,2.91363e+11
46,1,1.42143e+12
47,0,2.88962e+11
47,1,3.63477e+12
48,0,2.77709e+11
48,1,2.32699e+12
49,0,2.71577e+11
49,1,1.76137e+12
50,0,2.93671e+11
50,1,2.78968e+12
51,0,2.93412e+11
51,1,2.95326e+12
52,0,2.93855e+11
52,1,1.56409e+12
53,0,2.81388e+11
53,1,2.27125e+12
54,0,3.06873e+11
54,1,3.43615e+12
55,0,3.04517e+11
55,1,3.46795e+12
56,0,2.96524e+11
56,1,2.6357e+12
57,0,3.08852e+11
57,1,3.21832e+12
58,0,2.96958e+11
58,1,2.41443e+12
59,0,2.58112e+11
59,1,1.1872e+12
60,0,3.16866e+11
60,1,2.92667e+12
61,0,2.57298e+11
61,1,2.17503e+12
62,0,2.7319e+11
62,1,2.77091e+12
63,0,2.7494e+11
63,1,1.80155e+12
64,0,2.86376e+11
64,1,2.57065e+12
65,0,2.53207e+11
65,1,9.24673e+11
66,0,2.85747e+11
66,1,2.3095e+12
67,0,2.92166e+11
67,1,2.48383e+12
68,0,3.14434e+11
68,1,4.27893e+12
69,0,2.93154e+11
69,1,2.48935e+12
70,0,2.94595e+11
70,1,2.66451e+12
71,0,2.73568e+11
71,1,1.95731e+12
72,0,2.80907e+11
72,1,2.73167e+12
73,0,2.58015e+11
73,1,1.33875e+12
74,0,2.80121e+11
74,1,2.18963e+12
75,0,2.45389e+11
75,1,2.97424e+12
76,0,2.55401e+11
76,1,1.9674e+12
77,0,2.55757e+11
77,1,1.5589e+12
78,0,2.94353e+11
78,1,2.77863e+12
79,0,2.88778e+11
79,1,3.18059e+12
80,0,2.81084e+11
80,1,2.45079e+12
81,0,2.58941e+11
81,1,1.08086e+12
82,0,3.05484e+11
82,1,2.60766e+12
83,0,3.04003e+11
83,1,3.35926e+12
