GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,5.72451e+11
0,1,4.27889e+12
1,0,5.98213e+11
1,1,4.55254e+12
2,0,5.46949e+11
2,1,2.99143e+12
3,0,5.51996e+11
3,1,3.78392e+12
4,0,5.71685e+11
4,1,4.95392e+12
5,0,5.30763e+11
5,1,3.57909e+12
6,0,5.16262e+11
6,1,2.91323e+12
7,0,5.07462e+11
7,1,3.4072e+12
8,0,5.14569e+11
8,1,2.39534e+12
9,0,5.29087e+11
9,1,2.93762e+12
10,0,5.29762e+11
10,1,3.26512e+12
11,0,4.61483e+11
11,1,2.76445e+12
12,0,5.11576e+11
12,1,3.86413e+12
13,0,4.53154e+11
13,1,3.45874e+12
14,0,5.48769e+11
14,1,3.88671e+12
15,0,5.77693e+11
15,1,3.0973e+12
16,0,5.69718e+11
16,1,3.80599e+12
17,0,5.0806e+11
17,1,2.22583e+12
18,0,5.30007e+11
18,1,3.89916e+12
19,0,5.31121e+11
19,1,3.93047e+12
20,0,5.43701e+11
20,1,4.83991e+12
21,0,5.26129e+11
21,1,3.20494e+12
22,0,4.84461e+11
22,1,1.82418e+12
23,0,5.35861e+11
23,1,2.99359e+12
24,0,5.75116e+11
24,1,3.71425e+12
25,0,5.17717e+11
25,1,2.75117e+12
26,0,4.2649e+11
26,1,1.25159e+12
27,0,5.21936e+11
27,1,4.13099e+12
28,0,5.36975e+11
28,1,2.89166e+12
29,0,4.8442e+11
29,1,3.11166e+12
30,0,5.04192e+11
30,1,3.90917e+12
31,0,5.31532e+11
31,1,5.03557e+12
32,0,4.74969e+11
32,1,2.03668e+12
33,0,4.63186e+11
33,1,2.15579e+12
34,0,5.22544e+11
34,1,3.44899e+12
35,0,5.06805e+11
35,1,1.99416e+12
36,0,5.21662e+11
36,1,3.23224e+12
37,0,5.41547e+11
37,1,4.18955e+12
38,0,5.59026e+11
38,1,3.71115e+12
39,0,5.2574e+11
39,1,3.32912e+12
40,0,5.36895e+11
40,1,2.63167e+12
41,0,5.20058e+11
41,1,3.35695e+12
42,0,4.83995e+11
42,1,2.6421e+12
43,0,4.43491e+11
43,1,1.89902e+12
44,0,4.58169e+11
44,1,2.36741e+12
45,0,5.19686e+11
45,1,3.12639e+12
46,0,5.02534e+11
46,1,1.7244e+12
47,0,4.89538e+11
47,1,3.90017e+12
48,0,4.65378e+11
48,1,2.72547e+12
49,0,4.4789e+11
49,1,1.93281e+12
50,0,4.76205e+11
50,1,2.91876e+12
51,0,5.00084e+11
51,1,3.45644e+12
52,0,4.99053e+11
52,1,1.95411e+12
53,0,4.80701e+11
53,1,2.51814e+12
54,0,5.2074e+11
54,1,3.77061e+12
55,0,5.22349e+11
55,1,3.97784e+12
56,0,4.75298e+11
56,1,2.79185e+12
57,0,5.07074e+11
57,1,3.59016e+12
58,0,4.95036e+11
58,1,2.89894e+12
59,0,4.43769e+11
59,1,1.6638e+12
60,0,5.46562e+11
60,1,3.55449e+12
61,0,4.74773e+11
61,1,2.71622e+12
62,0,5.06859e+11
62,1,3.36594e+12
63,0,4.72399e+11
63,1,2.27496e+12
64,0,4.99188e+11
64,1,3.00738e+12
65,0,4.37864e+11
65,1,1.40645e+12
66,0,4.87367e+11
66,1,2.73026e+12
67,0,5.08179e+11
67,1,2.9383e+12
68,0,5.25892e+11
68,1,4.61008e+12
69,0,4.96509e+11
69,1,2.76694e+12
70,0,4.42894e+11
70,1,2.92865e+12
71,0,4.54306e+11
71,1,2.29094e+12
72,0,4.62457e+11
72,1,3.07108e+12
73,0,4.62369e+11
73,1,1.82351e+12
74,0,5.03724e+11
74,1,2.76222e+12
75,0,4.44902e+11
75,1,3.43845e+12
76,0,4.60474e+11
76,1,2.521e+12
77,0,4.52491e+11
77,1,2.01927e+12
78,0,4.91655e+11
78,1,2.8298e+12
79,0,4.94099e+11
79,1,3.68691e+12
80,0,4.91416e+11
80,1,2.91288e+12
81,0,4.43464e+11
81,1,1.4573e+12
82,0,5.181e+11
82,1,3.10579e+12
83,0,5.26606e+11
83,1,3.80655e+12
