GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,9.98625e+11
0,1,5.11571e+12
1,0,9.18662e+11
1,1,3.72266e+12
2,0,9.29769e+11
2,1,3.48442e+12
3,0,8.99036e+11
3,1,3.67758e+12
4,0,9.32434e+11
4,1,4.58225e+12
5,0,9.43777e+11
5,1,4.24897e+12
6,0,9.20353e+11
6,1,3.3823e+12
7,0,9.34987e+11
7,1,4.26709e+12
8,0,9.13152e+11
8,1,2.80955e+12
9,0,9.23469e+11
9,1,3.41051e+12
10,0,9.62599e+11
10,1,3.81434e+12
11,0,8.90952e+11
11,1,2.81736e+12
12,0,9.64389e+11
12,1,4.34333e+12
13,0,9.26708e+11
13,1,3.98462e+12
14,0,9.59608e+11
14,1,4.58173e+12
15,0,9.02762e+11
15,1,3.18476e+12
16,0,9.89662e+11
16,1,4.55263e+12
17,0,8.67127e+11
17,1,2.81822e+12
18,0,8.97942e+11
18,1,4.5098e+12
19,0,9.07423e+11
19,1,4.19553e+12
20,0,9.23028e+11
20,1,5.02485e+12
21,0,9.16113e+11
21,1,3.81258e+12
22,0,7.70976e+11
22,1,2.18844e+12
23,0,8.83848e+11
23,1,3.24921e+12
24,0,9.28614e+11
24,1,3.62208e+12
25,0,9.34687e+11
25,1,3.33785e+12
26,0,8.1678e+11
26,1,2.08913e+12
27,0,9.78618e+11
27,1,4.88801e+12
28,0,8.90465e+11
28,1,3.40126e+12
29,0,8.54536e+11
29,1,3.35075e+12
30,0,8.61005e+11
30,1,4.31139e+12
31,0,9.29335e+11
31,1,5.8353e+12
32,0,7.91168e+11
32,1,2.38542e+12
33,0,8.22284e+11
33,1,2.87732e+12
34,0,8.34411e+11
34,1,3.4906e+12
35,0,8.87567e+11
35,1,2.79055e+12
36,0,8.40069e+11
36,1,3.20361e+12
37,0,9.22092e+11
37,1,4.95177e+12
38,0,9.45059e+11
38,1,4.08656e+12
39,0,9.22737e+11
39,1,3.94113e+12
40,0,9.17647e+11
40,1,2.89135e+12
41,0,9.41255e+11
41,1,3.32938e+12
42,0,8.36176e+11
42,1,3.20644e+12
43,0,8.19026e+11
43,1,2.79714e+12
44,0,8.1247e+11
44,1,2.92227e+12
45,0,8.75294e+11
45,1,3.74646e+12
46,0,8.3614e+11
46,1,2.31766e+12
47,0,8.26462e+11
47,1,4.18673e+12
48,0,8.22899e+11
48,1,3.29976e+12
49,0,7.90364e+11
49,1,2.4365e+12
50,0,7.80551e+11
50,1,2.7295e+12
51,0,9.15089e+11
51,1,4.17655e+12
52,0,8.63727e+11
52,1,2.59468e+12
53,0,8.2545e+11
53,1,2.70589e+12
54,0,9.35477e+11
54,1,3.97651e+12
55,0,9.64194e+11
55,1,4.83572e+12
56,0,8.29322e+11
56,1,3.01632e+12
57,0,9.07737e+11
57,1,4.22071e+12
58,0,9.06757e+11
58,1,3.81211e+12
59,0,8.21963e+11
59,1,2.55976e+12
60,0,9.11074e+11
60,1,4.05529e+12
61,0,8.70073e+11
61,1,3.22179e+12
62,0,9.05144e+11
62,1,4.14597e+12
63,0,8.08884e+11
63,1,2.7984e+12
64,0,8.57886e+11
64,1,3.53374e+12
65,0,7.69376e+11
65,1,2.12084e+12
66,0,8.41618e+11
66,1,3.35545e+12
67,0,9.19185e+11
67,1,3.68341e+12
68,0,9.29067e+11
68,1,5.02729e+12
69,0,8.81638e+11
69,1,3.17487e+12
70,0,8.64132e+11
70,1,3.62187e+12
71,0,8.21552e+11
71,1,2.7027e+12
72,0,8.57018e+11
72,1,3.70548e+12
73,0,8.19804e+11
73,1,2.41309e+12
74,0,8.56617e+11
74,1,3.41582e+12
75,0,7.85585e+11
75,1,3.8385e+12
76,0,8.16297e+11
76,1,3.28776e+12
77,0,7.82503e+11
77,1,2.62729e+12
78,0,8.3519e+11
78,1,2.94484e+12
79,0,8.6808e+11
79,1,4.43497e+12
80,0,8.79617e+11
80,1,3.48597e+12
81,0,8.36795e+11
81,1,2.3716e+12
82,0,9.3664e+11
82,1,3.81436e+12
83,0,8.78435e+11
83,1,4.21295e+12
