Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
13, 2,1.74936e+09,0,3.45768e+08,2.77293e+06,2.00455e+06,2.47487e+06,2.34164e+08,2.38011e+08,1.57609e+08
14, 2,1.65338e+09,0,3.28651e+08,2.45501e+06,1.82881e+06,2.13418e+06,2.09935e+08,2.13121e+08,1.42069e+08
15, 2,1.56862e+09,0,3.0628e+08,2.14801e+06,1.6651e+06,1.89198e+06,1.8933e+08,1.92731e+08,1.27979e+08
16, 2,1.56705e+09,0,3.03621e+08,1.82374e+06,1.50175e+06,1.7012e+06,1.73153e+08,1.76407e+08,1.17053e+08
17, 2,1.57403e+09,0,3.10866e+08,1.87049e+06,1.07117e+06,1.89704e+06,1.77448e+08,1.83699e+08,1.19941e+08
18, 2,1.61358e+09,0,3.13435e+08,2.7573e+06,1.01537e+06,2.37751e+06,2.12822e+08,2.12812e+08,1.41335e+08
19, 2,1.67653e+09,0,3.18036e+08,3.27927e+06,1.17073e+06,2.60505e+06,2.33701e+08,2.27224e+08,1.53215e+08
20, 2,1.73859e+09,0,3.27845e+08,3.74971e+06,1.31734e+06,3.03034e+06,2.61504e+08,2.45312e+08,1.69427e+08
21, 2,1.78696e+09,0,3.39196e+08,3.92813e+06,1.66897e+06,3.45361e+06,2.94881e+08,2.7546e+08,1.8825e+08
22, 2,1.88237e+09,0,3.55517e+08,3.58039e+06,1.46663e+06,2.99866e+06,2.61938e+08,2.45625e+08,1.68557e+08
23, 2,1.93748e+09,0,3.65646e+08,3.24853e+06,1.29933e+06,2.65444e+06,2.35959e+08,2.19109e+08,1.50219e+08
24, 2,1.94123e+09,0,3.64453e+08,2.94123e+06,1.1579e+06,2.37504e+06,2.12782e+08,1.95639e+08,1.34398e+08
25, 3,1.8723e+09,0,3.55808e+08,2.64554e+06,1.02457e+06,2.13872e+06,1.92316e+08,1.75639e+08,1.20588e+08
26, 3,1.74843e+09,0,3.40539e+08,2.35308e+06,909692,1.9306e+06,1.74468e+08,1.5771e+08,1.08057e+08
27, 3,1.67697e+09,0,3.21633e+08,2.05339e+06,812827,1.74361e+06,1.58767e+08,1.42574e+08,9.7832e+07
28, 3,1.69714e+09,0,3.15263e+08,1.74282e+06,724959,1.55238e+06,1.46983e+08,1.30293e+08,8.95475e+07
29, 3,1.72337e+09,0,3.12944e+08,1.96569e+06,697275,1.66507e+06,1.57394e+08,1.35827e+08,9.50997e+07
30, 3,1.79265e+09,0,3.17827e+08,2.87815e+06,720617,2.1589e+06,1.92904e+08,1.5622e+08,1.17516e+08
31, 3,1.87699e+09,0,3.23649e+08,3.49726e+06,711326,2.52274e+06,2.13569e+08,1.69124e+08,1.31661e+08
32, 3,1.97889e+09,0,3.33382e+08,4.37493e+06,761299,2.76192e+06,2.38034e+08,1.87794e+08,1.4765e+08
33, 3,2.05117e+09,0,3.4394e+08,5.15409e+06,1.0228e+06,3.20603e+06,2.67323e+08,2.17455e+08,1.66203e+08
34, 3,2.12322e+09,0,3.57625e+08,4.64268e+06,914100,2.89321e+06,2.3564e+08,1.94807e+08,1.46651e+08
35, 3,2.14984e+09,0,3.67193e+08,4.21156e+06,833301,2.61666e+06,2.08706e+08,1.73867e+08,1.30153e+08
36, 3,2.08295e+09,0,3.68866e+08,3.81486e+06,764239,2.38197e+06,1.8487e+08,1.55017e+08,1.15641e+08
37, 4,1.93781e+09,0,3.57547e+08,3.40983e+06,701344,2.16633e+06,1.63975e+08,1.37286e+08,1.03313e+08
38, 4,1.72342e+09,0,3.31012e+08,3.05812e+06,643102,1.96926e+06,1.47404e+08,1.22826e+08,9.24619e+07
39, 4,1.59888e+09,0,3.10775e+08,2.68752e+06,591305,1.78824e+06,1.29612e+08,1.10944e+08,8.35209e+07
40, 4,1.58915e+09,0,3.00143e+08,2.32206e+06,543485,1.60079e+06,1.16928e+08,1.01433e+08,7.64208e+07
41, 4,1.60961e+09,0,2.94604e+08,2.62723e+06,627786,1.78396e+06,1.23941e+08,1.05558e+08,8.06335e+07
42, 4,1.67739e+09,0,3.02394e+08,3.7147e+06,676907,2.36451e+06,1.58019e+08,1.2182e+08,9.84796e+07
43, 4,1.74955e+09,0,3.11497e+08,4.4034e+06,827067,2.91116e+06,1.81481e+08,1.3265e+08,1.10733e+08
44, 4,1.83489e+09,0,3.25587e+08,5.25259e+06,995448,3.55358e+06,2.06906e+08,1.50292e+08,1.25468e+08
45, 4,1.91104e+09,0,3.44779e+08,6.15037e+06,1.23487e+06,4.11605e+06,2.38961e+08,1.76275e+08,1.46189e+08
46, 4,1.97997e+09,0,3.65076e+08,5.55706e+06,1.11798e+06,3.66689e+06,2.13166e+08,1.59342e+08,1.30918e+08
47, 4,2.01261e+09,0,3.82926e+08,5.02452e+06,1.01063e+06,3.29778e+06,1.89882e+08,1.43087e+08,1.17687e+08
48, 4,1.97421e+09,0,3.93379e+08,4.5375e+06,908397,2.98022e+06,1.68406e+08,1.28874e+08,1.05942e+08
49, 5,1.87377e+09,0,3.88451e+08,4.08472e+06,811039,2.69941e+06,1.50772e+08,1.16003e+08,9.56076e+07
50, 5,1.75922e+09,0,3.77185e+08,3.64834e+06,722910,2.44042e+06,1.35439e+08,1.05055e+08,8.54234e+07
51, 5,1.63565e+09,0,3.58679e+08,3.21478e+06,649720,2.20336e+06,1.22412e+08,9.54294e+07,7.75034e+07
52, 5,1.63142e+09,0,3.48477e+08,2.77591e+06,579841,1.95119e+06,1.1174e+08,8.81633e+07,7.11782e+07
53, 5,1.61187e+09,0,3.47911e+08,3.18619e+06,435338,2.17987e+06,1.20815e+08,9.39237e+07,7.78413e+07
54, 5,1.6684e+09,0,3.55012e+08,4.70692e+06,447655,2.83821e+06,1.55489e+08,1.12796e+08,9.90051e+07
55, 5,1.75058e+09,0,3.61685e+08,5.46595e+06,497403,3.26397e+06,1.80331e+08,1.27556e+08,1.13364e+08
56, 5,1.82942e+09,0,3.70313e+08,6.36254e+06,533224,3.97749e+06,2.07497e+08,1.47629e+08,1.32627e+08
57, 5,1.89512e+09,0,3.83126e+08,5.70168e+06,610584,4.70429e+06,2.40404e+08,1.78176e+08,1.55489e+08
58, 5,1.96143e+09,0,3.96178e+08,5.13756e+06,547785,4.07065e+06,2.12206e+08,1.60556e+08,1.38375e+08
59, 5,1.9755e+09,0,4.03663e+08,4.64467e+06,497399,3.68931e+06,1.89995e+08,1.44993e+08,1.23922e+08
60, 5,1.91506e+09,0,4.03264e+08,4.20556e+06,451791,3.36059e+06,1.69802e+08,1.30896e+08,1.10808e+08
61, 6,1.81981e+09,0,3.91235e+08,3.78944e+06,416215,3.0631e+06,1.52701e+08,1.18375e+08,9.95552e+07
62, 6,1.66151e+09,0,3.73522e+08,3.39669e+06,391112,2.78699e+06,1.37708e+08,1.07023e+08,8.9486e+07
63, 6,1.55158e+09,0,3.51327e+08,3.00276e+06,368061,2.5194e+06,1.24859e+08,9.70793e+07,8.12295e+07
64, 6,1.54921e+09,0,3.42053e+08,2.59824e+06,344537,2.25233e+06,1.14581e+08,8.96011e+07,7.48282e+07
65, 6,1.58501e+09,0,3.39797e+08,2.55425e+06,362610,2.42586e+06,1.21681e+08,9.47778e+07,7.93922e+07
66, 6,1.65018e+09,0,3.41867e+08,3.3362e+06,384287,3.04947e+06,1.53766e+08,1.15037e+08,9.80284e+07
67, 6,1.72045e+09,0,3.49785e+08,4.44916e+06,414154,3.26599e+06,1.75724e+08,1.2821e+08,1.10516e+08
68, 6,1.80495e+09,0,3.60096e+08,6.07197e+06,460239,3.31035e+06,2.01952e+08,1.46982e+08,1.25818e+08
69, 6,1.87773e+09,0,3.76496e+08,8.42594e+06,565190,3.7216e+06,2.3279e+08,1.73476e+08,1.46752e+08
70, 6,1.96092e+09,0,3.91085e+08,7.71762e+06,517856,3.36001e+06,2.05468e+08,1.54017e+08,1.29756e+08
71, 6,1.99136e+09,0,4.01789e+08,7.08419e+06,466662,3.05616e+06,1.82766e+08,1.3846e+08,1.158e+08
72, 6,1.95905e+09,0,4.02868e+08,6.49137e+06,424842,2.79771e+06,1.63217e+08,1.2451e+08,1.03403e+08
73, 7,1.8713e+09,0,3.96747e+08,5.92937e+06,385933,2.56298e+06,1.46381e+08,1.1196e+08,9.28943e+07
74, 7,1.7417e+09,0,3.82715e+08,5.38737e+06,350345,2.34325e+06,1.31557e+08,1.01065e+08,8.39263e+07
75, 7,1.65521e+09,0,3.65764e+08,4.83425e+06,319601,2.13585e+06,1.18993e+08,9.16675e+07,7.6299e+07
76, 7,1.66813e+09,0,3.61715e+08,4.24871e+06,291723,1.92407e+06,1.08767e+08,8.45988e+07,7.00792e+07
77, 7,1.69315e+09,0,3.6544e+08,4.53818e+06,323136,2.16523e+06,1.16589e+08,8.75471e+07,7.57274e+07
78, 7,1.77451e+09,0,3.77553e+08,4.19258e+06,398752,2.75298e+06,1.49625e+08,1.03301e+08,9.56935e+07
79, 7,1.86792e+09,0,3.84469e+08,4.31274e+06,536948,3.14999e+06,1.70337e+08,1.15895e+08,1.08656e+08
80, 7,1.96279e+09,0,3.99495e+08,4.55969e+06,694160,3.5874e+06,1.93391e+08,1.33794e+08,1.24394e+08
81, 7,2.03493e+09,0,4.15438e+08,4.84777e+06,914573,3.91778e+06,2.19954e+08,1.59205e+08,1.45304e+08
82, 7,2.10642e+09,0,4.31529e+08,4.41918e+06,818207,3.47938e+06,1.93748e+08,1.4216e+08,1.28967e+08
83, 7,2.15206e+09,0,4.41986e+08,4.0264e+06,725552,3.11532e+06,1.71754e+08,1.27799e+08,1.15615e+08
84, 7,2.12971e+09,0,4.42136e+08,3.6796e+06,641547,2.79841e+06,1.52582e+08,1.14411e+08,1.02657e+08
85, 8,2.02288e+09,0,4.31169e+08,3.35701e+06,566524,2.51609e+06,1.36511e+08,1.02532e+08,9.14026e+07
86, 8,1.87491e+09,0,4.04723e+08,3.00574e+06,488115,2.24586e+06,1.224e+08,9.26542e+07,8.16282e+07
87, 8,1.76506e+09,0,3.78248e+08,2.68848e+06,425529,2.01622e+06,1.10755e+08,8.45678e+07,7.36395e+07
88, 8,1.77539e+09,0,3.65183e+08,2.36328e+06,363865,1.79707e+06,1.01468e+08,7.81891e+07,6.73774e+07
89, 8,1.77209e+09,0,3.67205e+08,2.63282e+06,340117,1.91536e+06,1.08533e+08,8.39476e+07,7.31303e+07
90, 8,1.82398e+09,0,3.77048e+08,3.60826e+06,308118,2.38396e+06,1.38484e+08,9.84264e+07,9.11917e+07
91, 8,1.89533e+09,0,3.88904e+08,4.0001e+06,358284,2.79046e+06,1.58025e+08,1.10185e+08,1.03751e+08
92, 8,1.97723e+09,0,4.07017e+08,4.36419e+06,445141,3.10162e+06,1.81278e+08,1.27312e+08,1.18796e+08
93, 8,2.04843e+09,0,4.24545e+08,4.891e+06,573060,3.39718e+06,2.08279e+08,1.55225e+08,1.36941e+08
94, 8,2.12114e+09,0,4.29416e+08,4.38112e+06,514344,3.08107e+06,1.82873e+08,1.411e+08,1.2158e+08
95, 8,2.15655e+09,0,4.28672e+08,3.98085e+06,465286,2.79663e+06,1.62373e+08,1.28663e+08,1.08852e+08
96, 8,2.11006e+09,0,4.23525e+08,3.62412e+06,416764,2.54571e+06,1.45336e+08,1.17385e+08,9.75751e+07
97, 9,2.00794e+09,0,3.94565e+08,3.28931e+06,374121,2.32215e+06,1.30382e+08,1.06746e+08,8.78205e+07
98, 9,1.85765e+09,0,3.63459e+08,2.96848e+06,337627,2.1163e+06,1.17148e+08,9.75247e+07,7.93586e+07
99, 9,1.74344e+09,0,3.38249e+08,2.64883e+06,308703,1.92141e+06,1.06382e+08,8.98003e+07,7.22795e+07
100, 9,1.72404e+09,0,3.18021e+08,2.31171e+06,284852,1.72419e+06,9.77413e+07,8.34609e+07,6.64638e+07
101, 9,1.72646e+09,0,3.22636e+08,2.53372e+06,284438,1.92023e+06,1.04695e+08,8.83579e+07,7.22164e+07
102, 9,1.78813e+09,0,3.28164e+08,3.40021e+06,304601,2.51133e+06,1.34584e+08,1.03917e+08,9.14968e+07
103, 9,1.86463e+09,0,3.35777e+08,4.04079e+06,310981,2.79218e+06,1.55536e+08,1.15842e+08,1.04934e+08
104, 9,1.95047e+09,0,3.45257e+08,4.73379e+06,324029,3.39671e+06,1.7965e+08,1.33746e+08,1.21117e+08
105, 9,2.00802e+09,0,3.5906e+08,5.38218e+06,316546,3.65734e+06,2.09435e+08,1.59251e+08,1.41077e+08
106, 9,2.07683e+09,0,3.74663e+08,4.86185e+06,281100,3.24752e+06,1.86841e+08,1.43037e+08,1.26293e+08
107, 9,2.11879e+09,0,3.82713e+08,4.3912e+06,249644,2.90642e+06,1.67961e+08,1.30366e+08,1.13923e+08
108, 9,2.06584e+09,0,3.83383e+08,3.95724e+06,221079,2.61412e+06,1.51614e+08,1.18775e+08,1.0297e+08
109, 10,1.97067e+09,0,3.74121e+08,3.55469e+06,195943,2.35841e+06,1.37214e+08,1.08151e+08,9.33006e+07
110, 10,1.82164e+09,0,3.53114e+08,3.16815e+06,173331,2.12638e+06,1.24052e+08,9.80259e+07,8.47094e+07
111, 10,1.73134e+09,0,3.3367e+08,2.79474e+06,154157,1.92417e+06,1.12674e+08,8.97007e+07,7.73956e+07
112, 10,1.72355e+09,0,3.25507e+08,2.41665e+06,137234,1.71107e+06,1.03059e+08,8.29477e+07,7.14977e+07
113, 10,1.70807e+09,0,3.32651e+08,2.58603e+06,131699,1.88924e+06,1.1264e+08,8.82039e+07,7.7318e+07
114, 10,1.75252e+09,0,3.40404e+08,3.61797e+06,139482,2.49401e+06,1.4799e+08,1.05568e+08,9.78434e+07
115, 10,1.8318e+09,0,3.50111e+08,4.06963e+06,159979,2.73283e+06,1.69198e+08,1.19499e+08,1.11917e+08
116, 10,1.93281e+09,0,3.56683e+08,4.65779e+06,190195,3.25361e+06,1.93497e+08,1.37941e+08,1.29466e+08
117, 10,1.9973e+09,0,3.75166e+08,4.90722e+06,278804,4.10069e+06,2.2193e+08,1.6635e+08,1.50189e+08
118, 10,2.07273e+09,0,3.90541e+08,4.39722e+06,252638,3.67378e+06,1.95749e+08,1.50098e+08,1.34002e+08
119, 10,2.0956e+09,0,4.06145e+08,3.93013e+06,233562,3.32645e+06,1.75099e+08,1.35852e+08,1.19908e+08
120, 10,2.05877e+09,0,3.97056e+08,3.50514e+06,216628,3.02439e+06,1.57277e+08,1.22934e+08,1.08029e+08
121, 11,1.94186e+09,0,3.89533e+08,3.11087e+06,202410,2.75325e+06,1.42042e+08,1.11644e+08,9.75646e+07
122, 11,1.78222e+09,0,3.74566e+08,2.74032e+06,191356,2.50398e+06,1.28395e+08,1.01203e+08,8.80215e+07
123, 11,1.67812e+09,0,3.56463e+08,2.38287e+06,180587,2.2737e+06,1.1648e+08,9.21432e+07,8.02557e+07
124, 11,1.6648e+09,0,3.51082e+08,2.03029e+06,170015,2.04618e+06,1.0708e+08,8.49454e+07,7.40773e+07
125, 11,1.6641e+09,0,3.53842e+08,2.23811e+06,180263,2.20695e+06,1.13101e+08,9.13274e+07,7.73853e+07
126, 11,1.69802e+09,0,3.61194e+08,3.35663e+06,194396,2.87526e+06,1.443e+08,1.13111e+08,9.53799e+07
127, 11,1.75899e+09,0,3.64946e+08,3.99926e+06,190206,3.1584e+06,1.63374e+08,1.27679e+08,1.08267e+08
128, 11,1.84267e+09,0,3.7618e+08,4.47457e+06,210563,3.77225e+06,1.84798e+08,1.47656e+08,1.23448e+08
129, 11,1.90832e+09,0,3.93266e+08,4.89229e+06,298927,4.60839e+06,2.08784e+08,1.76136e+08,1.42607e+08
130, 11,1.98507e+09,0,4.14683e+08,4.39418e+06,261027,4.14581e+06,1.83348e+08,1.57605e+08,1.25418e+08
131, 11,2.02227e+09,0,4.27184e+08,3.9546e+06,227199,3.70633e+06,1.62482e+08,1.4246e+08,1.11309e+08
132, 11,1.97887e+09,0,4.27513e+08,3.55195e+06,197332,3.34375e+06,1.44248e+08,1.29653e+08,9.88716e+07
133, 12,1.87667e+09,0,4.09901e+08,3.17456e+06,171757,3.00907e+06,1.28446e+08,1.17137e+08,8.82012e+07
134, 12,1.70938e+09,0,3.83357e+08,2.82104e+06,150228,2.71279e+06,1.15113e+08,1.06133e+08,7.93423e+07
135, 12,1.5914e+09,0,3.63452e+08,2.47562e+06,132554,2.44137e+06,1.04421e+08,9.68367e+07,7.17759e+07
136, 12,1.58141e+09,0,3.5153e+08,2.16118e+06,118134,2.16258e+06,9.57115e+07,8.9414e+07,6.57653e+07
137, 12,1.61282e+09,0,3.56869e+08,2.2661e+06,127450,2.48617e+06,1.03391e+08,9.3625e+07,7.01073e+07
138, 12,1.69055e+09,0,3.63809e+08,3.01189e+06,162687,3.28332e+06,1.33931e+08,1.10268e+08,8.72697e+07
139, 12,1.77325e+09,0,3.67692e+08,3.32823e+06,200152,3.60739e+06,1.53065e+08,1.2421e+08,9.9817e+07
140, 12,1.89521e+09,0,3.71752e+08,3.74072e+06,252250,3.98216e+06,1.76177e+08,1.40926e+08,1.14927e+08
141, 12,1.97779e+09,0,3.83798e+08,4.22574e+06,319058,4.39912e+06,2.05869e+08,1.71392e+08,1.35947e+08
142, 12,2.0579e+09,0,4.02583e+08,3.83539e+06,301167,4.09287e+06,1.83895e+08,1.54998e+08,1.21226e+08
143, 12,2.10314e+09,0,4.10243e+08,3.47977e+06,281519,3.79426e+06,1.65471e+08,1.39749e+08,1.08649e+08
144, 12,2.08835e+09,0,4.06672e+08,3.15908e+06,263352,3.51521e+06,1.49363e+08,1.26234e+08,9.79204e+07
145, 13,2.01306e+09,0,3.85198e+08,2.86555e+06,246362,3.24659e+06,1.35236e+08,1.14211e+08,8.7467e+07
146, 13,1.88902e+09,0,3.56107e+08,2.58691e+06,230043,2.95811e+06,1.22405e+08,1.03121e+08,7.89456e+07
147, 13,1.81216e+09,0,3.34599e+08,2.31371e+06,214279,2.70408e+06,1.11286e+08,9.39644e+07,7.19024e+07
148, 13,1.81652e+09,0,3.25673e+08,2.02982e+06,198840,2.4381e+06,1.02459e+08,8.64478e+07,6.6081e+07
149, 13,1.79467e+09,0,3.29651e+08,2.19307e+06,200556,2.62655e+06,1.09714e+08,9.09311e+07,7.11388e+07
150, 13,1.85039e+09,0,3.34423e+08,3.06673e+06,210418,3.31912e+06,1.40441e+08,1.08366e+08,8.88986e+07
151, 13,1.93074e+09,0,3.44154e+08,3.46548e+06,292401,3.60313e+06,1.58989e+08,1.21563e+08,1.00975e+08
152, 13,2.02838e+09,0,3.60796e+08,4.02225e+06,354566,4.21277e+06,1.81921e+08,1.377e+08,1.16869e+08
153, 13,2.12062e+09,0,3.81422e+08,4.71262e+06,428846,4.78007e+06,2.08951e+08,1.64053e+08,1.3633e+08
154, 13,2.1867e+09,0,4.04048e+08,4.2716e+06,362642,4.24895e+06,1.85019e+08,1.48361e+08,1.21885e+08
155, 13,2.1987e+09,0,4.19642e+08,3.90587e+06,314054,3.79984e+06,1.64762e+08,1.34258e+08,1.09322e+08
156, 13,2.1235e+09,0,4.20733e+08,3.57288e+06,278800,3.39307e+06,1.47111e+08,1.21223e+08,9.81482e+07
157, 14,1.97872e+09,0,4.26122e+08,3.2655e+06,251348,3.03458e+06,1.31954e+08,1.09654e+08,8.82795e+07
158, 14,1.78293e+09,0,4.04564e+08,2.9712e+06,233673,2.70882e+06,1.17991e+08,9.95513e+07,7.93912e+07
159, 14,1.65906e+09,0,3.75819e+08,2.6776e+06,217766,2.41225e+06,1.06723e+08,9.08772e+07,7.19691e+07
160, 14,1.64724e+09,0,3.60722e+08,2.36728e+06,202903,2.12073e+06,9.76813e+07,8.41817e+07,6.60693e+07
161, 14,1.6512e+09,0,3.58515e+08,2.53548e+06,140133,2.23342e+06,1.02966e+08,8.9417e+07,7.03298e+07
162, 14,1.69969e+09,0,3.61944e+08,3.48462e+06,174488,2.84161e+06,1.33979e+08,1.06502e+08,8.76858e+07
163, 14,1.75844e+09,0,3.74636e+08,3.78279e+06,213493,3.01485e+06,1.54258e+08,1.17401e+08,9.98904e+07
164, 14,1.83223e+09,0,3.91865e+08,4.57205e+06,346448,3.63327e+06,1.77757e+08,1.35078e+08,1.15707e+08
165, 14,1.8877e+09,0,4.03326e+08,4.92585e+06,537768,4.54955e+06,2.06309e+08,1.61541e+08,1.36367e+08
166, 14,1.95727e+09,0,4.15917e+08,4.46483e+06,504715,4.20859e+06,1.82357e+08,1.47056e+08,1.21485e+08
167, 14,1.99691e+09,0,4.16607e+08,4.05024e+06,469939,3.87896e+06,1.62634e+08,1.33875e+08,1.09079e+08
168, 14,1.95132e+09,0,4.08716e+08,3.67527e+06,437985,3.57883e+06,1.45942e+08,1.22081e+08,9.81968e+07
169, 15,1.82489e+09,0,3.88227e+08,3.32372e+06,408303,3.29731e+06,1.31632e+08,1.11621e+08,8.85228e+07
170, 15,1.64057e+09,0,3.6504e+08,2.98832e+06,380544,3.03793e+06,1.18621e+08,1.02262e+08,8.02695e+07
171, 15,1.53563e+09,0,3.46711e+08,2.66094e+06,354225,2.79672e+06,1.07921e+08,9.42567e+07,7.34291e+07
172, 15,1.53456e+09,0,3.32987e+08,2.33872e+06,326156,2.56685e+06,9.89997e+07,8.76663e+07,6.76376e+07
173, 15,1.55205e+09,0,3.31986e+08,2.61772e+06,353779,2.79029e+06,1.05872e+08,9.25151e+07,7.19158e+07
174, 15,1.6192e+09,0,3.3365e+08,3.63786e+06,544868,3.51937e+06,1.38721e+08,1.09275e+08,9.13724e+07
175, 15,1.69565e+09,0,3.39544e+08,3.9278e+06,892369,3.69642e+06,1.59484e+08,1.2202e+08,1.05955e+08
176, 15,1.80156e+09,0,3.53213e+08,4.26064e+06,1.20598e+06,4.15748e+06,1.84644e+08,1.40166e+08,1.2375e+08
177, 15,1.87516e+09,0,3.60858e+08,4.38596e+06,1.24804e+06,4.90293e+06,2.12471e+08,1.6825e+08,1.44098e+08
178, 15,1.94891e+09,0,3.73164e+08,3.83838e+06,874775,4.48132e+06,1.88691e+08,1.52641e+08,1.28758e+08
179, 15,1.98802e+09,0,3.83668e+08,3.43402e+06,643989,4.07501e+06,1.68781e+08,1.39285e+08,1.15994e+08
180, 15,1.97012e+09,0,3.80651e+08,3.08336e+06,505100,3.70731e+06,1.5172e+08,1.27151e+08,1.04756e+08
181, 16,1.89089e+09,0,3.70759e+08,2.76007e+06,406270,3.29922e+06,1.36398e+08,1.16102e+08,9.47694e+07
182, 16,1.78601e+09,0,3.49329e+08,2.46435e+06,334844,2.9531e+06,1.23282e+08,1.06245e+08,8.60839e+07
183, 16,1.70282e+09,0,3.31693e+08,2.17881e+06,286803,2.65561e+06,1.11729e+08,9.74843e+07,7.83787e+07
184, 16,1.71953e+09,0,3.22685e+08,1.89557e+06,246913,2.38514e+06,1.02279e+08,9.03389e+07,7.18851e+07
185, 16,1.71017e+09,0,3.32972e+08,2.16589e+06,276800,2.64903e+06,1.09963e+08,9.71879e+07,7.71645e+07
186, 16,1.76384e+09,0,3.41888e+08,3.09291e+06,314542,3.26399e+06,1.42638e+08,1.16631e+08,9.84349e+07
187, 16,1.84472e+09,0,3.53769e+08,3.68191e+06,392820,3.65003e+06,1.65378e+08,1.31404e+08,1.12303e+08
188, 16,1.92463e+09,0,3.68964e+08,4.13873e+06,403195,4.17054e+06,1.88323e+08,1.53817e+08,1.29777e+08
189, 16,1.99164e+09,0,3.80755e+08,4.75966e+06,732171,5.02065e+06,2.16975e+08,1.84653e+08,1.50862e+08
190, 16,2.06795e+09,0,3.91633e+08,4.29053e+06,680155,4.47006e+06,1.90602e+08,1.65632e+08,1.33161e+08
191, 16,2.10252e+09,0,3.98323e+08,3.84275e+06,638859,3.96827e+06,1.6942e+08,1.48611e+08,1.19069e+08
192, 16,2.07879e+09,0,3.91295e+08,3.42433e+06,602699,3.53004e+06,1.51124e+08,1.33309e+08,1.06897e+08
193, 17,1.98067e+09,0,3.75601e+08,3.04015e+06,569993,3.14631e+06,1.36005e+08,1.19901e+08,9.64029e+07
194, 17,1.81354e+09,0,3.48201e+08,2.67484e+06,538651,2.80858e+06,1.23002e+08,1.06929e+08,8.74747e+07
195, 17,1.67642e+09,0,3.25854e+08,2.31349e+06,511856,2.49638e+06,1.1157e+08,9.67229e+07,7.99651e+07
196, 17,1.65803e+09,0,3.17415e+08,1.95561e+06,484853,2.21752e+06,1.02198e+08,8.89213e+07,7.35097e+07
197, 17,1.6456e+09,0,3.18091e+08,2.25309e+06,575098,2.33028e+06,1.08998e+08,9.35872e+07,7.88045e+07
198, 17,1.69375e+09,0,3.17669e+08,2.98337e+06,798524,2.56761e+06,1.38237e+08,1.12301e+08,9.87793e+07
199, 17,1.76787e+09,0,3.22057e+08,3.45824e+06,1.0347e+06,2.78638e+06,1.56247e+08,1.25365e+08,1.11417e+08
200, 17,1.8709e+09,0,3.31196e+08,3.90142e+06,1.33512e+06,3.36356e+06,1.78733e+08,1.4569e+08,1.26462e+08
201, 17,1.95372e+09,0,3.4494e+08,4.03486e+06,1.95962e+06,4.25703e+06,2.04476e+08,1.79424e+08,1.44858e+08
202, 17,2.03902e+09,0,3.60743e+08,3.62931e+06,1.65864e+06,3.95824e+06,1.82169e+08,1.63112e+08,1.2942e+08
203, 17,2.06124e+09,0,3.71048e+08,3.2804e+06,1.41397e+06,3.60435e+06,1.63304e+08,1.48009e+08,1.15746e+08
204, 17,2.01751e+09,0,3.74123e+08,2.96367e+06,1.2224e+06,3.27436e+06,1.4642e+08,1.33849e+08,1.03199e+08
205, 18,1.85628e+09,0,3.6917e+08,2.6751e+06,1.06301e+06,2.9668e+06,1.31239e+08,1.20565e+08,9.17019e+07
206, 18,1.65246e+09,0,3.53748e+08,2.4083e+06,919760,2.70594e+06,1.17911e+08,1.09081e+08,8.23687e+07
