"var","x","y"
2.48425197601318,-0.75,46.25
2.63189005851746,-0.25,46.25
2.51378011703491,0.25,46.25
3.34055089950562,0.75,46.25
5.34842491149902,1.25,46.25
4.81692886352539,1.75,46.25
4.9940938949585,2.25,46.25
3.81299209594727,2.75,46.25
2.72047209739685,3.25,46.25
4.78740215301514,3.75,46.25
5.46653604507446,4.25,46.25
1.95275604724884,4.75,46.25
4.13779497146606,5.25,46.25
4.16732311248779,5.75,46.25
2.60236191749573,-0.75,46.75
2.69094491004944,-0.25,46.75
2.39566898345947,0.25,46.75
2.54330706596375,0.75,46.75
3.07480311393738,1.25,46.75
2.33661389350891,1.75,46.75
2.57283496856689,2.25,46.75
2.51378011703491,2.75,46.75
3.66535401344299,3.25,46.75
4.61023616790771,3.75,46.75
4.61023616790771,4.25,46.75
2.42519688606262,4.75,46.75
2.92716503143311,5.25,46.75
4.10826778411865,5.75,46.75
2.33661389350891,-0.75,47.25
2.2480309009552,-0.25,47.25
2.54330706596375,0.25,47.25
2.45472407341003,0.75,47.25
2.54330706596375,1.25,47.25
2.27755904197693,1.75,47.25
3.34055089950562,2.25,47.25
2.42519688606262,2.75,47.25
3.78346490859985,3.25,47.25
4.52165412902832,3.75,47.25
4.49212598800659,4.25,47.25
2.95669293403625,4.75,47.25
2.63189005851746,5.25,47.25
2.57283496856689,5.75,47.25
2.27755904197693,-0.75,47.75
2.2480309009552,-0.25,47.75
2.75,0.25,47.75
2.57283496856689,0.75,47.75
2.51378011703491,1.25,47.75
3.10433101654053,1.75,47.75
2.51378011703491,2.25,47.75
2.33661389350891,2.75,47.75
2.30708694458008,3.25,47.75
1.98228299617767,3.75,47.75
2.36614203453064,4.25,47.75
2.89763808250427,4.75,47.75
2.33661389350891,5.25,47.75
2.86810994148254,5.75,47.75
2.54330706596375,-0.75,48.25
2.57283496856689,-0.25,48.25
2.21850395202637,0.25,48.25
2.30708694458008,0.75,48.25
2.51378011703491,1.25,48.25
2.21850395202637,1.75,48.25
2.33661389350891,2.25,48.25
2.60236191749573,2.75,48.25
2.30708694458008,3.25,48.25
2.27755904197693,3.75,48.25
2.60236191749573,4.25,48.25
2.27755904197693,4.75,48.25
2.66141700744629,5.25,48.25
3.48818898200989,5.75,48.25
3.7539370059967,-0.75,48.75
2.80905508995056,-0.25,48.75
3.22244095802307,0.25,48.75
2.48425197601318,0.75,48.75
2.42519688606262,1.25,48.75
3.28149604797363,1.75,48.75
2.75,2.25,48.75
2.77952790260315,2.75,48.75
2.21850395202637,3.25,48.75
2.18897604942322,3.75,48.75
2.07086610794067,4.25,48.75
2.18897604942322,4.75,48.75
2.30708694458008,5.25,48.75
2.75,5.75,48.75
