0,0,37150300000
0,1,182045000000
1,0,45096700000
1,1,239437000000
2,0,49117800000
2,1,330686000000
3,0,45748100000
3,1,251736000000
4,0,48754200000
4,1,288275000000
5,0,43253100000
5,1,194756000000
6,0,41102400000
6,1,175364000000
7,0,44083600000
7,1,207113000000
8,0,43545900000
8,1,204485000000
9,0,51514000000
9,1,327043000000
10,0,43296900000
10,1,194328000000
11,0,47962700000
11,1,256304000000
12,0,42906400000
12,1,194328000000
13,0,57225400000
13,1,423835000000
14,0,44109400000
14,1,210144000000
15,0,34512300000
15,1,152527000000
16,0,25063300000
16,1,164481000000
17,0,43349300000
17,1,218156000000
18,0,43871500000
18,1,229741000000
19,0,38078300000
19,1,154297000000
20,0,43411200000
20,1,201529000000
21,0,45947800000
21,1,242831000000
22,0,42088900000
22,1,203748000000
23,0,44359900000
23,1,217874000000
24,0,43043700000
24,1,204357000000
25,0,45848300000
25,1,251280000000
26,0,42630200000
26,1,191634000000
27,0,49848900000
27,1,254313000000
28,0,15049600000
28,1,155391000000
29,0,12599700000
29,1,133062000000
30,0,41814700000
30,1,206351000000
31,0,43927900000
31,1,238923000000
32,0,42983400000
32,1,225793000000
33,0,39156900000
33,1,174991000000
34,0,42811200000
34,1,210267000000
35,0,44277900000
35,1,224127000000
36,0,45812500000
36,1,243976000000
37,0,44786000000
37,1,229595000000
38,0,41415100000
38,1,176793000000
39,0,45627800000
39,1,233436000000
40,0,41186100000
40,1,176778000000
41,0,49018000000
41,1,266982000000
42,0,2642510000
42,1,33821400000
43,0,47133700000
43,1,308535000000
44,0,44854300000
44,1,256598000000
45,0,35811900000
45,1,167141000000
46,0,30862000000
46,1,179445000000
47,0,40478300000
47,1,188900000000
48,0,43785400000
48,1,244423000000
49,0,39009100000
49,1,174876000000
50,0,41543600000
50,1,200442000000
51,0,42924500000
51,1,229247000000
52,0,43708900000
52,1,206799000000
53,0,43425300000
53,1,200005000000
54,0,52431400000
54,1,343455000000
55,0,41193900000
55,1,171610000000
56,0,38898900000
56,1,156743000000
57,0,44886200000
57,1,213164000000
58,0,44062400000
58,1,233273000000
59,0,38918200000
59,1,161608000000
60,0,4220410000
60,1,60561700000
61,0,19503200000
61,1,148071000000
62,0,22855000000
62,1,201596000000
63,0,39106400000
63,1,178531000000
64,0,10482600000
64,1,101305000000
65,0,40667300000
65,1,199985000000
66,0,44234300000
66,1,249166000000
67,0,50064300000
67,1,317327000000
68,0,49259900000
68,1,273686000000
69,0,50758400000
69,1,306037000000
70,0,42981600000
70,1,170611000000
71,0,44901300000
71,1,200557000000
72,0,42656200000
72,1,177420000000
73,0,45032900000
73,1,220488000000
74,0,36973700000
74,1,154744000000
75,0,0.0000000000000000000000000000000000000000000000330343
75,1,0.0441999
76,0,9901750000
76,1,117177000000
77,0,45965900000
77,1,315569000000
78,0,32459900000
78,1,150257000000
79,0,39439100000
79,1,193944000000
80,0,38729800000
80,1,202026000000
81,0,46946200000
81,1,233944000000
82,0,45783100000
82,1,198831000000
83,0,45497700000
83,1,201345000000
