"var","x","y"
0.0807054205521774,-0.75,46.25
0.108597754208015,-0.25,46.25
0.121727114814652,0.25,46.25
0.267454849455442,0.75,46.25
0.331106175534279,1.25,46.25
0.404618684322291,1.75,46.25
0.373667686192178,2.25,46.25
0.417797454324072,2.75,46.25
0.313605924039231,3.25,46.25
0.37708715991136,3.75,46.25
0.417873143136748,4.25,46.25
0.274060861045013,4.75,46.25
0.293544932476519,5.25,46.25
0.375042518972768,5.75,46.25
0.1,-0.75,46.75
0.0874116006920015,-0.25,46.75
0.0548820582808766,0.25,46.75
0.148203188284378,0.75,46.75
0.175162803036706,1.25,46.75
0.1,1.75,46.75
0.161169432444135,2.25,46.75
0.234372600788877,2.75,46.75
0.34848824122861,3.25,46.75
0.37855396042786,3.75,46.75
0.415472451879677,4.25,46.75
0.259873615839049,4.75,46.75
0.284553976829489,5.25,46.75
0.365200089746767,5.75,46.75
0.0295302939615645,-0.75,47.25
0.024921559006301,-0.25,47.25
0.152183548622434,0.25,47.25
0.1,0.75,47.25
0.1,1.25,47.25
0.167337590080884,1.75,47.25
0.260147126290475,2.25,47.25
0.11867395777006,2.75,47.25
0.267326990374964,3.25,47.25
0.383500155825698,3.75,47.25
0.393895434463499,4.25,47.25
0.309352830384275,4.75,47.25
0.1,5.25,47.25
0.25603183085757,5.75,47.25
0.00524451280137916,-0.75,47.75
0.1,-0.25,47.75
0.127357863475583,0.25,47.75
0.0926935386560926,0.75,47.75
0.074545893198852,1.25,47.75
0.162273127078694,1.75,47.75
0.240103886116416,2.25,47.75
0.1,2.75,47.75
0.1,3.25,47.75
0.1,3.75,47.75
0.179590997370974,4.25,47.75
0.227510175707458,4.75,47.75
0.232654601762218,5.25,47.75
0.310950700773901,5.75,47.75
0.17309435724052,-0.75,48.25
0.173964625204481,-0.25,48.25
0.1,0.25,48.25
0.1,0.75,48.25
0.00863633689215271,1.25,48.25
0.0431414370726667,1.75,48.25
0.0470614672303946,2.25,48.25
0.1,2.75,48.25
0.021752731622747,3.25,48.25
0.1,3.75,48.25
0.1,4.25,48.25
0.178300217824672,4.75,48.25
0.257320769822099,5.25,48.25
0.302938280200884,5.75,48.25
0.36401798632869,-0.75,48.75
0.22322673290416,-0.25,48.75
0.242745284567542,0.25,48.75
0.1,0.75,48.75
0.1,1.25,48.75
0,1.75,48.75
0.0204603978073926,2.25,48.75
0.1,2.75,48.75
0.0841467358417286,3.25,48.75
0.094048288644451,3.75,48.75
0.0868301813609069,4.25,48.75
0.1,4.75,48.75
0.14322662328729,5.25,48.75
0.168420261181417,5.75,48.75
