FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,1.56267e+08,2.21423e+08
0,10,100,3.9568e+08,1.60769e+09
0,100,1000,2.39616e+07,4.04218e+08
0,1000,10000,42507.1,6.9413e+06
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,4.65491e+06,6.7855e+06
2,10,100,4.25247e+07,2.44427e+08
2,100,1000,89880.7,954837
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,2.97811e+09,1.34881e+06
3,0.01,0.1,2.32547e+09,6.66698e+06
3,0.1,1,4.82086e+07,1.19308e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.04736e+06,92654.6
4,0.1,1,1.71539e+07,1.76176e+06
4,1,10,1.12714e+06,1.32022e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.63986e+08,228721
5,0.01,0.1,9.90275e+08,4.38559e+06
5,0.1,1,1.5002e+08,3.66826e+06
5,1,10,1.17788e+06,769042
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.27492e+09,2.55646e+07
6,0.1,1,5.72787e+09,1.88217e+08
6,1,10,1.77991e+09,3.50596e+08
6,10,100,5.49607e+07,6.19443e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,3.36828e+07,485863
7,0.1,1,2.18177e+08,2.12694e+07
7,1,10,7.48269e+08,1.69362e+08
7,10,100,1.54723e+08,1.70117e+08
7,100,1000,300759,2.77458e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.54398e+09,1.93907e+07
8,0.1,1,2.94572e+09,1.2632e+08
8,1,10,9.42695e+08,2.14078e+08
8,10,100,1.18609e+07,2.40954e+07
8,100,1000,0,0
8,1000,10000,0,0
