FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,1.82088e+08,1.43303e+08
0,10,100,5.03316e+08,1.23626e+09
0,100,1000,3.83791e+07,3.34714e+08
0,1000,10000,21905.8,6.92883e+06
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,4.3012e+06,3.69979e+06
2,10,100,5.24023e+07,2.1072e+08
2,100,1000,108699,437300
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.18854e+09,954581
3,0.01,0.1,2.19617e+09,3.31499e+06
3,0.1,1,6.85452e+07,855535
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,7.43809e+06,105440
4,0.1,1,2.4106e+07,873031
4,1,10,1.65793e+06,559095
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.36801e+08,81923.3
5,0.01,0.1,1.11148e+09,2.56064e+06
5,0.1,1,5.89662e+07,2.00051e+06
5,1,10,1.5693e+06,383672
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.2443e+09,1.67814e+07
6,0.1,1,5.8979e+09,1.07815e+08
6,1,10,1.82237e+09,2.11965e+08
6,10,100,4.99751e+07,4.48204e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.14496e+07,185031
7,0.1,1,2.01761e+08,1.1745e+07
7,1,10,4.64424e+08,1.02244e+08
7,10,100,1.21019e+08,1.10373e+08
7,100,1000,389034,1.52682e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.66523e+09,1.27919e+07
8,0.1,1,2.98157e+09,8.21584e+07
8,1,10,9.02394e+08,1.25631e+08
8,10,100,1.17303e+07,1.47225e+07
8,100,1000,0,0
8,1000,10000,0,0
