FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,1.69216e+08,2.04706e+08
0,10,100,4.27758e+08,1.55524e+09
0,100,1000,2.5132e+07,3.86948e+08
0,1000,10000,43965.8,6.74433e+06
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,4.85845e+06,6.10417e+06
2,10,100,4.3501e+07,2.29029e+08
2,100,1000,92618.2,861014
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,3.16887e+09,1.48896e+06
3,0.01,0.1,2.44527e+09,7.25451e+06
3,0.1,1,5.10589e+07,1.24196e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.19423e+06,102426
4,0.1,1,1.81088e+07,1.93237e+06
4,1,10,1.2341e+06,1.48028e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.72643e+08,252080
5,0.01,0.1,1.04129e+09,4.80709e+06
5,0.1,1,1.57845e+08,4.05807e+06
5,1,10,1.25939e+06,823937
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.48832e+09,2.83532e+07
6,0.1,1,6.08081e+09,2.09948e+08
6,1,10,1.88895e+09,3.88839e+08
6,10,100,5.79341e+07,6.66737e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,3.56699e+07,536167
7,0.1,1,2.28687e+08,2.31789e+07
7,1,10,8.25354e+08,1.86821e+08
7,10,100,2.05045e+08,1.83648e+08
7,100,1000,314760,2.90096e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.66567e+09,2.15007e+07
8,0.1,1,3.11423e+09,1.41055e+08
8,1,10,1.01298e+09,2.34772e+08
8,10,100,1.26758e+07,2.59608e+07
8,100,1000,0,0
8,1000,10000,0,0
