FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,1.46639e+08,2.275e+08
0,10,100,3.60531e+08,1.63512e+09
0,100,1000,2.21839e+07,4.09807e+08
0,1000,10000,41109.6,7.13446e+06
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,4.37151e+06,7.28692e+06
2,10,100,4.00792e+07,2.55593e+08
2,100,1000,87134.8,1.0356e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,2.71955e+09,1.21796e+06
3,0.01,0.1,2.19486e+09,6.13005e+06
3,0.1,1,4.61255e+07,1.13653e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.90145e+06,83869.5
4,0.1,1,1.62389e+07,1.60825e+06
4,1,10,1.02562e+06,1.17576e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.54615e+08,208184
5,0.01,0.1,9.36242e+08,4.00404e+06
5,0.1,1,1.42482e+08,3.26312e+06
5,1,10,1.09016e+06,707912
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.07996e+09,2.31489e+07
6,0.1,1,5.39617e+09,1.68386e+08
6,1,10,1.67074e+09,3.16456e+08
6,10,100,5.20089e+07,5.74778e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,3.17102e+07,438908
7,0.1,1,2.03176e+08,1.93899e+07
7,1,10,6.98081e+08,1.53579e+08
7,10,100,1.26242e+08,1.57782e+08
7,100,1000,286561,2.65096e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.40795e+09,1.75063e+07
8,0.1,1,2.81252e+09,1.13141e+08
8,1,10,8.66014e+08,1.94971e+08
8,10,100,1.12192e+07,2.24108e+07
8,100,1000,0,0
8,1000,10000,0,0
