FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,1.62214e+08,1.4581e+08
0,10,100,3.95922e+08,1.24937e+09
0,100,1000,3.49159e+07,3.50925e+08
0,1000,10000,21041.2,6.74117e+06
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,4.03702e+06,3.71338e+06
2,10,100,5.47498e+07,2.10874e+08
2,100,1000,105404,512637
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.0282e+09,1.06019e+06
3,0.01,0.1,1.68797e+09,3.55794e+06
3,0.1,1,4.08273e+07,836900
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,5.68335e+06,87826.2
4,0.1,1,2.14234e+07,1.04025e+06
4,1,10,1.5795e+06,576822
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.46201e+08,83468.1
5,0.01,0.1,1.02677e+09,2.89895e+06
5,0.1,1,5.85222e+07,2.15245e+06
5,1,10,1.93512e+06,355365
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.44226e+09,1.67352e+07
6,0.1,1,5.05853e+09,1.14339e+08
6,1,10,1.62468e+09,2.24237e+08
6,10,100,4.16854e+07,4.82031e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.37688e+07,213092
7,0.1,1,1.91868e+08,1.24088e+07
7,1,10,3.91766e+08,1.05578e+08
7,10,100,1.12269e+08,1.14083e+08
7,100,1000,376777,1.68772e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,1.99891e+09,1.29984e+07
8,0.1,1,2.35606e+09,8.53717e+07
8,1,10,8.09105e+08,1.33002e+08
8,10,100,1.11304e+07,1.58243e+07
8,100,1000,0,0
8,1000,10000,0,0
