FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,1.82951e+08,1.64541e+08
0,10,100,4.31499e+08,1.40071e+09
0,100,1000,2.61853e+07,3.66994e+08
0,1000,10000,19455.2,6.54806e+06
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,3.71524e+06,5.44161e+06
2,10,100,4.41528e+07,2.10191e+08
2,100,1000,98847.8,638210
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,3.00153e+09,1.05192e+06
3,0.01,0.1,2.19595e+09,5.05548e+06
3,0.1,1,2.52035e+08,906611
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.26296e+06,77383.9
4,0.1,1,1.56597e+07,1.39966e+06
4,1,10,1.42925e+06,756752
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,9.23531e+07,156444
5,0.01,0.1,3.98399e+09,3.87813e+06
5,0.1,1,3.314e+07,3.12502e+06
5,1,10,1.51926e+06,529589
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.42592e+09,2.31035e+07
6,0.1,1,5.83781e+09,1.64305e+08
6,1,10,2.22052e+09,3.02564e+08
6,10,100,3.63874e+07,5.86589e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,3.0172e+07,343427
7,0.1,1,2.2483e+08,1.64297e+07
7,1,10,5.54503e+08,1.38215e+08
7,10,100,1.8963e+08,1.44159e+08
7,100,1000,339292,2.35287e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.53947e+09,1.76056e+07
8,0.1,1,3.38174e+09,1.15017e+08
8,1,10,8.51797e+08,1.79736e+08
8,10,100,1.14453e+07,2.07156e+07
8,100,1000,0,0
8,1000,10000,0,0
