GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,1.31954e+10
0,1,1.71746e+11
1,0,1.63281e+10
1,1,2.84342e+11
2,0,1.56772e+10
2,1,2.52125e+11
3,0,1.30645e+10
3,1,1.39511e+11
4,0,1.76364e+10
4,1,2.03425e+11
5,0,1.97443e+10
5,1,1.33738e+11
6,0,2.02453e+10
6,1,2.16043e+11
7,0,1.81477e+10
7,1,1.33781e+11
8,0,1.36778e+10
8,1,1.66363e+11
9,0,1.47147e+10
9,1,9.55815e+10
10,0,1.8098e+10
10,1,1.06117e+11
11,0,1.12626e+10
11,1,1.36727e+11
12,0,1.3161e+10
12,1,2.3223e+11
13,0,2.10402e+10
13,1,4.97435e+11
14,0,1.47227e+10
14,1,1.65878e+11
15,0,1.32318e+10
15,1,1.85689e+11
16,0,8.15348e+09
16,1,1.46436e+11
17,0,1.31364e+10
17,1,1.53067e+11
18,0,1.4099e+10
18,1,2.01709e+11
19,0,1.31737e+10
19,1,1.76534e+11
20,0,1.39973e+10
20,1,2.29408e+11
21,0,1.28935e+10
21,1,1.55501e+11
22,0,1.90107e+10
22,1,2.44906e+11
23,0,1.80524e+10
23,1,1.3622e+11
24,0,2.17308e+10
24,1,1.66339e+11
25,0,1.29486e+10
25,1,2.49734e+11
26,0,1.11645e+10
26,1,1.48756e+11
27,0,1.44758e+10
27,1,1.2993e+11
28,0,4.9346e+09
28,1,1.21795e+11
29,0,3.81866e+09
29,1,1.21787e+11
30,0,1.38548e+10
30,1,2.18097e+11
31,0,1.29361e+10
31,1,1.76352e+11
32,0,1.40571e+10
32,1,2.62429e+11
33,0,1.21401e+10
33,1,1.58525e+11
34,0,1.24327e+10
34,1,1.6159e+11
35,0,1.26781e+10
35,1,1.88537e+11
36,0,1.26253e+10
36,1,1.73773e+11
37,0,1.81878e+10
37,1,1.50049e+11
38,0,1.81426e+10
38,1,1.79291e+11
39,0,1.11469e+10
39,1,1.35637e+11
40,0,1.10539e+10
40,1,1.36459e+11
41,0,1.18026e+10
41,1,1.78504e+11
42,0,8.48615e+08
42,1,3.2516e+10
43,0,1.47312e+10
43,1,2.8552e+11
44,0,1.39093e+10
44,1,2.30996e+11
45,0,1.30161e+10
45,1,2.60312e+11
46,0,8.38144e+09
46,1,1.01234e+11
47,0,1.07251e+10
47,1,1.1495e+11
48,0,1.27991e+10
48,1,2.12666e+11
49,0,1.17111e+10
49,1,1.47817e+11
50,0,1.04315e+10
50,1,1.11031e+11
51,0,1.21691e+10
51,1,1.93016e+11
52,0,1.1937e+10
52,1,2.12077e+11
53,0,1.08169e+10
53,1,1.61161e+11
54,0,1.08352e+10
54,1,1.61796e+11
55,0,1.39704e+10
55,1,2.44368e+11
56,0,1.22186e+10
56,1,1.24955e+11
57,0,1.34292e+10
57,1,1.73512e+11
58,0,1.29851e+10
58,1,1.73883e+11
59,0,1.03581e+10
59,1,9.68406e+10
60,0,1.21223e+09
60,1,4.64172e+10
61,0,5.5136e+09
61,1,1.83118e+11
62,0,5.75179e+09
62,1,1.07854e+11
63,0,1.04094e+10
63,1,1.22738e+11
64,0,2.92834e+09
64,1,9.30103e+10
65,0,1.11234e+10
65,1,1.46541e+11
66,0,1.03011e+10
66,1,1.16276e+11
67,0,1.03496e+10
67,1,1.04414e+11
68,0,1.19369e+10
68,1,2.0667e+11
69,0,1.17105e+10
69,1,1.77746e+11
70,0,2.39752e+10
70,1,3.04473e+11
71,0,1.54902e+10
71,1,2.96518e+11
72,0,1.3115e+10
72,1,1.59742e+11
73,0,1.37351e+10
73,1,2.14673e+11
74,0,1.18013e+10
74,1,1.50185e+11
75,0,8.33726e-24
75,1,6071.64
76,0,2.86967e+09
76,1,1.22002e+11
77,0,1.225e+10
77,1,1.94132e+11
78,0,1.01922e+10
78,1,1.84531e+11
79,0,1.09042e+10
79,1,1.805e+11
80,0,1.01102e+10
80,1,1.56469e+11
81,0,1.29283e+10
81,1,2.44608e+11
82,0,1.07047e+10
82,1,1.48017e+11
83,0,8.37268e+09
83,1,8.18592e+10
