GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,6.48514e+10
0,1,1.86174e+11
1,0,8.7064e+10
1,1,3.25001e+11
2,0,9.077e+10
2,1,3.66859e+11
3,0,7.88233e+10
3,1,2.31422e+11
4,0,1.08806e+11
4,1,3.21186e+11
5,0,1.78583e+11
5,1,5.25336e+11
6,0,1.2891e+11
6,1,3.09668e+11
7,0,1.73489e+11
7,1,4.48217e+11
8,0,8.98849e+10
8,1,2.28021e+11
9,0,1.52051e+11
9,1,4.128e+11
10,0,1.76375e+11
10,1,4.42815e+11
11,0,8.63611e+10
11,1,2.23964e+11
12,0,9.28928e+10
12,1,2.66455e+11
13,0,1.78479e+11
13,1,6.14155e+11
14,0,8.80216e+10
14,1,3.14976e+11
15,0,6.77501e+10
15,1,2.05385e+11
16,0,4.32443e+10
16,1,1.40837e+11
17,0,8.20199e+10
17,1,2.69423e+11
18,0,8.10636e+10
18,1,2.58618e+11
19,0,7.95486e+10
19,1,2.24016e+11
20,0,9.0269e+10
20,1,3.28086e+11
21,0,8.71512e+10
21,1,2.75221e+11
22,0,1.16511e+11
22,1,3.13904e+11
23,0,1.29132e+11
23,1,3.12586e+11
24,0,1.50912e+11
24,1,3.4465e+11
25,0,8.72157e+10
25,1,2.51638e+11
26,0,9.45255e+10
26,1,2.88951e+11
27,0,1.53602e+11
27,1,4.1812e+11
28,0,2.65991e+10
28,1,1.60508e+11
29,0,2.27385e+10
29,1,1.5347e+11
30,0,7.96173e+10
30,1,2.7348e+11
31,0,7.89331e+10
31,1,2.51926e+11
32,0,8.64838e+10
32,1,3.4898e+11
33,0,7.08904e+10
33,1,1.87515e+11
34,0,8.42458e+10
34,1,2.77159e+11
35,0,8.62084e+10
35,1,2.81253e+11
36,0,9.02507e+10
36,1,3.12744e+11
37,0,1.21794e+11
37,1,2.73183e+11
38,0,1.73262e+11
38,1,5.219e+11
39,0,9.14873e+10
39,1,2.45448e+11
40,0,8.43307e+10
40,1,2.23627e+11
41,0,8.34415e+10
41,1,2.03724e+11
42,0,4.73024e+09
42,1,3.80041e+10
43,0,8.1643e+10
43,1,3.21522e+11
44,0,8.32465e+10
44,1,3.02082e+11
45,0,7.92661e+10
45,1,3.50661e+11
46,0,6.4309e+10
46,1,2.66838e+11
47,0,8.18538e+10
47,1,2.7574e+11
48,0,8.51898e+10
48,1,3.12477e+11
49,0,8.33307e+10
49,1,2.68022e+11
50,0,7.53437e+10
50,1,2.04978e+11
51,0,8.35893e+10
51,1,2.61634e+11
52,0,9.05087e+10
52,1,3.10857e+11
53,0,9.31765e+10
53,1,3.05276e+11
54,0,9.64091e+10
54,1,3.15539e+11
55,0,9.98999e+10
55,1,2.77949e+11
56,0,8.55576e+10
56,1,3.07272e+11
57,0,7.84413e+10
57,1,2.3921e+11
58,0,7.16408e+10
58,1,1.96722e+11
59,0,8.24219e+10
59,1,2.72325e+11
60,0,7.71962e+09
60,1,5.3101e+10
61,0,3.79098e+10
61,1,2.25824e+11
62,0,4.22152e+10
62,1,1.97734e+11
63,0,7.87287e+10
63,1,2.51293e+11
64,0,1.96698e+10
64,1,1.08204e+11
65,0,7.53781e+10
65,1,2.11921e+11
66,0,8.49013e+10
66,1,2.68069e+11
67,0,9.35771e+10
67,1,3.1929e+11
68,0,8.48789e+10
68,1,2.39591e+11
69,0,9.05257e+10
69,1,2.56221e+11
70,0,1.12128e+11
70,1,2.74919e+11
71,0,8.66224e+10
71,1,3.33001e+11
72,0,7.96572e+10
72,1,2.42795e+11
73,0,8.7888e+10
73,1,3.47255e+11
74,0,6.94358e+10
74,1,1.89406e+11
75,0,4.18545e-24
75,1,3965.9
76,0,1.83431e+10
76,1,1.40156e+11
77,0,8.17977e+10
77,1,2.93365e+11
78,0,7.31273e+10
78,1,2.94132e+11
79,0,8.45025e+10
79,1,3.37007e+11
80,0,6.73366e+10
80,1,1.91317e+11
81,0,8.05265e+10
81,1,2.22373e+11
82,0,8.20692e+10
82,1,2.1463e+11
83,0,1.00049e+11
83,1,3.67344e+11
