FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,3.70084e+08,2.26974e+06
0,0.1,1,4.6881e+09,3.39206e+07
0,1,10,5.48419e+09,5.7944e+08
0,10,100,2.16271e+09,2.40571e+09
0,100,1000,1.01112e+08,6.0666e+08
0,1000,10000,147139,5.82533e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,3.82224e+06,2.81764e+06
1,10,100,8.37665e+07,1.69745e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,2.17211e+07,109156
2,0.1,1,5.45629e+08,1.37178e+07
2,1,10,6.89321e+08,1.50629e+08
2,10,100,3.66016e+08,8.56348e+08
2,100,1000,316872,1.00358e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,7.3039e+09,5.54523e+06
3,0.01,0.1,7.00915e+09,3.25122e+07
3,0.1,1,1.08519e+08,2.84322e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,5.51024e+07,453420
4,0.1,1,9.70756e+07,2.4501e+06
4,1,10,4.04255e+06,1.07367e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.22538e+08,699610
5,0.01,0.1,6.12631e+09,8.28015e+06
5,0.1,1,3.96779e+08,6.68688e+06
5,1,10,3.06315e+06,1.0159e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.14463e+09,4.90695e+07
6,0.1,1,7.59418e+09,1.91717e+08
6,1,10,7.31045e+08,1.9605e+08
6,10,100,2.04777e+07,3.66638e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.45301e+08,4.39306e+06
7,0.1,1,7.83301e+08,6.44493e+07
7,1,10,1.22392e+09,2.51706e+08
7,10,100,2.28597e+08,2.70855e+08
7,100,1000,1.55736e+06,8.63123e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,4.12424e+09,2.85582e+07
8,0.1,1,3.63671e+09,1.28805e+08
8,1,10,4.91692e+08,9.94206e+07
8,10,100,1.86843e+07,9.03734e+06
8,100,1000,0,0
8,1000,10000,0,0
