FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,3.84832e+07,3.70595e+06
0,0.1,1,3.7697e+08,5.96847e+07
0,1,10,4.86318e+08,5.08136e+08
0,10,100,5.45871e+08,2.45514e+09
0,100,1000,2.43306e+07,6.90972e+08
0,1000,10000,172323,7.33125e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,1.46168e+06,5.16606e+06
1,10,100,1.80702e+07,2.03822e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,105681,6921.32
2,0.1,1,6.0857e+07,1.07538e+07
2,1,10,2.4479e+08,1.5664e+08
2,10,100,1.48921e+08,9.03608e+08
2,100,1000,456473,1.18687e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,6.04068e+09,2.12326e+06
3,0.01,0.1,7.8822e+09,6.44352e+06
3,0.1,1,1.27731e+08,1.63545e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.07308e+07,229914
4,0.1,1,2.80973e+07,1.90377e+06
4,1,10,2.09784e+06,750807
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.22852e+08,212821
5,0.01,0.1,1.22552e+10,4.52083e+06
5,0.1,1,5.92664e+07,4.00004e+06
5,1,10,1.82145e+06,735374
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.50023e+09,2.44812e+07
6,0.1,1,3.36694e+09,1.05047e+08
6,1,10,3.5798e+08,1.25327e+08
6,10,100,1.53697e+07,2.20766e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,9.02454e+07,1.91438e+06
7,0.1,1,4.02914e+08,2.82466e+07
7,1,10,5.35527e+08,1.56438e+08
7,10,100,7.87915e+07,1.67451e+08
7,100,1000,930385,7.15491e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,3.18369e+09,1.81465e+07
8,0.1,1,1.53923e+09,6.73275e+07
8,1,10,2.74872e+08,6.34297e+07
8,10,100,1.39391e+06,5.94219e+06
8,100,1000,0,0
8,1000,10000,0,0
