FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,1.81363e+07,2.63075e+06
0,0.1,1,1.19165e+08,4.76266e+07
0,1,10,2.55582e+08,4.22642e+08
0,10,100,3.2147e+08,2.13612e+09
0,100,1000,2.04287e+07,6.13143e+08
0,1000,10000,166422,7.21544e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,418480,5.51864e+06
1,10,100,1.41444e+07,2.29281e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,101880,9105.7
2,0.1,1,2.54514e+07,8.80446e+06
2,1,10,1.37382e+08,1.26479e+08
2,10,100,9.81351e+07,8.36182e+08
2,100,1000,426269,1.14369e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,4.7126e+09,1.79256e+06
3,0.01,0.1,6.91517e+09,5.59942e+06
3,0.1,1,1.20621e+08,1.48856e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,9.72627e+06,202108
4,0.1,1,2.43514e+07,1.62716e+06
4,1,10,1.82327e+06,669369
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.11207e+08,178947
5,0.01,0.1,9.4935e+09,3.8838e+06
5,0.1,1,5.25999e+07,3.47566e+06
5,1,10,1.57598e+06,641676
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.15708e+09,2.10051e+07
6,0.1,1,3.09099e+09,9.06626e+07
6,1,10,3.17725e+08,1.10397e+08
6,10,100,1.41994e+07,2.0137e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,8.20791e+07,1.62327e+06
7,0.1,1,3.6227e+08,2.39611e+07
7,1,10,4.61758e+08,1.28873e+08
7,10,100,6.86565e+07,1.5342e+08
7,100,1000,881283,6.82731e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.95929e+09,1.60561e+07
8,0.1,1,1.40409e+09,5.84664e+07
8,1,10,2.51646e+08,5.59779e+07
8,10,100,1.318e+06,5.67472e+06
8,100,1000,0,0
8,1000,10000,0,0
