FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,4.01664e+08,1.28648e+06
0,0.1,1,1.26081e+10,5.14967e+07
0,1,10,5.9754e+09,4.33686e+08
0,10,100,2.77579e+09,1.94235e+09
0,100,1000,1.21623e+08,5.46122e+08
0,1000,10000,181792,6.98458e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,3.09265e+07,1.04696e+07
1,10,100,7.0749e+07,1.24602e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,6.54585e+06,65874.1
2,0.1,1,2.96908e+08,7.73727e+06
2,1,10,1.00174e+09,1.10172e+08
2,10,100,4.09261e+08,7.30908e+08
2,100,1000,774932,799178
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.61493e+09,1.42748e+06
3,0.01,0.1,4.3905e+09,5.16423e+06
3,0.1,1,7.79144e+07,1.39413e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,7.66723e+06,210605
4,0.1,1,1.96065e+07,1.44067e+06
4,1,10,1.45056e+06,550167
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.69776e+08,142981
5,0.01,0.1,2.44899e+09,3.2861e+06
5,0.1,1,9.97264e+07,3.0736e+06
5,1,10,1.06231e+06,514672
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.6166e+09,1.7858e+07
6,0.1,1,3.48666e+09,8.05608e+07
6,1,10,4.57275e+08,1.0068e+08
6,10,100,1.26201e+07,1.84725e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,7.95469e+07,1.36839e+06
7,0.1,1,3.0884e+08,2.14239e+07
7,1,10,4.75091e+08,1.07493e+08
7,10,100,6.16334e+07,1.37715e+08
7,100,1000,2.00068e+06,6.74198e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.33081e+09,1.35835e+07
8,0.1,1,1.30184e+09,5.21187e+07
8,1,10,2.47677e+08,4.98151e+07
8,10,100,1.14367e+06,5.44736e+06
8,100,1000,0,0
8,1000,10000,0,0
