FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,3.5091e+08,1.43853e+06
0,0.1,1,1.54791e+10,5.06237e+07
0,1,10,6.87245e+09,4.75605e+08
0,10,100,1.82631e+09,2.04935e+09
0,100,1000,8.51281e+07,5.71198e+08
0,1000,10000,172671,6.79791e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,5.02563e+06,2.89976e+06
1,10,100,7.5873e+07,1.0805e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,1.22353e+07,260549
2,0.1,1,3.30742e+08,8.61741e+06
2,1,10,7.79526e+08,1.14343e+08
2,10,100,3.40791e+08,7.4273e+08
2,100,1000,386273,736677
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,4.7704e+09,2.39175e+06
3,0.01,0.1,8.72266e+09,1.09714e+07
3,0.1,1,1.29335e+08,2.10748e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,4.31622e+07,510865
4,0.1,1,3.6485e+07,1.97469e+06
4,1,10,1.36944e+06,602101
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.43903e+08,259441
5,0.01,0.1,2.57791e+09,4.85897e+06
5,0.1,1,2.26279e+08,4.19321e+06
5,1,10,997727,738612
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.93001e+09,2.73078e+07
6,0.1,1,6.02345e+09,1.11666e+08
6,1,10,6.7181e+08,1.27056e+08
6,10,100,1.54782e+07,2.2939e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.09102e+08,1.91498e+06
7,0.1,1,3.87448e+08,2.84924e+07
7,1,10,6.6746e+08,1.36933e+08
7,10,100,7.44037e+07,1.63941e+08
7,100,1000,1.82188e+06,7.83583e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,3.00935e+09,2.01889e+07
8,0.1,1,2.49222e+09,7.04553e+07
8,1,10,3.38039e+08,6.17243e+07
8,10,100,1.25697e+06,6.03065e+06
8,100,1000,0,0
8,1000,10000,0,0
