FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,1.03869e+08,1.99254e+06
0,0.1,1,2.75047e+09,4.6885e+07
0,1,10,3.17694e+09,6.22826e+08
0,10,100,1.35577e+09,2.52547e+09
0,100,1000,5.65536e+07,6.03892e+08
0,1000,10000,140040,5.52574e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,2.88078e+06,5.25015e+06
1,10,100,7.25291e+07,2.00376e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,1.88268e+07,190900
2,0.1,1,2.90823e+08,1.66887e+07
2,1,10,4.99002e+08,1.77546e+08
2,10,100,3.2582e+08,9.17593e+08
2,100,1000,295198,1.14155e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,6.0227e+09,4.1934e+06
3,0.01,0.1,6.36919e+09,2.74674e+07
3,0.1,1,9.76945e+07,2.39257e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,4.93958e+07,404284
4,0.1,1,8.35724e+07,2.10699e+06
4,1,10,3.33658e+06,949812
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.07968e+08,607205
5,0.01,0.1,5.53689e+09,6.87854e+06
5,0.1,1,3.39956e+08,5.78582e+06
5,1,10,2.77455e+06,823875
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,5.08518e+09,3.94173e+07
6,0.1,1,5.83332e+09,1.61677e+08
6,1,10,6.26775e+08,1.70801e+08
6,10,100,1.90091e+07,3.43608e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.90731e+08,3.07446e+06
7,0.1,1,6.65176e+08,5.32981e+07
7,1,10,8.33165e+08,2.12658e+08
7,10,100,1.64267e+08,2.42858e+08
7,100,1000,1.48961e+06,7.88857e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,3.25912e+09,2.33622e+07
8,0.1,1,2.97876e+09,1.10621e+08
8,1,10,3.77994e+08,8.80235e+07
8,10,100,1.47792e+07,8.10077e+06
8,100,1000,0,0
8,1000,10000,0,0
