GridcellIndex,FunctionalGroupIndex,JuvenileMass,AdultMass,IndividualBodyMass,CohortAbundance,LogOptimalPreyBodySizeRatio,BirthTimeStep,ProportionTimeActive,TrophicIndex,IndividualReproductivePotentialMass,MaturityTimeStep,IsAdult,AgeMonths,TimeStepsJuviline,TimeStepsAdult
0,0,253.549,80391.8,80391.8,3.95585,-2.34468,27,0.5,2,19585.7,67,1,90,40,50
0,0,270.952,74093.5,29274.2,198485,-2.34468,87,0.5,2,0,4294967295,0,30,30,0
0,0,202.997,3311.39,3311.39,16545.9,-2.34468,91,0.5,2,2108.97,103,1,26,12,14
0,0,449.509,11800.6,11800.6,249.034,-2.30151,99,0.5,2,9139.29,113,1,18,14,4
0,0,247.612,74022.8,13242,153624,-2.34468,99,0.5,2,0,4294967295,0,18,18,0
0,0,41.0741,13136.6,2565.48,23846.1,-2.34468,99,0.5,2,0,4294967295,0,18,18,0
0,0,42.3708,12228.1,759.015,244.321,-2.34468,102,0.5,2,0,4294967295,0,15,15,0
0,0,424.445,12133.6,7632.76,1.18769e+06,-2.30151,102,0.5,2,0,4294967295,0,15,15,0
0,0,69.8504,5786.91,631.361,35276.5,-2.34468,105,0.5,2,0,4294967295,0,12,12,0
0,0,151.59,84182.7,33632.9,727187,-2.34468,87,0.5,2,0,4294967295,0,30,30,0
0,0,193.276,3586.39,576.436,115963,-2.34468,111,0.5,2,0,4294967295,0,6,6,0
0,0,253.549,80391.8,861.305,6678.5,-2.34468,111,0.5,2,0,4294967295,0,6,6,0
0,0,451.826,11115.6,1546.5,4626.18,-2.30151,111,0.5,2,0,4294967295,0,6,6,0
0,0,2371.29,166891,7887.56,664.973,-2.71651,111,0.5,2,0,4294967295,0,6,6,0
0,0,3442.65,33310.1,33310.1,93.3225,-2.20265,88,0.5,2,10151.6,101,1,29,13,16
0,0,202.997,3311.39,351.472,189075,-2.34468,114,0.5,2,0,4294967295,0,3,3,0
0,0,3442.65,33310.1,5034.99,1282.84,-2.20265,115,0.5,2,0,4294967295,0,2,2,0
0,0,257.376,72755.8,329.332,1457.64,-2.34468,115,0.5,2,0,4294967295,0,2,2,0
0,0,151.59,84182.7,33793.7,277243,-2.34468,99,0.5,2,0,4294967295,0,18,18,0
0,0,542.025,6811.01,6811.01,226.127,-2.30151,92,0.5,2,5110.88,100,1,25,8,17
0,0,32.4975,15230.8,1147.78,1.85728e+06,-2.34468,111,0.5,2,0,4294967295,0,6,6,0
0,2,250.605,83298.3,1415.32,23649.9,-2.34468,99,0.5,2.58785,0,4294967295,0,18,18,0
0,2,148.344,43978.7,1406.99,2316.64,-2.34468,103,0.5,2.58825,0,4294967295,0,14,14,0
0,3,0.250628,4.90367,4.90367,6.84386e+06,-2.35147,111,0.0604186,2,2.17508,116,1,6,5,1
0,3,5.51471,352.003,71.4546,3.43354e+06,-2.34468,111,0.0604186,2,0,4294967295,0,6,6,0
0,3,14.195,277.355,121.45,1.29724e+06,-2.71651,112,0.0604186,2,0,4294967295,0,5,5,0
0,3,1.1226,41.3968,8.71571,4.38877e+06,-2.71651,113,0.0604186,2,0,4294967295,0,4,4,0
0,3,0.210794,5.2226,0.562528,6.31219e+07,-2.35147,115,0.0604186,2,0,4294967295,0,2,2,0
0,5,11.1089,789.531,78.4553,5.11381e+06,-2.24328,112,0.0604186,2.42211,0,4294967295,0,5,5,0
0,6,2.48267,471.669,471.669,95037,-2.34468,76,0.0604186,2,277.681,101,1,41,25,16
0,6,15.6074,1816.95,1816.95,19361.3,-2.34468,75,0.0604186,2,1591,102,1,42,27,15
0,6,4.28915,295.568,295.568,15311.2,-2.34468,77,0.0604186,2,186.214,100,1,40,23,17
0,6,3.94235,148.878,148.878,156381,-2.20756,91,0.0604186,2,120.134,105,1,26,14,12
0,6,4.40685,597.599,597.599,4916.73,-2.34468,99,0.0604186,2,53.6041,117,1,18,18,0
0,6,9.02704,174.092,174.092,6974.49,-2.50065,99,0.0604186,2,122.676,112,1,18,13,5
0,6,8.06029,959.877,880.764,129644,-2.34468,99,0.0604186,2,0,4294967295,0,18,18,0
0,6,1.88489,400.034,195.556,394552,-2.34468,101,0.0604186,2,0,4294967295,0,16,16,0
0,6,4.26197,575.595,334.003,1710.68,-2.34468,101,0.0604186,2,0,4294967295,0,16,16,0
0,6,7.69827,953.55,444.716,112.862,-2.34468,101,0.0604186,2,0,4294967295,0,16,16,0
0,6,1.01224,41.1613,41.1613,2.98472e+06,-2.34468,102,0.0604186,2,40.8078,115,1,15,13,2
0,6,4.28915,295.568,139.045,273451,-2.34468,103,0.0604186,2,0,4294967295,0,14,14,0
0,6,2.37146,471.088,102.354,3.4954e+06,-2.34468,103,0.0604186,2,0,4294967295,0,14,14,0
0,6,7.21961,137.325,137.325,126971,-2.50065,103,0.0604186,2,56.5926,116,1,14,13,1
0,6,8.33856,1028.2,231.931,35.1272,-2.34468,103,0.0604186,2,0,4294967295,0,14,14,0
0,6,307.682,23459.8,7362.66,321953,-2.24328,91,0.0604186,2,0,4294967295,0,26,26,0
0,6,154.075,1056.54,1056.54,73008.9,-2.46243,99,0.0604186,2,770.413,113,1,18,14,4
0,6,328.988,20797.9,20797.9,439.744,-2.24328,55,0.0604186,2,9710.97,102,1,62,47,15
0,6,16.3797,1856.74,168.995,919773,-2.34468,111,0.0604186,2,0,4294967295,0,6,6,0
0,6,8.0483,947.77,102.178,121929,-2.34468,111,0.0604186,2,0,4294967295,0,6,6,0
0,6,1.17533,40.4865,22.8522,3.61075e+06,-2.34468,111,0.0604186,2,0,4294967295,0,6,6,0
0,6,4.08919,146.734,61.533,3.32611e+06,-2.20756,111,0.0604186,2,0,4294967295,0,6,6,0
