FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,1.5661e+09,2.89952e+06
0,0.1,1,1.43245e+10,5.44036e+07
0,1,10,5.845e+09,4.19331e+08
0,10,100,4.71341e+09,1.92894e+09
0,100,1000,2.33916e+08,5.64433e+08
0,1000,10000,192807,7.09686e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,2.03377e+07,8.13192e+06
1,10,100,2.12155e+08,1.83674e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,439956,42660.3
2,0.1,1,2.70074e+08,7.7844e+06
2,1,10,1.14484e+09,1.08561e+08
2,10,100,1.1658e+09,7.3894e+08
2,100,1000,1.88414e+06,1.00416e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,2.07425e+09,1.1279e+06
3,0.01,0.1,4.69253e+09,4.05348e+06
3,0.1,1,1.1179e+08,1.25018e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,8.1505e+06,161432
4,0.1,1,2.20945e+07,1.30045e+06
4,1,10,1.54055e+06,573883
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,8.75962e+07,117088
5,0.01,0.1,2.93236e+09,2.78466e+06
5,0.1,1,5.40655e+07,2.7527e+06
5,1,10,1.13638e+06,474815
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.89512e+09,1.68155e+07
6,0.1,1,3.30709e+09,7.31012e+07
6,1,10,4.67769e+08,9.26377e+07
6,10,100,1.37436e+07,1.70376e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,8.193e+07,1.27516e+06
7,0.1,1,3.38006e+08,1.9961e+07
7,1,10,4.4743e+08,1.0025e+08
7,10,100,6.18481e+07,1.32543e+08
7,100,1000,798654,6.22927e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,3.02799e+09,1.29034e+07
8,0.1,1,1.50933e+09,4.69229e+07
8,1,10,2.98967e+08,4.62993e+07
8,10,100,1.19591e+06,5.18721e+06
8,100,1000,0,0
8,1000,10000,0,0
