0,0,545900000000
0,1,8712130000000
1,0,540825000000
1,1,8839250000000
2,0,539795000000
2,1,9018030000000
3,0,545225000000
3,1,9144930000000
4,0,1877190000000
4,1,5358240000000
5,0,2380830000000
5,1,3878380000000
6,0,2383250000000
6,1,3791820000000
7,0,2358470000000
7,1,3699060000000
8,0,2328560000000
8,1,3635500000000
9,0,2374400000000
9,1,3717410000000
10,0,2410060000000
10,1,3835390000000
11,0,2379840000000
11,1,3934930000000
12,0,2361430000000
12,1,3947450000000
13,0,2577980000000
13,1,3371360000000
14,0,536656000000
14,1,8929620000000
15,0,526054000000
15,1,8784860000000
16,0,517417000000
16,1,8714200000000
17,0,518276000000
17,1,8620000000000
18,0,522295000000
18,1,8734540000000
19,0,1763940000000
19,1,5103110000000
20,0,1778300000000
20,1,5034660000000
21,0,1994930000000
21,1,4364070000000
22,0,2209500000000
22,1,3627450000000
23,0,2259340000000
23,1,3669260000000
24,0,2356320000000
24,1,3748230000000
25,0,2289930000000
25,1,3804480000000
26,0,2297970000000
26,1,3860330000000
27,0,2459100000000
27,1,3887580000000
28,0,509075000000
28,1,8456680000000
29,0,497678000000
29,1,8242620000000
30,0,499407000000
30,1,8324560000000
31,0,499167000000
31,1,8318110000000
32,0,499659000000
32,1,8383170000000
33,0,1639180000000
33,1,4914650000000
34,0,1689350000000
34,1,4969620000000
35,0,1738820000000
35,1,4922120000000
36,0,2185790000000
36,1,3668790000000
37,0,2235600000000
37,1,3665100000000
38,0,2352470000000
38,1,3733640000000
39,0,2272050000000
39,1,3718010000000
40,0,2271300000000
40,1,3785150000000
41,0,2424460000000
41,1,4007300000000
42,0,495136000000
42,1,8307120000000
43,0,490989000000
43,1,8242640000000
44,0,497664000000
44,1,8448720000000
45,0,489823000000
45,1,8339540000000
46,0,482049000000
46,1,8215180000000
47,0,1584330000000
47,1,4718710000000
48,0,1609970000000
48,1,4772400000000
49,0,1620010000000
49,1,4810200000000
50,0,1659920000000
50,1,4782680000000
51,0,1894430000000
51,1,4197700000000
52,0,2231290000000
52,1,3667850000000
53,0,2285050000000
53,1,3722950000000
54,0,2363470000000
54,1,3789710000000
55,0,2378820000000
55,1,3875780000000
56,0,511078000000
56,1,8884870000000
57,0,511973000000
57,1,9016190000000
58,0,495469000000
58,1,8543640000000
59,0,1640550000000
59,1,5005610000000
60,0,1581140000000
60,1,4760590000000
61,0,1521030000000
61,1,4618820000000
62,0,475293000000
62,1,8022710000000
63,0,473571000000
63,1,7871970000000
64,0,1576720000000
64,1,4686480000000
65,0,1650200000000
65,1,4685910000000
66,0,2093580000000
66,1,3569530000000
67,0,2215950000000
67,1,3663420000000
68,0,2312420000000
68,1,3752500000000
69,0,2336790000000
69,1,3769310000000
70,0,522766000000
70,1,9363390000000
71,0,513418000000
71,1,9215040000000
72,0,506361000000
72,1,9036080000000
73,0,498911000000
73,1,8933660000000
74,0,473576000000
74,1,8273810000000
75,0,461338000000
75,1,7901940000000
76,0,470411000000
76,1,7776490000000
77,0,473565000000
77,1,7847580000000
78,0,1586570000000
78,1,4732220000000
79,0,1818740000000
79,1,4126360000000
80,0,2127150000000
80,1,3578500000000
81,0,2209590000000
81,1,3690670000000
82,0,2328060000000
82,1,3758560000000
83,0,2305230000000
83,1,3730590000000
