Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
33736.4,2,100,H,Ecto,1.16273e+07
33736.4,2,1000,H,Ecto,3.44542e+07
33736.4,2,1000,H,Endo,6.43542e+06
33736.4,2,10000,H,Endo,6.29472e+07
33736.4,2,100000,H,Endo,85171.5
33736.4,2,100,O,Ecto,6.46007e+06
33736.4,2,1000,O,Ecto,5.47952e+06
33736.4,2,10000,O,Endo,42855.5
33736.4,2,100,C,Ecto,0.0606471
33736.4,2,1000,C,Ecto,1.05671e+07
33736.4,2,10000,C,Ecto,0.209386
75491.6,2,100,H,Ecto,2.04972e+06
75491.6,2,1000,H,Ecto,381.76
75491.6,2,1000,H,Endo,303990
75491.6,2,10000,H,Endo,193986
75491.6,2,10,O,Ecto,69.5584
75491.6,2,100,O,Ecto,2.55518e+06
75491.6,2,1000,O,Ecto,699342
75491.6,2,10,C,Ecto,0.000685814
75491.6,2,100,C,Ecto,185263
75491.6,2,1000,C,Ecto,738235
40245.4,2,100,H,Ecto,5.12925e+07
40245.4,2,1000,H,Ecto,3.10363e+07
40245.4,2,1000,H,Endo,1.44827e+07
40245.4,2,10000,H,Endo,4.19075e+07
40245.4,2,100,O,Ecto,1.35587e+07
40245.4,2,1000,O,Ecto,7.71097e+06
40245.4,2,10000,O,Endo,1438.14
40245.4,2,100,C,Ecto,0.730196
40245.4,2,1000,C,Ecto,2.20722e+07
12927.2,2,100,H,Ecto,39023.5
12927.2,2,1000,H,Ecto,25.6888
12927.2,2,1000,H,Endo,8790.75
12927.2,2,10000,H,Endo,5641.37
12927.2,2,100,O,Ecto,32559.6
12927.2,2,1000,O,Ecto,6273.49
12927.2,2,100,C,Ecto,2115.01
12927.2,2,1000,C,Ecto,6907.5
51961.7,2,1000,H,Ecto,252.155
51961.7,2,10000,H,Ecto,0.0267773
51961.7,2,1000,H,Endo,2596.56
51961.7,2,10000,H,Endo,17294
51961.7,2,1000,O,Ecto,2484.46
51961.7,2,10000,O,Ecto,318.144
51961.7,2,10000,O,Endo,2.39193
51961.7,2,1000,C,Ecto,592.739
51961.7,2,10000,C,Ecto,336.165
51104.4,2,10,H,Ecto,5146.29
51104.4,2,100,H,Ecto,2.17905e+06
51104.4,2,1000,H,Ecto,104560
51104.4,2,10000,H,Endo,3.66904e+06
51104.4,2,10,O,Ecto,49672.8
51104.4,2,100,O,Ecto,753175
51104.4,2,1000,O,Ecto,485207
51104.4,2,100,C,Ecto,125410
51104.4,2,1000,C,Ecto,1.40235e+06
51104.4,2,10000,C,Ecto,338182
43836.1,2,1000,H,Ecto,10295.2
43836.1,2,10000,H,Ecto,0.000312033
43836.1,2,1000,H,Endo,107876
43836.1,2,10000,H,Endo,3.10846e+06
43836.1,2,100000,H,Endo,59709.2
43836.1,2,100,O,Ecto,1.28254
43836.1,2,1000,O,Ecto,249075
43836.1,2,10000,O,Endo,18143.6
43836.1,2,100,C,Ecto,0.000305052
