Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
81677.5,2,1000,H,Ecto,9.67118
81677.5,2,10000,H,Ecto,10991.8
81677.5,2,10000,H,Endo,268949
81677.5,2,100000,H,Endo,287.451
81677.5,2,1000,O,Ecto,75.9034
81677.5,2,10000,O,Ecto,0.0150133
81677.5,2,10000,O,Endo,35706
81677.5,2,1000,C,Ecto,454.719
81677.5,2,10000,C,Ecto,0.348487
46438.6,2,100,H,Ecto,51446.3
46438.6,2,1000,H,Ecto,478354
46438.6,2,10000,H,Ecto,1.14694e+06
46438.6,2,10000,H,Endo,2.531e+07
46438.6,2,100000,H,Endo,460.078
46438.6,2,100,O,Ecto,34.5305
46438.6,2,1000,O,Ecto,704569
46438.6,2,10000,O,Ecto,318.858
46438.6,2,10000,O,Endo,3.7126e+06
46438.6,2,100,C,Ecto,1967.04
46438.6,2,1000,C,Ecto,141278
46438.6,2,10000,C,Ecto,1687.01
95218.5,2,1000,H,Ecto,0.489212
95218.5,2,10000,H,Ecto,3464.33
95218.5,2,10000,H,Endo,113107
95218.5,2,100000,H,Endo,1.13453
95218.5,2,1000,O,Ecto,4.1675
95218.5,2,10000,O,Endo,10650.6
95218.5,2,1000,C,Ecto,57.446
95218.5,2,10000,C,Ecto,0.299574
36331.3,2,100,H,Ecto,2.2635e+06
36331.3,2,1000,H,Ecto,5.27207e+06
36331.3,2,10000,H,Ecto,6.67253e+07
36331.3,2,10000,H,Endo,7.45267e+08
36331.3,2,100000,H,Endo,206.37
36331.3,2,1000,O,Ecto,1.81777e+07
36331.3,2,10000,O,Ecto,14250.6
36331.3,2,10000,O,Endo,1.96103e+08
36331.3,2,100,C,Ecto,20222.5
36331.3,2,1000,C,Ecto,5.6841e+06
36331.3,2,10000,C,Ecto,118602
13366.5,2,100,H,Ecto,1.69621e+08
13366.5,2,1000,H,Ecto,3.70145e+06
13366.5,2,10000,H,Ecto,3.87624e+06
13366.5,2,10000,H,Endo,1.32618e+07
13366.5,2,100,O,Ecto,9.07006e+07
13366.5,2,1000,O,Ecto,3.01678e+07
13366.5,2,10000,O,Ecto,0.205566
13366.5,2,10000,O,Endo,3736.33
13366.5,2,100,C,Ecto,3.75563e+06
13366.5,2,1000,C,Ecto,6.56939e+06
13366.5,2,10000,C,Ecto,5.92992e+06
95218.5,2,100,H,Ecto,390165
95218.5,2,1000,H,Ecto,29394.9
95218.5,2,10000,H,Ecto,1042.07
95218.5,2,10000,H,Endo,112438
95218.5,2,100,O,Ecto,133019
95218.5,2,1000,O,Ecto,165050
95218.5,2,10000,O,Ecto,3.86512
95218.5,2,10000,O,Endo,12.3829
95218.5,2,100,C,Ecto,15753.5
95218.5,2,1000,C,Ecto,54749.1
95218.5,2,10000,C,Ecto,30702.4
85325.3,2,10,H,Ecto,68196.8
85325.3,2,100,H,Ecto,356553
85325.3,2,1000,H,Ecto,554903
85325.3,2,10,O,Ecto,44976.8
85325.3,2,100,O,Ecto,234639
85325.3,2,1000,O,Ecto,79811.7
85325.3,2,10,C,Ecto,0.152872
85325.3,2,100,C,Ecto,61037.6
85325.3,2,1000,C,Ecto,408989
85325.3,2,10000,C,Ecto,1519.88
248.142,4,10,H,Ecto,416261
248.142,4,100,H,Ecto,2.99004e+06
248.142,4,1000,H,Ecto,330664
248.142,4,10,O,Ecto,635185
248.142,4,100,O,Ecto,568909
248.142,4,1000,O,Ecto,51185.5
248.142,4,10,C,Ecto,0.255001
248.142,4,100,C,Ecto,398728
248.142,4,1000,C,Ecto,129696
99.7157,5,1,H,Ecto,105189
99.7157,5,10,H,Ecto,8715.01
99.7157,5,100,H,Ecto,44612.2
99.7157,5,100,O,Ecto,1850.28
753.104,5,1,H,Ecto,5057.43
753.104,5,10,H,Ecto,57487.6
753.104,5,100,H,Ecto,340732
753.104,5,10,O,Ecto,621.362
753.104,5,100,O,Ecto,101611
753.104,5,100,C,Ecto,897.776
753.104,5,1000,C,Ecto,5.69399
851.533,7,10,H,Ecto,11350.8
851.533,7,100,H,Ecto,405336
851.533,7,1000,H,Ecto,586754
851.533,7,10000,H,Ecto,527.949
851.533,7,10000,H,Endo,469.122
851.533,7,100,O,Ecto,1.2185e+06
851.533,7,1000,O,Ecto,127668
851.533,7,10000,O,Endo,12.5781
851.533,7,10,C,Ecto,0.00107309
851.533,7,100,C,Ecto,166318
851.533,7,1000,C,Ecto,176401
851.533,7,10000,C,Ecto,103011
96.4193,7,1,H,Ecto,0.078745
96.4193,7,10,H,Ecto,2.62955
96.4193,7,100,H,Ecto,9.94042
96.4193,7,10,O,Ecto,0.00190833
96.4193,7,100,O,Ecto,0.628356
96.4193,7,100,C,Ecto,0.0029182
96.4193,7,1000,C,Ecto,2.31269e-07
975.98,7,1,H,Ecto,38715.2
975.98,7,10,H,Ecto,46797.9
975.98,7,100,H,Ecto,250828
975.98,7,10,O,Ecto,857.192
975.98,7,100,O,Ecto,73527.7
975.98,7,100,C,Ecto,997.497
975.98,7,1000,C,Ecto,6.63876
1989.28,7,10,H,Ecto,0.00212867
1989.28,7,100,H,Ecto,1549.41
1989.28,7,1000,H,Ecto,285.544
1989.28,7,10000,H,Ecto,0.273892
1989.28,7,10000,H,Endo,7.34349
1989.28,7,100,O,Ecto,3056.28
1989.28,7,1000,O,Ecto,83.6205
1989.28,7,10000,O,Ecto,6.09513e-06
1989.28,7,10000,O,Endo,0.043096
1989.28,7,100,C,Ecto,40.7104
1989.28,7,1000,C,Ecto,41.37
1989.28,7,10000,C,Ecto,15.8146
3241.22,7,100,H,Ecto,834904
3241.22,7,1000,H,Ecto,22395
3241.22,7,10000,H,Ecto,1372.84
3241.22,7,10000,H,Endo,53447.1
3241.22,7,100,O,Ecto,818336
3241.22,7,1000,O,Ecto,147052
3241.22,7,10000,O,Ecto,0.689529
3241.22,7,10000,O,Endo,51.1849
3241.22,7,100,C,Ecto,30107
3241.22,7,1000,C,Ecto,39969.5
3241.22,7,10000,C,Ecto,33045.5
4432.86,7,100,H,Ecto,1.64936e+07
4432.86,7,1000,H,Ecto,767810
4432.86,7,10000,H,Ecto,19974.9
4432.86,7,10000,H,Endo,2.26168e+06
4432.86,7,100,O,Ecto,1.39769e+07
4432.86,7,1000,O,Ecto,2.10212e+06
4432.86,7,10000,O,Ecto,0.0234988
4432.86,7,10000,O,Endo,534.858
4432.86,7,100,C,Ecto,548359
4432.86,7,1000,C,Ecto,2.06455e+06
4432.86,7,10000,C,Ecto,1.68837e+06
489.949,7,10,H,Ecto,552032
489.949,7,100,H,Ecto,3.3432e+06
489.949,7,1000,H,Ecto,207177
489.949,7,10,O,Ecto,587287
489.949,7,100,O,Ecto,696374
489.949,7,1000,O,Ecto,139887
489.949,7,10,C,Ecto,0.51846
489.949,7,100,C,Ecto,300094
489.949,7,1000,C,Ecto,395159
489.949,7,10000,C,Ecto,49.3235
542.675,7,10,H,Ecto,7442.56
542.675,7,100,H,Ecto,22763.8
542.675,7,1000,H,Ecto,100099
542.675,7,10000,H,Ecto,2.07273
542.675,7,10000,H,Endo,1.92966
542.675,7,10,O,Ecto,45.7894
542.675,7,100,O,Ecto,70373.3
542.675,7,1000,O,Ecto,21601.2
542.675,7,10000,O,Endo,0.142648
542.675,7,10,C,Ecto,1.69447e-08
542.675,7,100,C,Ecto,18214.2
542.675,7,1000,C,Ecto,27355.2
542.675,7,10000,C,Ecto,5248.86
17717.2,7,100,H,Ecto,116999
17717.2,7,1000,H,Ecto,86796.7
17717.2,7,10000,H,Ecto,12407.1
17717.2,7,10000,H,Endo,1.21779e+06
17717.2,7,100,O,Ecto,16.5765
17717.2,7,1000,O,Ecto,222119
17717.2,7,10000,O,Ecto,83.4888
17717.2,7,10000,O,Endo,42799.7
17717.2,7,100,C,Ecto,1567.08
17717.2,7,1000,C,Ecto,81606.3
17717.2,7,10000,C,Ecto,13000.5
1215.24,7,10,H,Ecto,31262.7
1215.24,7,100,H,Ecto,35315.7
1215.24,7,1000,H,Ecto,195583
1215.24,7,10,O,Ecto,1818.63
1215.24,7,100,O,Ecto,48864.4
1215.24,7,1000,O,Ecto,17001
1215.24,7,10000,O,Endo,0.00436731
1215.24,7,10,C,Ecto,0.015714
1215.24,7,100,C,Ecto,18417.2
1215.24,7,1000,C,Ecto,81788.4
1215.24,7,10000,C,Ecto,1933.47
356.71,7,10,H,Ecto,1.13853e+06
356.71,7,100,H,Ecto,3.26705e+06
356.71,7,1000,H,Ecto,1.25016e+07
356.71,7,10,O,Ecto,212404
356.71,7,100,O,Ecto,3.85005e+06
356.71,7,1000,O,Ecto,1.14089e+06
356.71,7,10,C,Ecto,1.74884
356.71,7,100,C,Ecto,1.10906e+06
356.71,7,1000,C,Ecto,6.85744e+06
356.71,7,10000,C,Ecto,50129
4793.44,7,1,H,Ecto,1250.31
4793.44,7,10,H,Ecto,87.3006
4793.44,7,100,H,Ecto,1127.51
4793.44,7,100,O,Ecto,184.421
18014.9,7,10,H,Ecto,1.30514e+06
18014.9,7,100,H,Ecto,2.8375e+06
18014.9,7,1000,H,Ecto,3.06409e+07
18014.9,7,10000,H,Ecto,4.6261
18014.9,7,10000,H,Endo,124.338
18014.9,7,10,O,Ecto,23335.9
