Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
81677.5,2,10000,H,Endo,59750.6
81677.5,2,100000,H,Endo,0.0398826
81677.5,2,1000,O,Ecto,1226.59
81677.5,2,10000,O,Ecto,0.582007
81677.5,2,10000,O,Endo,26810.6
81677.5,2,1000,C,Ecto,50.548
81677.5,2,10000,C,Ecto,0.0400837
46438.6,2,100,H,Ecto,70552.2
46438.6,2,1000,H,Ecto,90224.8
46438.6,2,10000,H,Ecto,2402.81
46438.6,2,10000,H,Endo,1.21359e+07
46438.6,2,100000,H,Endo,0.878576
46438.6,2,1000,O,Ecto,2.02761e+06
46438.6,2,10000,O,Ecto,1320.22
46438.6,2,10000,O,Endo,2.70533e+06
46438.6,2,100,C,Ecto,3.82017
46438.6,2,1000,C,Ecto,52979.3
46438.6,2,10000,C,Ecto,28850.6
36331.3,2,100,H,Ecto,1.85351e+06
36331.3,2,1000,H,Ecto,2.0748e+06
36331.3,2,10000,H,Ecto,73328.6
36331.3,2,10000,H,Endo,1.89994e+08
36331.3,2,100000,H,Endo,1.19392
36331.3,2,1000,O,Ecto,4.34176e+07
36331.3,2,10000,O,Ecto,33.954
36331.3,2,10000,O,Endo,2.48388e+07
36331.3,2,100,C,Ecto,135.318
36331.3,2,1000,C,Ecto,621052
36331.3,2,10000,C,Ecto,956774
13366.5,2,100,H,Ecto,1.87128e+08
13366.5,2,1000,H,Ecto,2.97243e+07
13366.5,2,10000,H,Ecto,102325
13366.5,2,10000,H,Endo,9.57235e+07
13366.5,2,100,O,Ecto,1.29059e+08
13366.5,2,1000,O,Ecto,4.39145e+07
13366.5,2,10000,O,Ecto,0.29984
13366.5,2,10000,O,Endo,603.052
13366.5,2,100,C,Ecto,1.67548e+06
13366.5,2,1000,C,Ecto,5.21012e+07
13366.5,2,10000,C,Ecto,8.9509e+06
85325.3,2,10,H,Ecto,10772
85325.3,2,100,H,Ecto,97337.4
85325.3,2,1000,H,Ecto,308456
85325.3,2,10,O,Ecto,60155.6
85325.3,2,100,O,Ecto,85964.9
85325.3,2,1000,O,Ecto,4135.06
85325.3,2,10,C,Ecto,0.0719325
85325.3,2,100,C,Ecto,10590.9
85325.3,2,1000,C,Ecto,75794.5
85325.3,2,10000,C,Ecto,31.3221
93633.5,2,100,H,Ecto,823935
93633.5,2,1000,H,Ecto,191356
93633.5,2,10000,H,Ecto,17417.6
93633.5,2,10000,H,Endo,289978
93633.5,2,100,O,Ecto,1.04362e+06
93633.5,2,1000,O,Ecto,302753
93633.5,2,10000,O,Ecto,0.000517342
93633.5,2,10000,O,Endo,0.00033585
93633.5,2,100,C,Ecto,16182.7
93633.5,2,1000,C,Ecto,285292
93633.5,2,10000,C,Ecto,35501.5
50850.8,2,100,H,Ecto,3104.73
50850.8,2,1000,H,Ecto,672926
50850.8,2,10000,H,Ecto,0.00341458
50850.8,2,1000,H,Endo,6.16405e+06
50850.8,2,10000,H,Endo,5880.77
50850.8,2,100000,H,Endo,55.5144
50850.8,2,100,O,Ecto,34744.1
50850.8,2,1000,O,Ecto,249994
50850.8,2,10000,O,Ecto,36.532
50850.8,2,1000,O,Endo,20.2476
50850.8,2,10000,O,Endo,13342.2
50850.8,2,100,C,Ecto,24707.5
50850.8,2,1000,C,Ecto,8306.35
50850.8,2,10000,C,Ecto,477.153
86412.5,2,100,H,Ecto,1.22338e+08
86412.5,2,1000,H,Ecto,1.42873e+07
86412.5,2,1000,H,Endo,13220.4
86412.5,2,10000,H,Endo,4.41686e+06
86412.5,2,100000,H,Endo,249.025
86412.5,2,100,O,Ecto,3.66622e+06
86412.5,2,1000,O,Ecto,4.49024e+07
86412.5,2,10000,O,Endo,12359.5
86412.5,2,100,C,Ecto,704410
86412.5,2,1000,C,Ecto,3.70869e+06
86412.5,2,10000,C,Ecto,1.40936e+06
26760.3,2,1,H,Ecto,482885
26760.3,2,10,H,Ecto,2.12242e+06
26760.3,2,100,H,Ecto,187308
26760.3,2,1000,H,Ecto,1.42066e+06
26760.3,2,10,O,Ecto,1.76685e+06
26760.3,2,100,O,Ecto,6.86599e+06
26760.3,2,1000,O,Ecto,64454.4
26760.3,2,100,C,Ecto,0.897642
26760.3,2,1000,C,Ecto,452.193
26760.3,2,10000,C,Ecto,209585
13726.8,2,100,H,Ecto,3.5078e+07
13726.8,2,1000,H,Ecto,1.69023e+06
13726.8,2,10000,H,Endo,73682.3
13726.8,2,10,O,Ecto,27149.7
13726.8,2,100,O,Ecto,1.43901e+07
13726.8,2,1000,O,Ecto,3.24085e+07
13726.8,2,10000,O,Endo,126183
