Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
81677.5,2,1000,H,Ecto,194.606
81677.5,2,10000,H,Ecto,88783.1
81677.5,2,1000,H,Endo,82420.9
81677.5,2,10000,H,Endo,2.10158e+06
81677.5,2,100000,H,Endo,3.60281
81677.5,2,1000,O,Ecto,0.730614
81677.5,2,10000,O,Endo,28829
81677.5,2,1000,C,Ecto,14062.6
81677.5,2,10000,C,Ecto,2.28709
46438.6,2,100,H,Ecto,122305
46438.6,2,1000,H,Ecto,5.83376e+06
46438.6,2,10000,H,Ecto,1.29062e+07
46438.6,2,1000,H,Endo,2.58048e+06
46438.6,2,10000,H,Endo,415727
46438.6,2,100000,H,Endo,1.474
46438.6,2,100,O,Ecto,628919
46438.6,2,1000,O,Ecto,1.1759e+06
46438.6,2,10000,O,Ecto,314.922
46438.6,2,100,C,Ecto,10786.1
46438.6,2,1000,C,Ecto,429394
95218.5,2,1000,H,Ecto,1771.47
95218.5,2,10000,H,Ecto,70774.7
95218.5,2,1000,H,Endo,73556.5
95218.5,2,10000,H,Endo,8.97874e+06
95218.5,2,100000,H,Endo,28.4289
95218.5,2,1000,O,Ecto,0.288146
95218.5,2,10000,O,Endo,315483
95218.5,2,1000,C,Ecto,11012.6
95218.5,2,10000,C,Ecto,13.3628
36331.3,2,100,H,Ecto,21299.5
36331.3,2,1000,H,Ecto,3.21966e+08
36331.3,2,10000,H,Ecto,3.02288e+09
36331.3,2,1000,H,Endo,3.26045e+08
36331.3,2,10000,H,Endo,8.36895e+07
36331.3,2,100000,H,Endo,402.753
36331.3,2,100,O,Ecto,4.92755e+06
36331.3,2,1000,O,Ecto,1.47645e+07
36331.3,2,10000,O,Ecto,2647.16
36331.3,2,10000,O,Endo,1793.72
36331.3,2,100,C,Ecto,56202
36331.3,2,1000,C,Ecto,4.50946e+07
36331.3,2,10000,C,Ecto,13.3084
26760.3,2,100,H,Ecto,26635.1
26760.3,2,1000,H,Ecto,541178
26760.3,2,10000,H,Endo,1.73312e+07
26760.3,2,100,O,Ecto,2152.57
26760.3,2,1000,O,Ecto,144040
26760.3,2,10000,O,Endo,9779.79
26760.3,2,1000,C,Ecto,4881.83
26760.3,2,10000,C,Ecto,284.069
13726.8,2,100,H,Ecto,2.95374e+06
13726.8,2,1000,H,Ecto,640733
13726.8,2,10000,H,Endo,5.54908e+07
13726.8,2,100,O,Ecto,1.55164e+06
13726.8,2,1000,O,Ecto,1.51572e+06
13726.8,2,10000,O,Endo,284054
13726.8,2,100,C,Ecto,53.6437
13726.8,2,1000,C,Ecto,218093
13726.8,2,10000,C,Ecto,6145.19
86412.5,2,10,H,Ecto,1.41621e+06
86412.5,2,100,H,Ecto,2.17485e+07
86412.5,2,10000,H,Endo,40404.4
86412.5,2,10,O,Ecto,7403.04
86412.5,2,100,O,Ecto,2.78285e+07
86412.5,2,1000,O,Ecto,2.04468e+07
86412.5,2,10000,O,Endo,1.54281e+07
86412.5,2,100,C,Ecto,263088
86412.5,2,1000,C,Ecto,3519.31
86412.5,2,10000,C,Ecto,6102.49
26760.3,2,10,H,Ecto,1.60919e+07
26760.3,2,100,H,Ecto,1.06111e+07
26760.3,2,10,O,Ecto,2.13221e+07
26760.3,2,100,O,Ecto,6.62078e+06
26760.3,2,1000,O,Ecto,3.73508e+07
26760.3,2,100,C,Ecto,155031
26760.3,2,1000,C,Ecto,893.779
26760.3,2,10000,C,Ecto,1.70307e+07
11768.1,2,100,H,Ecto,2124.4
11768.1,2,1000,H,Ecto,25517.7
11768.1,2,1000,H,Endo,38051.1
11768.1,2,10000,H,Endo,97074.5
11768.1,2,100,O,Ecto,24.4165
11768.1,2,1000,O,Ecto,1194.26
11768.1,2,10000,O,Endo,0.542472
11768.1,2,100,C,Ecto,16.7664
11768.1,2,1000,C,Ecto,633.346
11768.1,2,10000,C,Ecto,0.000445003
13726.8,2,100,H,Ecto,1285.96
13726.8,2,1000,H,Ecto,16992.3
13726.8,2,1000,H,Endo,30223
13726.8,2,10000,H,Endo,98907.9
13726.8,2,100,O,Ecto,19.3765
13726.8,2,1000,O,Ecto,685.323
13726.8,2,10000,O,Endo,0.342611
13726.8,2,100,C,Ecto,10.8316
13726.8,2,1000,C,Ecto,371.825
13726.8,2,10000,C,Ecto,0.00024915
11768.1,2,10,H,Ecto,123777
11768.1,2,100,H,Ecto,1.93181e+06
11768.1,2,1000,H,Ecto,37972
11768.1,2,10,O,Ecto,162718
11768.1,2,100,O,Ecto,1.96834e+06
11768.1,2,1000,O,Ecto,2615.04
