0,0,175.494,81236.1,51771.2,626.472,-2.34468,87,0.5,2,0,4294967295,0,32,32,0
0,0,62.073,7504.64,7504.64,33407.1,-2.34468,88,0.5,2,3425.77,117,1,31,29,2
0,0,3.18604,4577.08,4577.08,5801.98,-2.24328,88,0.5,2,4800.89,114,1,31,26,5
0,0,277.266,13589.6,13589.6,3466.48,-2.24328,75,0.5,2,12233,98,1,44,23,21
0,0,921.654,18427.7,18427.7,46963.8,-2.20265,99,0.5,2,8110.39,117,1,20,18,2
0,0,288.989,13868.4,4469.02,189010,-2.24328,101,0.5,2,0,4294967295,0,18,18,0
0,0,2957.22,29559.2,29559.2,638.385,-2.20265,91,0.5,2,17622.6,102,1,28,11,17
0,0,242.576,3526.71,3337.8,641.655,-2.34468,102,0.5,2,0,4294967295,0,17,17,0
0,0,227.156,29690.9,29690.9,3147.73,-2.34468,66,0.5,2,17939.1,84,1,53,18,35
0,0,39.1081,18707.6,18707.6,12591.5,-2.34468,87,0.5,2,12144.7,108,1,32,21,11
0,0,4285.6,66286.1,66286.1,2.55424,-2.46243,75,0.5,2,33789.5,91,1,44,16,28
0,0,222.882,29311.5,1125.54,170196,-2.34468,111,0.5,2,0,4294967295,0,8,8,0
0,0,2963.37,32141.8,12825.5,90124.1,-2.20265,111,0.5,2,0,4294967295,0,8,8,0
0,0,278.36,13467.1,664.966,979099,-2.24328,114,0.5,2,0,4294967295,0,5,5,0
0,0,219.218,2641.59,660.083,31926.9,-2.34468,111,0.5,2,0,4294967295,0,8,8,0
0,0,4517.34,65821.3,9243.3,165.251,-2.46243,115,0.5,2,0,4294967295,0,4,4,0
0,0,214.888,27682.1,309.008,2381870,-2.34468,115,0.5,2,0,4294967295,0,4,4,0
0,0,2643.82,29996.6,5676.27,23510,-2.20265,115,0.5,2,0,4294967295,0,4,4,0
0,0,4318.66,67513.1,25406.2,20.6778,-2.46243,111,0.5,2,0,4294967295,0,8,8,0
0,0,5.57295,3476.83,539.853,880647,-2.24328,112,0.5,2,0,4294967295,0,7,7,0
0,0,794.133,18723.6,2632.35,1520270,-2.20265,115,0.5,2,0,4294967295,0,4,4,0
0,0,184.638,42521.8,30955.5,366859,-2.34468,99,0.5,2,0,4294967295,0,20,20,0
0,2,5444.36,41873.5,35322,275094,-2.20265,87,0.5,2.73443,0,4294967295,0,32,32,0
0,2,228.766,70613.9,5856.96,77130.5,-2.34468,100,0.5,2.54469,0,4294967295,0,19,19,0
0,2,5724.37,44812.8,16427,246692,-2.20265,104,0.5,2.75988,0,4294967295,0,15,15,0
0,2,77.7081,3674.16,3674.16,16149.6,-2.30151,105,0.5,2.17459,63.0609,119,1,14,14,0
0,3,13.9274,341.676,339.598,288011,-2.71651,100,0,2,349.249,114,1,19,14,5
0,3,1.02893,43.0412,42.5441,4154710,-2.71651,103,0,2,7.83749,117,1,16,14,2
0,3,0.193105,4.43722,2.08176,9120390,-2.35147,113,0,2,0,4294967295,0,6,6,0
0,3,5.43284,381.777,21.9809,6024400,-2.34468,114,0,2,0,4294967295,0,5,5,0
0,5,0.950628,96.4044,11.292,2818560,-2.35147,111,0,2.01539,0,4294967295,0,8,8,0
0,5,11.2329,796.918,23.9071,8372760,-2.24328,115,0,2.04859,0,4294967295,0,4,4,0
0,6,8.40606,918.142,914.031,1614.82,-2.34468,63,0,2,489.632,89,1,56,26,30
0,6,75.0665,10060.7,9027.48,60.076,-2.34468,79,0,2,0,4294967295,0,40,40,0
0,6,3.84071,606.911,603.822,5825.44,-2.34468,90,0,2,591.887,115,1,29,25,4
0,6,15.6463,1787.43,1780.91,157917,-2.34468,90,0,2,548.007,116,1,29,26,3
0,6,1.02072,193.182,191.78,595000,-2.34468,99,0,2,54.2554,116,1,20,17,3
0,6,49.2518,3028.49,1840.11,78544.7,-2.24328,99,0,2,0,4294967295,0,20,20,0
