0,0,38942400000
0,1,207016000000
1,0,51923500000
1,1,391806000000
2,0,47278300000
2,1,315407000000
3,0,82373800000
3,1,548761000000
4,0,86039500000
4,1,314216000000
5,0,106255000000
5,1,353847000000
6,0,69662000000
6,1,179737000000
7,0,152784000000
7,1,852632000000
8,0,73511700000
8,1,239179000000
9,0,100908000000
9,1,331857000000
10,0,119721000000
10,1,449763000000
11,0,81462400000
11,1,402547000000
12,0,92132900000
12,1,471640000000
13,0,110189000000
13,1,386444000000
14,0,37113300000
14,1,141387000000
15,0,39617000000
15,1,236564000000
16,0,23894100000
16,1,133376000000
17,0,42559200000
17,1,206225000000
18,0,49386900000
18,1,351647000000
19,0,42097300000
19,1,196185000000
20,0,42969500000
20,1,193612000000
21,0,58528400000
21,1,277383000000
22,0,82873100000
22,1,309377000000
23,0,99378600000
23,1,360055000000
24,0,69262100000
24,1,185672000000
25,0,59976300000
25,1,237718000000
26,0,72269000000
26,1,278848000000
27,0,104343000000
27,1,391793000000
28,0,14827400000
28,1,135130000000
29,0,12734100000
29,1,148290000000
30,0,47645800000
30,1,350349000000
31,0,45515300000
31,1,267127000000
32,0,41020400000
32,1,192300000000
33,0,47764800000
33,1,351255000000
34,0,56867200000
34,1,218860000000
35,0,43920200000
35,1,215424000000
36,0,51948400000
36,1,167243000000
37,0,103156000000
37,1,370065000000
38,0,112382000000
38,1,426586000000
39,0,82473400000
39,1,329277000000
40,0,43558300000
40,1,201865000000
41,0,57186200000
41,1,209994000000
42,0,2660460000
42,1,36401100000
43,0,49346400000
43,1,395108000000
44,0,41266700000
44,1,206157000000
45,0,41621000000
45,1,282161000000
46,0,32581100000
46,1,200339000000
47,0,36448000000
47,1,149302000000
48,0,57144600000
48,1,271592000000
49,0,47794500000
49,1,315672000000
50,0,39134300000
50,1,175771000000
51,0,44298100000
51,1,245399000000
52,0,40089400000
52,1,172446000000
53,0,57258100000
53,1,276646000000
54,0,56296700000
54,1,254257000000
55,0,81570900000
55,1,319268000000
56,0,44169100000
56,1,214816000000
57,0,36188100000
57,1,130535000000
58,0,41364100000
58,1,191780000000
59,0,38717600000
59,1,161988000000
60,0,4198900000
60,1,54147800000
61,0,20236400000
61,1,197936000000
62,0,22566700000
62,1,178059000000
63,0,44090900000
63,1,269196000000
64,0,10126400000
64,1,87466000000
65,0,40325600000
65,1,189812000000
66,0,37761400000
66,1,163537000000
67,0,50746800000
67,1,338163000000
68,0,54000800000
68,1,185063000000
69,0,79525300000
69,1,287867000000
70,0,103308000000
70,1,343364000000
71,0,57061700000
71,1,265924000000
72,0,58367100000
72,1,229351000000
73,0,46831500000
73,1,245531000000
74,0,39702900000
74,1,193805000000
75,0,0.000000000000598891
75,1,1106560
76,0,10003300000
76,1,134146000000
77,0,41178800000
77,1,214349000000
78,0,37293900000
78,1,214048000000
79,0,44435700000
79,1,315206000000
80,0,42119200000
80,1,258009000000
81,0,48202000000
81,1,267312000000
82,0,54157700000
82,1,329246000000
83,0,50382500000
83,1,271096000000
