Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,2.47513e+09,1941.27,3.4295e+08,7.54236e+06,1.87878e+06,7.14639e+06,4.50297e+08,3.18371e+08,2.5535e+08
2, 1,2.20956e+09,1785.43,3.19893e+08,6.70625e+06,1.74191e+06,6.32745e+06,4.08785e+08,2.92418e+08,2.3257e+08
3, 1,1.96417e+09,1553.44,2.97623e+08,5.92911e+06,1.61504e+06,5.68731e+06,3.73235e+08,2.68762e+08,2.12679e+08
4, 1,1.88715e+09,1365.94,2.91115e+08,5.15068e+06,1.48933e+06,5.15795e+06,3.44949e+08,2.48859e+08,1.96474e+08
5, 1,1.85244e+09,831.939,2.69571e+08,5.37331e+06,1.54774e+06,5.35557e+06,3.61745e+08,2.59189e+08,2.08762e+08
6, 1,1.90686e+09,1667.69,2.64401e+08,7.16761e+06,1.63922e+06,6.36448e+06,4.42569e+08,2.98462e+08,2.55207e+08
7, 1,1.99231e+09,4625.84,2.59769e+08,8.49558e+06,1.74372e+06,7.06631e+06,4.96836e+08,3.27518e+08,2.8249e+08
8, 1,2.07782e+09,7514.94,2.57578e+08,9.98365e+06,1.91803e+06,8.11169e+06,5.58309e+08,3.66674e+08,3.15085e+08
9, 1,2.15578e+09,10755,2.61563e+08,1.12811e+07,2.31579e+06,9.50308e+06,6.29536e+08,4.2438e+08,3.5981e+08
10, 1,2.26044e+09,16150.4,2.67246e+08,1.0261e+07,2.15315e+06,8.67493e+06,5.6932e+08,3.85476e+08,3.24843e+08
11, 1,2.28749e+09,21065.2,2.69373e+08,9.34055e+06,2.00512e+06,7.91809e+06,5.16401e+08,3.51678e+08,2.9389e+08
12, 1,2.18696e+09,24337.4,2.62127e+08,8.496e+06,1.87233e+06,7.21472e+06,4.66269e+08,3.21513e+08,2.65323e+08
13, 2,1.99297e+09,28080.1,2.41833e+08,7.73104e+06,1.75085e+06,6.52944e+06,4.22124e+08,2.94198e+08,2.40747e+08
14, 2,1.73693e+09,30796.1,2.14881e+08,7.01148e+06,1.63587e+06,5.88897e+06,3.83476e+08,2.6993e+08,2.19339e+08
15, 2,1.57244e+09,32248.2,1.93208e+08,6.29002e+06,1.52899e+06,5.15663e+06,3.49223e+08,2.48704e+08,2.00885e+08
16, 2,1.55117e+09,33329.1,1.81033e+08,5.53926e+06,1.42929e+06,4.57357e+06,3.23515e+08,2.31257e+08,1.85811e+08
17, 2,1.5874e+09,46309.2,1.77395e+08,6.38753e+06,1.47028e+06,4.85024e+06,3.41494e+08,2.37563e+08,1.96884e+08
18, 2,1.69423e+09,66060,1.79138e+08,8.87893e+06,1.71221e+06,6.12172e+06,4.24811e+08,2.64686e+08,2.3989e+08
19, 2,1.7977e+09,87330.3,1.87343e+08,9.93586e+06,1.86105e+06,7.03459e+06,4.78964e+08,2.86727e+08,2.70614e+08
20, 2,1.91737e+09,110402,1.98007e+08,1.10987e+07,2.04332e+06,7.4569e+06,5.40769e+08,3.18786e+08,3.06014e+08
21, 2,2.01136e+09,166824,2.10578e+08,1.16734e+07,2.66445e+06,8.34102e+06,6.12599e+08,3.75165e+08,3.57052e+08
22, 2,2.09846e+09,258246,2.24924e+08,1.06735e+07,2.4983e+06,7.76105e+06,5.51073e+08,3.40745e+08,3.25767e+08
23, 2,2.14221e+09,356862,2.32877e+08,9.77259e+06,2.34713e+06,7.16391e+06,4.98265e+08,3.11057e+08,2.9797e+08
24, 2,2.09572e+09,466211,2.35635e+08,8.93569e+06,2.20621e+06,6.62033e+06,4.50929e+08,2.85488e+08,2.72986e+08
25, 3,1.95348e+09,484798,2.34083e+08,8.14946e+06,2.07363e+06,6.12281e+06,4.08518e+08,2.6102e+08,2.49954e+08
26, 3,1.75514e+09,469572,2.24723e+08,7.39322e+06,1.94028e+06,5.656e+06,3.70161e+08,2.37989e+08,2.28458e+08
27, 3,1.6407e+09,36040,2.09766e+08,6.62416e+06,1.8113e+06,5.20921e+06,3.35896e+08,2.18735e+08,2.09741e+08
28, 3,1.63349e+09,21881.7,2.01604e+08,5.82885e+06,1.69173e+06,4.75e+06,3.07949e+08,2.02914e+08,1.94088e+08
29, 3,1.67684e+09,0,1.98301e+08,6.2753e+06,1.77697e+06,5.22364e+06,3.28725e+08,2.10998e+08,2.07025e+08
30, 3,1.78235e+09,0,1.98599e+08,9.04464e+06,2.22964e+06,6.64344e+06,4.16921e+08,2.44116e+08,2.5462e+08
31, 3,1.90037e+09,0,2.0242e+08,1.10331e+07,2.37928e+06,7.66677e+06,4.77583e+08,2.71498e+08,2.89797e+08
32, 3,2.03141e+09,0,2.08546e+08,1.23586e+07,2.39309e+06,9.22265e+06,5.46142e+08,3.09607e+08,3.30743e+08
33, 3,2.12189e+09,0,2.19259e+08,1.29286e+07,3.05533e+06,1.08529e+07,6.25244e+08,3.69088e+08,3.85513e+08
34, 3,2.24211e+09,0,2.30066e+08,1.15735e+07,2.78432e+06,1.00213e+07,5.67792e+08,3.3969e+08,3.49732e+08
35, 3,2.31997e+09,0,2.37369e+08,1.04497e+07,2.55048e+06,9.26908e+06,5.16725e+08,3.13813e+08,3.17531e+08
36, 3,2.27673e+09,0,2.39221e+08,9.46961e+06,2.3516e+06,8.57681e+06,4.70652e+08,2.8876e+08,2.8843e+08
37, 4,2.13173e+09,0,2.31702e+08,8.59655e+06,2.18078e+06,7.93379e+06,4.26201e+08,2.65948e+08,2.62361e+08
38, 4,1.90627e+09,0,2.13197e+08,7.78798e+06,2.02193e+06,7.32958e+06,3.86684e+08,2.45634e+08,2.3931e+08
39, 4,1.7536e+09,0,1.95494e+08,6.97297e+06,1.87357e+06,6.73009e+06,3.5189e+08,2.27536e+08,2.19132e+08
40, 4,1.72419e+09,0,1.88233e+08,6.11877e+06,1.73366e+06,6.10073e+06,3.22862e+08,2.12378e+08,2.02873e+08
