FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,8.05224e+08,2.00751e+08
0,0.1,1,7.29271e+09,1.58165e+09
0,1,10,2.0512e+09,3.04206e+09
0,10,100,2.56555e+08,2.07957e+09
0,100,1000,1.87924e+07,9.93343e+08
0,1000,10000,904444,2.32937e+08
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,3.62071e+07,8.93392e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.26201e+09,6.85979e+08
2,1,10,1.04806e+09,1.16852e+09
2,10,100,1.58794e+08,1.02879e+09
2,100,1000,5.0272e+06,1.53468e+08
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,6.15519e+09,808314
3,0.01,0.1,9.08311e+08,3.67193e+06
3,0.1,1,1.57859e+08,4.04516e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.66591e+07,323182
4,0.1,1,8.7646e+07,1.24375e+07
4,1,10,2.71608e+07,9.12687e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.07163e+09,361472
5,0.01,0.1,8.53416e+07,887996
5,0.1,1,6.0324e+07,5.06396e+06
5,1,10,5.40331e+06,2.45505e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.45291e+09,1.6524e+07
6,0.1,1,1.52639e+09,4.65672e+07
6,1,10,1.38461e+08,4.30097e+07
6,10,100,2.27444e+06,3.77988e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,4.0219e+07,1.01624e+06
7,0.1,1,8.61562e+08,5.6992e+07
7,1,10,6.82106e+08,2.05162e+08
7,10,100,8.06283e+07,1.61072e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,1.92138e+09,1.31071e+07
8,0.1,1,1.31266e+09,4.58612e+07
8,1,10,1.21493e+08,4.18658e+07
8,10,100,921901,6.37506e+06
8,100,1000,0,0
8,1000,10000,0,0
