GridcellIndex,FunctionalGroupIndex,JuvenileMass,AdultMass,IndividualBodyMass,CohortAbundance,LogOptimalPreyBodySizeRatio,BirthTimeStep,ProportionTimeActive,TrophicIndex,IndividualReproductivePotentialMass,MaturityTimeStep,IsAdult,AgeMonths,TimeStepsJuviline,TimeStepsAdult
0,0,42.9698,12787.2,12787.2,275.951,-2.34468,1147,0.5,2,20923.3,1159,1,42,12,30
0,0,21.1831,2421,2421,3102.19,-2.34468,1157,0.5,2,7570.08,1166,1,32,9,23
0,0,1.89539,131.929,131.929,14.4292,-2.34468,1167,0.5,2,1019.86,1171,1,22,4,18
0,0,406.663,2805.02,2805.02,50.8703,-2.46243,1167,0.5,2,7228.25,1172,1,22,5,17
0,0,8.18323,901.492,901.492,651.579,-2.34468,1168,0.5,2,3261.86,1175,1,21,7,14
0,0,8584.43,85423.4,85423.4,22506.4,-2.46243,1168,0.5,2,78521.6,1180,1,21,12,9
0,0,8.35778,907.755,907.755,71210.9,-2.34468,1179,0.5,2,1674.15,1186,1,10,7,3
0,0,17.0236,6704.13,5916.9,22669.3,-2.34468,1179,0.5,2,0,4294967295,0,10,10,0
0,0,18.5947,2354.33,2354.33,5501.4,-2.34468,1179,0.5,2,2813.95,1187,1,10,8,2
0,0,7.68839,903.495,903.495,1.45893e+06,-2.34468,1181,0.5,2,923.024,1188,1,8,7,1
0,0,43.6952,12215.8,3992.18,77960,-2.34468,1181,0.5,2,0,4294967295,0,8,8,0
0,0,16.5286,6747.08,3010.5,97344.1,-2.34468,1181,0.5,2,0,4294967295,0,8,8,0
0,0,11993.7,274879,274879,1.06563,-2.46243,1155,0.5,2,269164,1175,1,34,20,14
0,0,8.76147,863.012,863.012,1.37284e+06,-2.34468,1182,0.5,2,700.707,1188,1,7,6,1
0,0,1.87556,127.875,127.875,723797,-2.34468,1183,0.5,2,328.371,1187,1,6,4,2
0,0,8784.41,88354.8,33789.8,106733,-2.46243,1183,0.5,2,0,4294967295,0,6,6,0
0,0,16.2763,7244.35,1319.51,545849,-2.34468,1183,0.5,2,0,4294967295,0,6,6,0
0,0,406.663,2805.02,2805.02,42513.3,-2.46243,1183,0.5,2,2311.91,1188,1,6,5,1
0,0,8.18323,901.492,901.492,234932,-2.34468,1183,0.5,2,132.269,1189,1,6,6,0
0,0,18.9782,99.3088,99.3088,176442,-2.35147,1183,0.5,2,494.896,1185,1,6,2,4
0,0,6.58702,440.166,440.166,24197.5,-2.18799,1181,0.5,2,1114.6,1186,1,8,5,3
0,1,187.923,12563.6,12563.6,12.7043,0.00609166,1171,0.5,3.99555,86420.2,1175,1,18,4,14
0,1,189.555,11551.2,11551.2,1.60602e+06,0.00609166,1179,0.5,3.70585,3777.56,1187,1,10,8,2
0,1,187.923,12563.6,12563.6,1071.79,0.00609166,1183,0.5,3.99571,34847.4,1187,1,6,4,2
0,1,1626.54,30291.5,30291.5,79231.5,-2.20265,1183,0.5,3.681,39992.8,1188,1,6,5,1
0,1,176.472,13270.7,13270.7,11838.4,0.00609166,1183,0.5,3.99533,34474.6,1187,1,6,4,2
0,1,1312.85,40496.1,40496.1,484.843,-2.20265,1182,0.5,3.14628,188657,1186,1,7,4,3
0,2,10.2326,2008.3,2008.3,56.9461,-2.34468,1147,0.5,2.85827,8695.95,1158,1,42,11,31
0,2,7.70971,247.122,247.122,4.07032,-2.24328,1159,0.5,2.04004,745.832,1166,1,30,7,23
0,2,164.847,31800,31800,5135.86,-2.34468,1156,0.5,2.03801,21750.3,1167,1,33,11,22
0,2,398.497,9788.87,9788.87,309.553,-2.30151,1158,0.5,2.16899,10542.5,1166,1,31,8,23
0,2,211.766,16839.5,16839.5,222.14,-2.34468,1161,0.5,2.0973,14175.9,1177,1,28,16,12
0,2,152.657,3924.46,3924.46,233.223,-2.46243,1170,0.5,2.91039,11331.9,1174,1,19,4,15
0,2,8.30002,255.861,255.861,2.22727e+07,-2.24328,1179,0.5,2.03865,187.385,1187,1,10,8,2
0,2,1925.21,12969.4,12969.4,5292.02,-2.46243,1179,0.5,2.16017,2010.25,1188,1,10,9,1
0,2,7.52082,247.642,247.642,6.13184e+06,-2.24328,1181,0.5,2.03507,128.912,1188,1,8,7,1
0,2,9.30216,2040.29,299.51,3.75808e+06,-2.34468,1182,0.5,2.01404,0,4294967295,0,7,7,0
0,2,7.70971,247.122,247.122,1259.73,-2.24328,1182,0.5,2.01809,42.7749,1189,1,7,7,0
0,2,95.6044,1225.45,1225.45,1.09209e+06,-2.30151,1182,0.5,2.74187,901.607,1188,1,7,6,1
0,2,4841.45,50027.2,23197.7,30970.6,-2.20265,1179,0.5,2.02443,0,4294967295,0,10,10,0
0,2,164.847,31800,1757.17,630115,-2.34468,1183,0.5,2.65864,0,4294967295,0,6,6,0
0,2,7.70971,247.122,197.181,330383,-2.24328,1183,0.5,2.00226,0,4294967295,0,6,6,0
0,2,398.497,9788.87,7284.13,14124.9,-2.30151,1183,0.5,2.45885,0,4294967295,0,6,6,0
0,2,248.243,16556.3,1959,2.29491e+06,-2.34468,1185,0.5,2.53997,0,4294967295,0,4,4,0
0,3,21.6068,469.064,464.279,188729,-2.20756,1171,0,2,493.91,1183,1,18,12,6
0,3,4.00771,200.962,90.2205,7.50677e+06,-2.34468,1181,0,2,0,4294967295,0,8,8,0
0,3,22.5184,409.891,261.181,739830,-2.50065,1181,0,2,0,4294967295,0,8,8,0
0,4,18.4914,399.337,97.7335,3.61906e+06,-2.50065,1171,0,3,0,4294967295,0,18,18,0
0,5,13.2966,373.462,67.298,6.63486e+06,-2.24328,1182,0,2,0,4294967295,0,7,7,0
0,5,3.10958,37.4896,26.2352,320708,-2.46243,1182,0,2,0,4294967295,0,7,7,0
0,6,22.6528,767.929,761.203,1473.44,-2.24328,1147,0,2,561.265,1160,1,42,13,29
0,6,1.53114,66.3454,65.1071,397981,-2.34468,1159,0,2,101.79,1170,1,30,11,19
0,6,22.6528,767.929,229.246,2.13854e+06,-2.24328,1181,0,2,0,4294967295,0,8,8,0
0,6,69.4686,1864.1,448.738,999916,-2.71651,1181,0,2,0,4294967295,0,8,8,0
0,6,5.86858,332.499,109.602,6.2898e+06,-2.24328,1181,0,2,0,4294967295,0,8,8,0
0,6,1.62638,67.9316,58.1713,561928,-2.34468,1181,0,2,0,4294967295,0,8,8,0
0,6,1.47128,69.9888,27.1281,162746,-2.34468,1182,0,2,0,4294967295,0,7,7,0
0,6,13.8511,118.44,102.502,6.37165e+06,-2.30426,1182,0,2,0,4294967295,0,7,7,0
0,6,1.53114,66.3454,11.7112,1091.42,-2.34468,1183,0,2,0,4294967295,0,6,6,0
0,6,22.5354,774.518,79.7233,425910,-2.24328,1183,0,2,0,4294967295,0,6,6,0
0,6,6.481,310.923,31.9481,2.22314e+06,-2.24328,1183,0,2,0,4294967295,0,6,6,0
0,6,14.6957,118.947,57.9783,1.09848e+06,-2.30426,1183,0,2,0,4294967295,0,6,6,0
0,7,15.3518,607.147,601.429,5577.09,-2.18799,1147,0,3,1084.27,1159,1,42,12,30
0,7,39.478,4843.26,4819.27,51224,-2.34468,1167,0,3,6364.72,1181,1,22,14,8
0,7,450.56,24948.5,24874.1,10499,-2.50065,1169,0,3,7152.81,1184,1,20,15,5
0,7,10.0432,198.337,195.697,349934,-2.24328,1171,0,3,476.184,1182,1,18,11,7
0,7,15.7465,599.043,47.3362,5.85449e+06,-2.18799,1171,0,3,0,4294967295,0,18,18,0
0,7,1054.35,42899.5,6907.49,2299.61,-2.18799,1181,0,3,0,4294967295,0,8,8,0
0,7,39.478,4843.26,89.5554,1.68495e+07,-2.34468,1182,0,3,0,4294967295,0,7,7,0
0,7,1070.43,38494.9,2943.7,648.248,-2.18799,1183,0,3,0,4294967295,0,6,6,0
0,7,37.4551,5400.81,3337.28,88886.3,-2.34468,1171,0,3,0,4294967295,0,18,18,0
0,7,99.6519,2482.28,1169.67,151344,-2.71651,1182,0,3,0,4294967295,0,7,7,0
0,7,93.3312,2468.3,384.144,183808,-2.71651,1183,0,3,0,4294967295,0,6,6,0
0,7,17.8946,726.828,718.331,500.794,-2.18799,1167,0,3,0,1172,1,22,5,17
0,7,518.267,67577.4,1089.3,49293.3,-2.34468,1183,0,3,0,4294967295,0,6,6,0
0,8,24.9916,4127.67,4106.18,30529.4,-2.34468,1157,0,2,3671.59,1181,1,32,24,8
0,8,2.76851,63.2371,62.0392,110263,-2.34468,1159,0,2,70.0851,1169,1,30,10,20
0,8,10.8814,770.694,763.951,66474.2,-2.34468,1167,0,2,787.221,1181,1,22,14,8
0,8,5.53148,227.027,224.129,334900,-2.34468,1167,0,2,180.092,1180,1,22,13,9
0,8,50.917,1701.71,1690.06,2421.04,-2.24328,1167,0,2,1401.79,1173,1,22,6,16
0,8,25.7979,3915.23,3471.89,10041.1,-2.34468,1169,0,2,0,4294967295,0,20,20,0
0,8,232.997,14552.6,14501.3,2342.16,-2.34468,1145,0,2,4005.45,1183,1,44,38,6
0,8,5.89084,246.121,66.0231,8.59532e+06,-2.34468,1181,0,2,0,4294967295,0,8,8,0
0,8,50.917,1701.71,272.257,4.24576e+06,-2.24328,1181,0,2,0,4294967295,0,8,8,0
0,8,2.76851,63.2371,43.0119,498970,-2.34468,1181,0,2,0,4294967295,0,8,8,0
0,8,10.5995,787.785,34.0435,153446,-2.34468,1183,0,2,0,4294967295,0,6,6,0
0,8,2.76851,63.2371,12.5282,226621,-2.34468,1183,0,2,0,4294967295,0,6,6,0
0,8,26.079,121.36,69.9337,1.06224e+06,-2.30151,1183,0,2,0,4294967295,0,6,6,0
0,8,47.864,1733.88,111.62,4.76566e+06,-2.24328,1183,0,2,0,4294967295,0,6,6,0
1,0,284.774,11852.4,11852.4,11.9255,-2.24328,1155,0.5,2,28854.1,1165,1,34,10,24
1,0,40.877,2831.99,2831.99,89.232,-2.34468,1156,0.5,2,9718.02,1166,1,33,10,23
1,0,11.4801,987.694,987.694,98.7991,-2.24328,1168,0.5,2,4065.63,1174,1,21,6,15
1,0,132.755,5388.65,5388.65,252.279,-2.35147,1168,0.5,2,15249.7,1176,1,21,8,13
1,0,1.19097,108.608,108.608,71.9195,-2.20756,1168,0.5,2,863.466,1172,1,21,4,17
1,0,4.08472,456.729,456.729,235.71,-2.34468,1168,0.5,2,2368.38,1174,1,21,6,15
1,0,66.7951,1468.1,1468.1,460.83,-2.34468,1169,0.5,2,5366.5,1175,1,20,6,14
1,0,1.88306,660.086,660.086,2518.29,-2.34468,1170,0.5,2,3065.36,1177,1,19,7,12
1,0,11.4622,1020.91,1020.91,778677,-2.24328,1179,0.5,2,2501.01,1185,1,10,6,4
1,0,393.422,5549.61,5549.61,141659,-2.30151,1179,0.5,2,7498.62,1186,1,10,7,3
1,0,40.877,2831.99,2831.99,1.21349e+06,-2.34468,1179,0.5,2,3465.91,1187,1,10,8,2
1,0,441.364,2838.42,2838.42,22541.3,-2.46243,1179,0.5,2,7337.57,1183,1,10,4,6
1,0,4.10437,451.904,451.904,903318,-2.34468,1179,0.5,2,1690.29,1184,1,10,5,5
1,0,66.7951,1468.1,1468.1,467638,-2.34468,1179,0.5,2,3868.39,1184,1,10,5,5
1,0,2494.73,22165.8,22165.8,130793,-2.20265,1179,0.5,2,11558.1,1187,1,10,8,2
1,0,1.92328,724.156,724.156,1.76572e+06,-2.34468,1180,0.5,2,1269.5,1187,1,9,7,2
1,0,1.19097,108.608,108.608,1.82079e+06,-2.20756,1180,0.5,2,657.755,1184,1,9,4,5
1,0,4.13897,447.666,447.666,879086,-2.34468,1181,0.5,2,1026.14,1186,1,8,5,3
1,0,1.88306,660.086,660.086,479853,-2.34468,1181,0.5,2,854.677,1188,1,8,7,1
1,0,3.94649,68.1469,68.1469,218854,-2.20756,1181,0.5,2,495.815,1184,1,8,3,5
1,0,1.27916,114.424,114.424,1.41989e+06,-2.20756,1181,0.5,2,552.858,1185,1,8,4,4
1,0,4.10141,71.6763,71.6763,1.32556e+08,-2.20756,1182,0.5,2,288.706,1185,1,7,3,4
1,0,1.85851,659.534,659.534,3.81806e+06,-2.34468,1182,0.5,2,392.753,1189,1,7,7,0
1,0,11.6054,1024.6,1024.6,184440,-2.24328,1182,0.5,2,748.731,1188,1,7,6,1
1,0,1.18426,103.392,103.392,1.11668e+06,-2.20756,1182,0.5,2,405.516,1186,1,7,4,3
1,0,66.7951,1468.1,1468.1,90432.4,-2.34468,1182,0.5,2,1605.22,1187,1,7,5,2
1,0,2876.18,19154.5,19154.5,447864,-2.20265,1182,0.5,2,565.881,1189,1,7,7,0
1,0,4.15761,416.179,416.179,4167.52,-2.34468,1183,0.5,2,375.701,1188,1,6,5,1
1,0,144.494,7673.96,4586.65,172749,-2.35147,1182,0.5,2,0,4294967295,0,7,7,0
1,1,1744.11,34757.3,34757.3,4963.23,-2.20265,1179,0.5,3.22519,202469,1184,1,10,5,5
1,1,1642.36,30660.7,30660.7,1099.18,-2.20265,1182,0.5,3.19958,148839,1186,1,7,4,3
1,1,1473.12,34982.1,34982.1,2024.4,-2.20265,1181,0.5,3.21594,168839,1185,1,8,4,4
1,2,891.185,29515.7,29515.7,6412.77,-2.50065,1167,0.5,2.06224,30590.5,1179,1,22,12,10
1,2,7.46207,2138.84,2138.84,824847,-2.34468,1169,0.5,2.64125,8983.56,1184,1,20,15,5
