FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,3.01842e+10,3.62703e+08
0,0.1,1,1.11274e+11,1.54477e+09
0,1,10,3.82145e+10,3.0228e+09
0,10,100,2.4166e+09,2.47077e+09
0,100,1000,2.83901e+07,1.00129e+09
0,1000,10000,2.60015e+06,2.20845e+08
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,6.01581e+08,8.68194e+08
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.33689e+10,6.51414e+08
2,1,10,8.3738e+09,1.21247e+09
2,10,100,5.12883e+08,1.21415e+09
2,100,1000,9.2724e+06,1.47108e+08
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,6.97538e+09,2.3076e+06
3,0.01,0.1,5.33343e+09,1.00552e+07
3,0.1,1,1.97693e+08,7.37489e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,7.74973e+07,1.26653e+06
4,0.1,1,5.80906e+08,2.65851e+07
4,1,10,1.08396e+08,1.59039e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.4211e+09,1.0047e+06
5,0.01,0.1,4.44979e+08,2.83717e+06
5,0.1,1,4.54814e+08,1.06098e+07
5,1,10,3.87517e+06,2.58768e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.5598e+09,5.40269e+07
6,0.1,1,2.9449e+09,7.65875e+07
6,1,10,2.28338e+08,5.62647e+07
6,10,100,2.45874e+06,5.40133e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,3.05956e+08,7.36416e+06
7,0.1,1,2.03505e+09,1.43227e+08
7,1,10,1.1474e+09,3.36184e+08
7,10,100,1.11773e+08,2.32044e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,4.09177e+09,3.88083e+07
8,0.1,1,2.35524e+09,8.45732e+07
8,1,10,5.42556e+08,6.58054e+07
8,10,100,3.8677e+06,3.61787e+06
8,100,1000,0,0
8,1000,10000,0,0
