FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,4.95251e+10,4.69686e+08
0,0.1,1,6.93018e+10,2.06186e+09
0,1,10,4.40988e+10,2.94031e+09
0,10,100,3.58454e+09,1.67819e+09
0,100,1000,3.27345e+07,1.02638e+09
0,1000,10000,2.70635e+06,2.23935e+08
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,4.31154e+08,1.11257e+09
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.7211e+10,7.56812e+08
2,1,10,8.43482e+09,1.14081e+09
2,10,100,5.14357e+08,1.28861e+09
2,100,1000,1.55089e+07,9.99414e+07
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,9.63436e+09,2.54985e+06
3,0.01,0.1,6.57079e+09,3.26199e+07
3,0.1,1,3.77609e+08,1.2385e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.90284e+08,3.90404e+06
4,0.1,1,7.1639e+08,4.11947e+07
4,1,10,3.50924e+07,2.35438e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,8.09917e+09,2.20905e+06
5,0.01,0.1,5.33833e+08,5.74118e+06
5,0.1,1,3.66434e+08,2.39839e+07
5,1,10,2.52878e+06,3.16337e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.69014e+10,1.01888e+08
6,0.1,1,5.93819e+09,1.35473e+08
6,1,10,5.94926e+08,7.29454e+07
6,10,100,2.06645e+06,5.55726e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,3.55712e+08,5.40376e+06
7,0.1,1,6.89171e+09,2.8456e+08
7,1,10,2.69812e+09,4.85018e+08
7,10,100,1.73093e+08,3.36639e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,8.79739e+09,7.12049e+07
8,0.1,1,6.5861e+09,1.48173e+08
8,1,10,7.75947e+08,8.70748e+07
8,10,100,3.20105e+06,4.60533e+06
8,100,1000,0,0
8,1000,10000,0,0
