FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,6.20662e+10,3.53605e+08
0,0.1,1,1.33043e+11,1.93785e+09
0,1,10,2.14475e+10,2.71636e+09
0,10,100,1.78716e+09,1.51377e+09
0,100,1000,8.28712e+07,1.03036e+09
0,1000,10000,2.09848e+06,2.29136e+08
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,3.76669e+08,1.15944e+09
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.39307e+10,7.002e+08
2,1,10,6.65208e+09,1.12039e+09
2,10,100,4.97748e+08,1.30199e+09
2,100,1000,1.47292e+07,1.05465e+08
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,4.32013e+09,2.00519e+06
3,0.01,0.1,3.43807e+09,4.42465e+07
3,0.1,1,1.2532e+09,1.82544e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,4.99115e+07,2.40574e+06
4,0.1,1,5.49114e+08,5.64845e+07
4,1,10,2.42043e+07,2.57904e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.66701e+09,2.14005e+06
5,0.01,0.1,9.07791e+08,7.53879e+06
5,0.1,1,3.32899e+08,3.57395e+07
5,1,10,2.20564e+06,3.87714e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.14051e+10,1.26083e+08
6,0.1,1,6.29067e+09,1.71947e+08
6,1,10,4.0493e+08,9.02729e+07
6,10,100,2.81242e+06,6.75569e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.62927e+08,7.30052e+06
7,0.1,1,6.25467e+09,3.46183e+08
7,1,10,2.60406e+09,6.58596e+08
7,10,100,1.53933e+08,4.11392e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,1.43604e+10,8.79347e+07
8,0.1,1,8.66162e+09,1.88659e+08
8,1,10,6.7351e+08,1.05676e+08
8,10,100,2.4824e+06,5.13225e+06
8,100,1000,0,0
8,1000,10000,0,0
