"var","x","y"
2.60491800308228,-0.75,46.25
3.73754096031189,-0.25,46.25
4.84606552124023,0.25,46.25
5.10606575012207,0.75,46.25
6.1006555557251,1.25,46.25
7.17163944244385,1.75,46.25
7.94360637664795,2.25,46.25
8.47622966766357,2.75,46.25
8.09934425354004,3.25,46.25
7.89590167999268,3.75,46.25
7.50065565109253,4.25,46.25
5.76999998092651,4.75,46.25
5.05803298950195,5.25,46.25
10.6578683853149,5.75,46.25
3.91262292861938,-0.75,46.75
4.55377054214478,-0.25,46.75
5.06983613967896,0.25,46.75
4.85885238647461,0.75,46.75
5.02704906463623,1.25,46.75
5.6050820350647,1.75,46.75
5.59786891937256,2.25,46.75
6.20262289047241,2.75,46.75
6.32409858703613,3.25,46.75
6.71147537231445,3.75,46.75
7.29737710952759,4.25,46.75
5.40032768249512,4.75,46.75
4.67098379135132,5.25,46.75
7.79540967941284,5.75,46.75
4.27032804489136,-0.75,47.25
4.33065557479858,-0.25,47.25
4.69180345535278,0.25,47.25
4.66475391387939,0.75,47.25
4.90639352798462,1.25,47.25
4.94327878952026,1.75,47.25
4.9472131729126,2.25,47.25
5.45655727386475,2.75,47.25
6.45131158828735,3.25,47.25
6.90721321105957,3.75,47.25
8.18852424621582,4.25,47.25
6.29688549041748,4.75,47.25
5.10737705230713,5.25,47.25
6.01901626586914,5.75,47.25
4.68475389480591,-0.75,47.75
4.98639345169067,-0.25,47.75
5.24606561660767,0.25,47.75
5.30688524246216,0.75,47.75
5.44229507446289,1.25,47.75
5.47409820556641,1.75,47.75
4.91409826278687,2.25,47.75
4.85377073287964,2.75,47.75
5.27081966400146,3.25,47.75
5.90491819381714,3.75,47.75
6.98147535324097,4.25,47.75
7.09426212310791,4.75,47.75
7.19278717041016,5.25,47.75
6.44311475753784,5.75,47.75
5.69163942337036,-0.75,48.25
6.43245887756348,-0.25,48.25
5.53508186340332,0.25,48.25
6.44918012619019,0.75,48.25
6.32836055755615,1.25,48.25
5.4590163230896,1.75,48.25
4.60295057296753,2.25,48.25
4.10147523880005,2.75,48.25
4.65491819381714,3.25,48.25
5.53032779693604,3.75,48.25
5.70016384124756,4.25,48.25
6.32344245910645,4.75,48.25
7.1444263458252,5.25,48.25
7.43229532241821,5.75,48.25
6.24262285232544,-0.75,48.75
6.58147525787354,-0.25,48.75
6.38262271881104,0.25,48.75
6.35983610153198,0.75,48.75
5.27409839630127,1.25,48.75
4.66327857971191,1.75,48.75
3.17475414276123,2.25,48.75
3.47934436798096,2.75,48.75
5.13016414642334,3.25,48.75
5.99721336364746,3.75,48.75
6.6708197593689,4.25,48.75
6.67606544494629,4.75,48.75
7.61770486831665,5.25,48.75
7.77573776245117,5.75,48.75
