"var","x","y"
1.45078694820404,-0.75,46.25
1.27362203598022,-0.25,46.25
1.56889796257019,0.25,46.25
2.10039401054382,0.75,46.25
3.81299209594727,1.25,46.25
3.90157508850098,1.75,46.25
3.7539370059967,2.25,46.25
3.16338610649109,2.75,46.25
1.98228299617767,3.25,46.25
3.60629892349243,3.75,46.25
4.9940938949585,4.25,46.25
2.15944910049438,4.75,46.25
4.22637796401978,5.25,46.25
4.01968479156494,5.75,46.25
1.62795305252075,-0.75,46.75
1.30315005779266,-0.25,46.75
1.27362203598022,0.25,46.75
1.7460629940033,0.75,46.75
2.07086610794067,1.25,46.75
1.62795305252075,1.75,46.75
1.77559101581573,2.25,46.75
1.77559101581573,2.75,46.75
2.95669293403625,3.25,46.75
3.28149604797363,3.75,46.75
3.22244095802307,4.25,46.75
2.01181101799011,4.75,46.75
2.80905508995056,5.25,46.75
4.01968479156494,5.75,46.75
1.39173197746277,-0.75,47.25
1.68700802326202,-0.25,47.25
1.83464598655701,0.25,47.25
1.65748000144958,0.75,47.25
1.83464598655701,1.25,47.25
1.86417305469513,1.75,47.25
2.54330706596375,2.25,47.25
1.53936994075775,2.75,47.25
2.98621988296509,3.25,47.25
3.78346490859985,3.75,47.25
3.5767719745636,4.25,47.25
2.54330706596375,4.75,47.25
1.86417305469513,5.25,47.25
2.48425197601318,5.75,47.25
1.89370095729828,-0.75,47.75
1.95275604724884,-0.25,47.75
2.63189005851746,0.25,47.75
1.80511796474457,0.75,47.75
1.12598395347595,1.25,47.75
2.42519688606262,1.75,47.75
2.15944910049438,2.25,47.75
2.04133892059326,2.75,47.75
2.12992095947266,3.25,47.75
1.53936994075775,3.75,47.75
1.77559101581573,4.25,47.75
2.98621988296509,4.75,47.75
2.27755904197693,5.25,47.75
2.95669293403625,5.75,47.75
2.2480309009552,-0.75,48.25
2.10039401054382,-0.25,48.25
1.77559101581573,0.25,48.25
1.95275604724884,0.75,48.25
1.24409401416779,1.25,48.25
1.3326770067215,1.75,48.25
1.36220502853394,2.25,48.25
1.9232280254364,2.75,48.25
1.59842503070831,3.25,48.25
1.7460629940033,3.75,48.25
2.33661389350891,4.25,48.25
1.89370095729828,4.75,48.25
2.57283496856689,5.25,48.25
3.54724407196045,5.75,48.25
4.52165412902832,-0.75,48.75
2.75,-0.25,48.75
3.13385796546936,0.25,48.75
1.89370095729828,0.75,48.75
1.50984299182892,1.25,48.75
2.66141700744629,1.75,48.75
2.04133892059326,2.25,48.75
2.10039401054382,2.75,48.75
1.45078694820404,3.25,48.75
1.65748000144958,3.75,48.75
1.56889796257019,4.25,48.75
2.01181101799011,4.75,48.75
2.12992095947266,5.25,48.75
2.69094491004944,5.75,48.75
