GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,4.55819e+10
0,1,2.82825e+11
1,0,6.0232e+10
1,1,4.35738e+11
2,0,5.62737e+10
2,1,4.20951e+11
3,0,5.55095e+10
3,1,3.73777e+11
4,0,5.47967e+10
4,1,3.03085e+11
5,0,5.33748e+10
5,1,3.84824e+11
6,0,5.31426e+10
6,1,3.62951e+11
7,0,5.06617e+10
7,1,3.15694e+11
8,0,5.26335e+10
8,1,2.74387e+11
9,0,5.3e+10
9,1,2.9318e+11
10,0,5.28009e+10
10,1,3.11556e+11
11,0,4.51319e+10
11,1,2.51105e+11
12,0,4.98857e+10
12,1,2.87818e+11
13,0,4.53571e+10
13,1,3.54809e+11
14,0,5.3785e+10
14,1,3.00727e+11
15,0,5.17654e+10
15,1,3.35847e+11
16,0,3.17472e+10
16,1,2.62342e+11
17,0,5.3402e+10
17,1,3.65855e+11
18,0,5.22317e+10
18,1,3.16193e+11
19,0,5.22768e+10
19,1,3.22685e+11
20,0,5.24642e+10
20,1,2.78097e+11
21,0,5.32285e+10
21,1,3.25916e+11
22,0,5.25328e+10
22,1,3.00531e+11
23,0,5.44221e+10
23,1,3.3446e+11
24,0,5.52851e+10
24,1,2.56651e+11
25,0,5.31665e+10
25,1,3.46944e+11
26,0,5.08244e+10
26,1,2.97157e+11
27,0,4.95247e+10
27,1,2.31476e+11
28,0,1.64735e+10
28,1,1.57135e+11
29,0,1.25065e+10
29,1,1.62278e+11
30,0,4.90025e+10
30,1,2.77418e+11
31,0,4.97904e+10
31,1,2.30099e+11
32,0,5.07352e+10
32,1,3.57677e+11
33,0,4.97031e+10
33,1,3.09112e+11
34,0,5.16242e+10
34,1,2.927e+11
35,0,5.35972e+10
35,1,2.51913e+11
36,0,5.22381e+10
36,1,3.19137e+11
37,0,5.34087e+10
37,1,3.29281e+11
38,0,5.51949e+10
38,1,3.13011e+11
39,0,5.13357e+10
39,1,2.72976e+11
40,0,5.54155e+10
40,1,3.00485e+11
41,0,5.15729e+10
41,1,3.00386e+11
42,0,2.67297e+09
42,1,3.56812e+10
43,0,4.71422e+10
43,1,2.94975e+11
44,0,4.68757e+10
44,1,2.70929e+11
45,0,4.81779e+10
45,1,3.00331e+11
46,0,4.13152e+10
46,1,2.1792e+11
47,0,4.75814e+10
47,1,2.5785e+11
48,0,4.71126e+10
48,1,2.78483e+11
49,0,4.64924e+10
49,1,2.28269e+11
50,0,4.74565e+10
50,1,2.85535e+11
51,0,4.98092e+10
51,1,3.24276e+11
52,0,5.16907e+10
52,1,2.25211e+11
53,0,4.6861e+10
53,1,2.12722e+11
54,0,5.02926e+10
54,1,2.58596e+11
55,0,5.04166e+10
55,1,2.56787e+11
56,0,4.8062e+10
56,1,3.02141e+11
57,0,5.01984e+10
57,1,3.19524e+11
58,0,4.86511e+10
58,1,2.53145e+11
59,0,4.81612e+10
59,1,2.52581e+11
60,0,4.8366e+09
60,1,6.25252e+10
61,0,2.10993e+10
61,1,1.91215e+11
62,0,2.41281e+10
62,1,2.03241e+11
63,0,4.96046e+10
63,1,3.69179e+11
64,0,1.11591e+10
64,1,1.12582e+11
65,0,5.06325e+10
65,1,3.14104e+11
66,0,4.89898e+10
66,1,2.68698e+11
67,0,5.10855e+10
67,1,2.83031e+11
68,0,5.08778e+10
68,1,2.87797e+11
69,0,4.97507e+10
69,1,2.73709e+11
70,0,4.43764e+10
70,1,3.17231e+11
71,0,4.57244e+10
71,1,2.36737e+11
72,0,4.58e+10
72,1,2.66851e+11
73,0,5.0272e+10
73,1,3.27872e+11
74,0,4.98722e+10
74,1,2.33419e+11
75,0,5.37394e-161
75,1,1.34106e-26
76,0,9.89924e+09
76,1,1.41337e+11
77,0,4.78482e+10
77,1,3.48751e+11
78,0,4.28601e+10
78,1,3.0724e+11
79,0,4.30454e+10
79,1,1.73292e+11
80,0,4.20977e+10
80,1,2.09245e+11
81,0,5.00467e+10
81,1,2.87005e+11
82,0,5.22061e+10
82,1,3.21007e+11
83,0,5.05128e+10
83,1,2.43932e+11
