GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,7.05978e+10
0,1,2.34074e+11
1,0,9.37864e+10
1,1,4.15932e+11
2,0,8.85938e+10
2,1,3.72788e+11
3,0,1.52328e+11
3,1,5.89196e+11
4,0,1.65491e+11
4,1,4.01438e+11
5,0,2.13112e+11
5,1,4.9583e+11
6,0,1.50519e+11
6,1,2.8901e+11
7,0,2.95719e+11
7,1,1.00318e+12
8,0,1.53602e+11
8,1,3.54391e+11
9,0,2.09396e+11
9,1,4.84477e+11
10,0,2.45907e+11
10,1,5.97187e+11
11,0,1.65568e+11
11,1,4.83037e+11
12,0,1.84716e+11
12,1,5.39109e+11
13,0,2.24541e+11
13,1,5.24317e+11
14,0,6.90335e+10
14,1,1.72786e+11
15,0,7.12944e+10
15,1,2.54562e+11
16,0,4.51045e+10
16,1,1.63371e+11
17,0,7.92676e+10
17,1,2.44875e+11
18,0,9.15764e+10
18,1,3.78227e+11
19,0,8.10475e+10
19,1,2.34209e+11
20,0,8.20977e+10
20,1,2.40206e+11
21,0,1.12107e+11
21,1,3.28341e+11
22,0,1.6414e+11
22,1,3.85772e+11
23,0,1.96537e+11
23,1,4.56642e+11
24,0,1.56258e+11
24,1,2.98137e+11
25,0,1.21664e+11
25,1,2.87198e+11
26,0,1.52121e+11
26,1,3.8023e+11
27,0,2.12123e+11
27,1,4.98728e+11
28,0,2.63152e+10
28,1,1.45417e+11
29,0,2.2681e+10
29,1,1.56204e+11
30,0,8.61928e+10
30,1,3.89445e+11
31,0,8.37017e+10
31,1,2.96687e+11
32,0,7.75212e+10
32,1,2.31916e+11
33,0,8.94122e+10
33,1,3.94841e+11
34,0,1.08531e+11
34,1,2.64187e+11
35,0,8.39715e+10
35,1,2.58164e+11
36,0,1.03608e+11
36,1,2.22979e+11
37,0,2.09755e+11
37,1,5.1423e+11
38,0,2.2497e+11
38,1,5.58783e+11
39,0,1.67883e+11
39,1,4.26309e+11
40,0,8.78623e+10
40,1,2.42768e+11
41,0,1.22614e+11
41,1,2.81185e+11
42,0,4.71351e+09
42,1,3.82607e+10
43,0,8.78637e+10
43,1,4.15686e+11
44,0,7.66214e+10
44,1,2.38658e+11
45,0,7.75597e+10
45,1,3.25363e+11
46,0,6.09449e+10
46,1,2.21502e+11
47,0,6.95671e+10
47,1,1.84929e+11
48,0,1.10022e+11
48,1,3.34363e+11
49,0,8.92105e+10
49,1,3.5014e+11
50,0,7.59375e+10
50,1,2.13725e+11
51,0,8.53749e+10
51,1,2.83977e+11
52,0,7.94581e+10
52,1,2.18854e+11
53,0,1.12664e+11
53,1,3.26966e+11
54,0,1.12207e+11
54,1,3.04241e+11
55,0,1.65151e+11
55,1,3.91208e+11
56,0,7.82591e+10
56,1,2.42292e+11
57,0,6.702e+10
57,1,1.66108e+11
58,0,7.69053e+10
58,1,2.38087e+11
59,0,7.23082e+10
59,1,1.9458e+11
60,0,7.77599e+09
60,1,5.99525e+10
61,0,3.78915e+10
61,1,2.10843e+11
62,0,4.1617e+10
62,1,1.888e+11
63,0,8.24108e+10
63,1,2.93313e+11
64,0,1.91835e+10
64,1,9.76792e+10
65,0,7.76916e+10
65,1,2.26869e+11
66,0,7.53745e+10
66,1,2.09001e+11
67,0,9.66643e+10
67,1,3.87679e+11
68,0,1.08234e+11
68,1,2.43521e+11
69,0,1.60335e+11
69,1,3.8938e+11
70,0,1.86561e+11
70,1,4.61603e+11
71,0,1.01539e+11
71,1,3.19373e+11
72,0,1.05852e+11
72,1,2.88475e+11
73,0,8.35224e+10
73,1,2.74746e+11
74,0,7.34872e+10
74,1,2.23252e+11
75,0,1.09952e-12
75,1,1.16018e+06
76,0,1.83482e+10
76,1,1.40878e+11
77,0,7.71235e+10
77,1,2.45741e+11
78,0,7.01528e+10
78,1,2.50185e+11
79,0,8.33618e+10
79,1,3.46384e+11
80,0,7.86324e+10
80,1,2.79727e+11
81,0,9.00087e+10
81,1,3.02276e+11
82,0,1.00339e+11
82,1,3.61097e+11
83,0,9.46571e+10
83,1,3.11417e+11
