GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,9.0406e+10
0,1,2.68536e+11
1,0,1.16606e+11
1,1,4.31677e+11
2,0,1.15634e+11
2,1,4.53977e+11
3,0,1.88199e+11
3,1,5.88282e+11
4,0,2.29193e+11
4,1,5.14786e+11
5,0,2.95888e+11
5,1,6.39473e+11
6,0,2.43645e+11
6,1,4.84432e+11
7,0,3.69893e+11
7,1,1.17532e+12
8,0,2.13763e+11
8,1,4.70363e+11
9,0,2.8455e+11
9,1,6.51673e+11
10,0,3.28627e+11
10,1,7.34446e+11
11,0,2.09448e+11
11,1,5.50141e+11
12,0,2.24055e+11
12,1,5.68266e+11
13,0,3.06323e+11
13,1,7.22618e+11
14,0,9.49278e+10
14,1,2.19275e+11
15,0,9.19132e+10
15,1,2.88538e+11
16,0,6.16651e+10
16,1,2.05001e+11
17,0,1.05228e+11
17,1,2.91066e+11
18,0,1.12698e+11
18,1,3.87754e+11
19,0,1.05857e+11
19,1,2.80888e+11
20,0,1.06317e+11
20,1,2.90661e+11
21,0,1.41718e+11
21,1,3.74829e+11
22,0,2.20505e+11
22,1,4.7664e+11
23,0,2.64924e+11
23,1,5.83551e+11
24,0,2.45919e+11
24,1,4.50069e+11
25,0,1.61888e+11
25,1,3.56923e+11
26,0,2.011e+11
26,1,4.86753e+11
27,0,2.73322e+11
27,1,5.86156e+11
28,0,3.28465e+10
28,1,1.54838e+11
29,0,2.85004e+10
29,1,1.64667e+11
30,0,1.09526e+11
30,1,4.30523e+11
31,0,1.07156e+11
31,1,3.20102e+11
32,0,1.01884e+11
32,1,2.80266e+11
33,0,1.11983e+11
33,1,4.40211e+11
34,0,1.45029e+11
34,1,3.26578e+11
35,0,1.06242e+11
35,1,2.91847e+11
36,0,1.50002e+11
36,1,3.20702e+11
37,0,2.78572e+11
37,1,6.44531e+11
38,0,2.92644e+11
38,1,6.50414e+11
39,0,2.19103e+11
39,1,5.21061e+11
40,0,1.1206e+11
40,1,2.81742e+11
41,0,1.70786e+11
41,1,3.92219e+11
42,0,5.91897e+09
42,1,4.20379e+10
43,0,1.0981e+11
43,1,4.19894e+11
44,0,9.9965e+10
44,1,2.7398e+11
45,0,1.00745e+11
45,1,3.81895e+11
46,0,7.88055e+10
46,1,2.48432e+11
47,0,9.47495e+10
47,1,2.48696e+11
48,0,1.39993e+11
48,1,3.83617e+11
49,0,1.1002e+11
49,1,3.75661e+11
50,0,9.66857e+10
50,1,2.48325e+11
51,0,1.08403e+11
51,1,3.33077e+11
52,0,1.01089e+11
52,1,2.49631e+11
53,0,1.39278e+11
53,1,3.58847e+11
54,0,1.41728e+11
54,1,3.34918e+11
55,0,2.15331e+11
55,1,4.66395e+11
56,0,9.89558e+10
56,1,2.60848e+11
57,0,9.81686e+10
57,1,2.44671e+11
58,0,1.01908e+11
58,1,2.78167e+11
59,0,1.00208e+11
59,1,2.60536e+11
60,0,9.67141e+09
60,1,6.27908e+10
61,0,4.7745e+10
61,1,2.25639e+11
62,0,5.18516e+10
62,1,1.98661e+11
63,0,1.02349e+11
63,1,3.21043e+11
64,0,2.35376e+10
64,1,1.07393e+11
65,0,9.91036e+10
65,1,2.64637e+11
66,0,1.03498e+11
66,1,2.99284e+11
67,0,1.16767e+11
67,1,3.95588e+11
68,0,1.49875e+11
68,1,3.18165e+11
69,0,2.08961e+11
69,1,4.70609e+11
70,0,2.60921e+11
70,1,6.26596e+11
71,0,1.32605e+11
71,1,3.80556e+11
72,0,1.42012e+11
72,1,3.56839e+11
73,0,1.06409e+11
73,1,2.99305e+11
74,0,9.51649e+10
74,1,2.51194e+11
75,0,1.47237e-12
75,1,1.27534e+06
76,0,2.23602e+10
76,1,1.46822e+11
77,0,9.64204e+10
77,1,2.73961e+11
78,0,8.85455e+10
78,1,2.85994e+11
79,0,1.00501e+11
79,1,3.61425e+11
80,0,9.48092e+10
80,1,2.79476e+11
81,0,1.12198e+11
81,1,3.31864e+11
82,0,1.20838e+11
82,1,3.65146e+11
83,0,1.15459e+11
83,1,3.37183e+11
